Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure,units,body,domain2,attributive_form,attributive_form_for_term,main_noun_nltk,main_noun_maria
5565,debarment,Noun,The act or an instance of debarring.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or,
5625,debauch,Noun,An individual act of debauchery,,"1902, Thomas Ebenezer Webb, The Mystery of William Shakespeare: A Summary of Evidence, page 242:Greene died of a debauch; and Marlowe, the gracer of tragedians, perished in an ignominious brawl. 1913, Sax Rohmer, chapter 25, in The Insidious Dr. Fu Manchu:[T]he room probably was one which he actually used for opium debauches.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act,
5684,debenzylation,Noun,Any reaction that removes one or more benzyl groups from a molecule, organic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,reaction,
5709,debilitation,Noun,"The act or process of debilitating, or the condition of one who is debilitated; weakness.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
5759,deblending,Noun,A technique to isolate signals from those of nearby sources, astronomy,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,
5812,deboration,Noun,Any reaction that removes a borate group, chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,reaction,
5849,debouchment,Noun,"The act, or the result of debouching", military,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"act , or",
5933,debromination,Noun,Any reaction that removes bromine from a compound, chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,reaction,
5935,debromomarinone,Noun,An antibiotic produced by marine actinomycetes.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,marine actinomycetes,
5941,debt,Noun,"An action, state of mind, or object one has an obligation to perform for another, adopt toward another, or give to another",,"1589, William Shakespeare, Henry IV, Part I, act 1, scene 3:Revenge the jeering and disdain'd contempt / Of this proud king, who studies day and night / To answer all the debt he owes to you / Even with the bloody payment of your deaths. 1850, Nathaniel Hawthorne, chapter 14, in The Scarlet Letter:This long debt of confidence, due from me to him, whose bane and ruin I have been, shall at length be paid.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"action , state",
5944,debt,Noun,An action at law to recover a certain specified sum of money alleged to be due, law,(Can we find and add a quotation of Burrill to this entry?),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,action,
5997,debug,Noun,"The action, or a session, of reviewing source code to find and eliminate errors",,"2009, Dale Liu, Cisco CCNA/CCENT Exam 640-802, 640-822, 640-816 Preparation Kit It may appear odd in the example that the no debug all command was entered before and after the debug was done. The first command is unnecessary, but getting into this habit can save you!",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"action , or",
6009,debuggee,Noun,A process or application upon which a debugger acts, computing,The process that is being debugged.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process or application,
6036,debureaucratization,Noun,The act or instance of being debureaucratized,,"2003, Richard M. Ingersoll, Who Controls Teachers' Work?: Power and Accountability in America's Schools Some researchers assume that debureaucratization is synonymous with a paucity of rules, supervision, and sanctions for teachers and thus is a source of organizational decentralization.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or instance,
6076,debutyration,Noun,Any reaction that removes one or more butyl group from a molecule, organic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,reaction,
6198,decalactone,Noun,Any lactone derived from decanoic acid, organic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,lactone,
6388,decapitation,Noun,"Beheading; the act of beheading or decapitating If the headsman's axe was sharp and his aim was true, decapitation was a quick and relatively painless form of death",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act,
6427,decapsulation,Noun,The act or process of decapsulating.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
6448,decarbonatization,Noun,Any process that removes carbonate minerals from rock., geology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process,
6456,decarbonization,Noun,The act or process of decarbonizing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
6493,decarburization,Noun,"The act, process, or result of decarburizing.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"act , process , or result",
6538,decategorification,Noun,The reverse process of categorification: The mapping of a category theoretic category to a set by using a systematic process in which isomorphic objects in a category are identified as equal, mathematics,"2013, Octavian Iordache, Polytope Projects, ISBN, page 6:For the n-levels systems approach we may associate categorification with increasing the level and decategorification with decreasing the level of complexity.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,reverse process,
6544,decategorization,Noun,The act or process of decategorizing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
6566,decationization,Noun,"The process, or the result of decationizing",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"process , or",
6589,decay,Noun,The process or result of being gradually decomposed,,"1895, H. G. Wells, chapter X, in The Time Machine:I fancied at first the stuff was paraffin wax, and smashed the jar accordingly. But the odor of camphor was unmistakable. It struck me as singularly odd, that among the universal decay, this volatile substance had chanced to survive, perhaps through many thousand years.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process or result,
6644,deceit,Noun,An act or practice intended to deceive; a trick,,The whole conversation was merely a deceit.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or practice,
6684,deceleration,Noun,The act or process of decelerating, uncountable,The rocket is now in deceleration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
6869,decertification,Noun,The act or process of decertifying.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
6904,dechlorination,Noun,Any reaction in which chlorine atoms are removed from a molecule, chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,reaction,
6973,decider,Noun,An event or action which decides the outcome of a contested matter," chiefly Britain, Australia, sports","2007 Feb 22 (action), Liverpool show of unity recalls old magic Guardian Sport: . . . when the Welshman laid on the 74th-minute decider. 2007 Feb. 10 (event), France aim to end four years of regret with seven-week sacrifice, Guardian Sport: France will meet Ireland again in the probable decider for their World Cup pool.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,event or action,
7057,decimal fraction,Noun,A proper or improper fraction the denominator of which is a power of ten and the decimal representation of which is a terminating decimal number., arithmetic,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,fraction,
7183,decision stream,Noun,Supervised machine learning technique providing classification with recursive execution of two procedures: partitioning data into statistically different samples and merging the samples which are similar according to the test statistics,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,machine learning technique,
7184,decision stream,Noun,Statistic-based supervised learning technique that generates a deep directed acyclic graph of decision rules to solve classification and regression tasks,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,learning technique,
7353,declamation,Noun,The act or art of declaiming; rhetorical delivery; loud speaking in public,,"Synonym: haranguing The public recitation of speeches as an exercise in schools and colleges. 1873, Horatio Alger, Bound to Rise Chapter V His recitations were prompt and correct, and his answers were given with confidence. But perhaps he did himself most credit in declamation. He had always been very fond of that, and though he had never received and scientific instruction in it, he possessed a natural grace and a deep feeling of earnestness which made success easy. He had selected an extract from Webster--the reply to the Hayne--and this was the showpiece of the afternoon. The rest of the declamation was crude enough, but Harry's impressed even the most ignorant of his listeners as superior for a boy of his age.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or art,
7371,declaration,Noun,The act or process of declaring.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
7372,declaration,Noun,"The act, by the captain of a batting side, of declaring an innings closed.", cricket,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act,
7553,declustering,Noun,Any technique that counteracts clustering (in any sense),,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,
7563,decluttering,Noun,"The fact or process of removing clutter; tidying, removing unwanted or messy items from a given place",,"[from 20th c.] 2010, Oliver Burkeman, The Guardian, 2 October: The decluttering trend is nothing new, and has much to recommend it, but every week now seems to bring a fresh example of what ascetics might once have called the renunciation of possessions []. 2014, Lauren Rosenfeld and Melva Green, Breathing Room, page 14:Decluttering is an act of compassionfor yourself and for others, because it frees you from draining influences so you can give yourself over fully to what you love and care for.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,fact or process,
7587,decoction,Noun,"An extraction or essence of something, obtained by boiling it down",,"1749, [Thomas Short], [Of the Symptoms of Fevers, and Their Cure.] 10th, Of Feverish Heat, in A General Chronological History of the Air, Weather, Seasons, Meteors, c. in Sundry Places and Different Times; More Particularly for the Space of 250 Years. Together with Some of Their Most Remarkable Effects on Animal (Especially Human) Bodies, and Vegetables. In Two Volumes, volume II, Printed for T[homas] Longman, in Paternoster-Row; and A[ndrew] Millar, in the Strand, OCLC 912982174, page 512513:[I]ntead of Honey, Rob of Elder, Conerve of Roes, or Syrup of Violets; Glyters, Pedilavia of emollient Decoctions with Nitre; or Elder, Vinegar, or Focus's of the ame, applied with Sponges behind the Ears, to the Armpits, Groins, Hams, c. or with Barley-water and a little Roe-vinegar. 1851, Herman Melville, Moby Dick, Chapter 1:The transition is a keen one, I assure you, from a schoolmaster to a sailor, and requires a strong decoction of Seneca and the Stoics to enable you to grin and bear it. 1993, Anthony Burgess, A Dead Man In Deptford Poley offered a hot decoction of blackberries, saying: Peace? 1994, Jeanette Winterson, Art Lies Witches and devils no longer threaten you and me. We dont mind living next door to the harmless lady with her herb garden and decoction still, her black cat and red hair.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,extraction or essence,
7607,decodification,Noun,The act or process of decoding,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
7747,decommercialization,Noun,The act or process of decommercializing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
7787,decommunization,Noun,"The act, process, or result of decommunizing.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"act , process , or result",
7802,decompaction,Noun,"The act or process of making something less compact; often specifically the reversal of previous compaction 1995, Georgiy P"," chiefly in geology, biochemistry","Zaraisky Victor N. Balashov, Thermal Decompaction of Rocks, in Shmulovich et al., editors, Fluids in the Crust[1], ISBN, page 254:As a result of decompaction, the permeability of low-porosity rocks may increase by several orders of magnitude.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
7812,decompartmentalization,Noun,The act or process of decompartmentalizing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
7827,decompilation,Noun,"The act, or the result of decompiling",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"act , or",
7836,decomplementation,Noun,The act or the result of being decomplemented, genetics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or,
7873,decomposition,Noun,A biological process through which organic material is reduced to e.g,,compost.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process,
7914,deconcatenation,Noun,"The process, or the result of deconcatenating",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"process , or",
7961,deconfliction,Noun,The act or process of deconflicting.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
7963,deconfusion,Noun,"A statistical technique, similar to independent component analysis, for separating correlated data", mathematics,"2004, Dragos Datcu L.J.M. Rothkrantz, AIBO Robot as a soccer and rescue game player:The current deconfusion approach operates on some given premises. 2011 June, David Jckel, Jan Mller, Muhammad Usman Khalid, Urs Frey, Doublas Bakkum, Andreas Hierlemann, High-density microelectrode array system and optimal filtering for closed-loop experiments, in Solid-State Sensors, Actuators and Microsystems Conference:The OF coefficients are calculated, and the deconfusion parameters are derived. 2016, R.A.A. Bowler, J.S. Dunlop, R.J. McLure, D.J. McLeod, Unveiling the nature of bright z ~ 7 galaxies with the Hubble Space Telescope, in arXiv[1]:A deconfusion analysis of the deep Spitzer photometry available suggests that these galaxies exhibit strong rest-frame optical nebular emission lines (EW_0(H_beta + [OIII]) 600A).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,technique,
7981,deconjugation,Noun,Any reaction that disrupts a system of conjugated double bonds leading to loss of conjugation, organic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,reaction,
7999,deconstitutionalization,Noun,The act or process of deconstitutionalizing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
8057,decontextualization,Noun,The process or result of decontextualizing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process or result,
8095,deconvolution microscopy,Noun,A mathematical method used to sharpen images by analyzing a series of images from different focal planes,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,method,
8170,decorrelation,Noun,"A process that reduces autocorrelation or cross-correlation (in electronics, cryptography, neurology etc.)",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process,
8194,decoupage,Noun,An art technique in which paper cutouts (either from magazines etc or specially made) are glued onto the surface of an object and sometimes painted or decorated,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art technique,
8209,decoupling,Noun,The act or process by which something is decoupled.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
8288,decrementation,Noun,The act or process of decrementing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
8419,decryption,Noun,"The process reversing an encryption, i.e",,the process which converts encrypted data into its original form.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process,
8462,deculturization,Noun,The act or process of deculturizing.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
8471,decumbence,Noun,The act or posture of lying down.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or posture,
8595,dedensification,Noun,"The act or process of making or becoming less dense 2015, Andrea Malagoli, Alessandro Leveratto, Valeria Braccini, Daniele Contarino, Carlo Ferdeghini, New concept for the development of Bi-2212 wires for high field applications, in arXiv[1]:The first step towards high critical currents in Bi-2212 wires was the comprehension that the supercurrent is blocked over long lengths by filament-diameter bubbles grown during the melt stage, which cause expansion of the wire diameter and dedensification of the superconducting filaments.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
8604,dediazotation,Noun,Any reaction that removes a diazo group, organic chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,reaction,
8644,dedifferentiation,Noun,The biological process whereby cells revert from a specialized function to a simpler or less specialized form., biology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process,
8656,deditio,Noun,"In medieval Europe, an act of ritualized submission and request for mercy, performed before a monarch or other feudal lord", historical,"2002, Sverre Bagge, Kings, Politics, and the Right Order of the World in German Historiography c. 9501150, p. 164: A deditio implied a clear duty for the victorious party to treat his former enemy leniently, and the conditions for surrender were often arranged in advance. 2016, Peter H. Wilson, The Holy Roman Empire, Penguin 2017, p. 617: The ritual of deditio was ostentatiously emotional, with tears of contrition both signalling submission and calculated to encourage a formal pardon from a king who risked losing face by failing to show clemency.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act,
8707,deduction theorem,Noun,"A procedure for ""discharging"" assumptions from an inference, causing them to become antecedents of the conclusion; or vice versa", logic,"Symbolically, the conversion of an inference of the form P , A C {\displaystyle P,A\vdash C} to an inference of the form P A C {\displaystyle P\vdash A\rightarrow C} or vice versa, where {\displaystyle \vdash } is the turnstile symbol. The validity of the procedure is a metatheorem of the given logical theory. The deduction theorem reveals the relationship between logical entailment and material implication: it allows to one to ""pack"" or ""record"" an inference into a tautology, and conversely, to ""unpack"" or ""play back"" a tautology as an inference process.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,procedure,
8740,deduplicator,Noun,A process or system that deduplicates., computing,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,process or system,
8758,deed,Noun,An action or act; something that is done,,"Bible, Genesis xliv. 15 And Joseph said to them, What deed is this which ye have done?",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,action or act,
8760,deed,Noun,"Action or fact, as opposed to rhetoric or deliberation",,I have fulfilled my promise in word and in deed.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,Action or fact,
8761,deed,Noun,A legal contract showing bond in form of a document, law,I inherited the deed to the house.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,contract,
8896,deep-frying,Noun,A method of cooking by immersion in hot oil.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,method,
8935,deep brain stimulation,Noun,"A neurosurgical procedure involving the implantation of a medical device called a neurostimulator which sends electrical impulses, through implanted electrodes, to specific parts of the brain for the treatment of movement and affective disorders", surgery,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,procedure,
8967,deep inelastic collision,Noun,A high-energy nuclear reaction in which two nuclei overlap and exchange energy and nucleons, physics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,reaction,
9357,defaulting,Noun,"The act or result of being defaulted, especially a failure to meet a financial obligation.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or result,
9389,defeat,Noun,"The act or instance of defeating, of overcoming, vanquishing",,The inscription records her defeat of the country's enemies in a costly war.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or instance,
9390,defeat,Noun,"The act or instance of being defeated, of being overcome or vanquished; a loss",,"Licking their wounds after a temporary defeat, they planned their next move. 2012 May 13, Alistair Magowan, Sunderland 0-1 Man Utd, in BBC Sport[1]:Two defeats in five games coming into this contest, and a draw with Everton, ultimately cost Sir Alex Ferguson's side in what became the most extraordinary finale to the league championship since Arsenal beat Liverpool at Anfield in 1989.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or instance,
9437,defecation,Noun,The act or process of voiding feces from the bowels.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
9438,defecation,Noun,"Any of several processes for the removal of impurities, or for clarifying various materials",,"1883, National Academy of Sciences (US), Investigation of the Scientific and Economic Relations of the Sorghum Sugar Industry, page 84:The juice after it leaves the mill has a more or less green color, due to the presence of large quantities of chlorophyl and other vegetable substances, which must be removed. This process is known as defecation.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,processes,
9460,defection,Noun,An act or incidence of defecting.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or incidence,
9523,defence,Noun,A strategy and tactics employed to prevent the other team from scoring; contrasted with offence., team sports,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,strategy and tactics,
9612,defense mechanism,Noun,An automatic reaction of the body against foreign antibodies., evolutionary biology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,reaction,
9693,deferment,Noun,An act or instance of deferring or putting off.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or instance,
9793,defibrination,Noun,The act or process of depriving of fibrin.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,act or process,
9795,defibrinization,Noun,"The process, or the result of defibrinizing",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"process , or",
9866,defiliation,Noun,The abstraction of a child from its parents,,"Charles Lamb [] the tales of fairy-spiriting may shadow a lamentable verity, and the recovery of the young Montagu be but a solitary instance of good fortune, out of many irreparable and hopeless defiliations.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,abstraction,
9942,definition,Noun,The action or process of defining.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,action or process,
