Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar,abbreviation,abbreviation_for_term,plural,plurality_of_term,misspelling,misspelling_for_term,initialism,initialism_for_term,synonym,synonym_for_term,attribute,property,process
1454,Judaification,Noun,The process of making something Jewish,,"1985, Raul Hilberg, The Destruction of the European Jews, volume 2, page 55:The Swiss government was decidedly against the ""Judaification"" of the country, which is something the Germans could understand.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1465,Judaization,Noun,The act of Judaizing; a conforming to the Jewish religion or culture.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1488,Judas kiss,Noun,Any act of treachery under the guise of kindness.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
530,Haitianization,Noun,The process of making something Haitian.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
687,Hanafization,Noun,The process of hanafizing.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1274,Hellenisation,Noun,The act of causing a culture to become Greek, British spelling,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1275,Hellenisation,Noun,"The act of Hellenizing, making something Greek or Hellenistic in form or character,[1] (cf", British spelling,"Latinize) such as by coining a word with Greek roots to express a concept that otherwise might be expressed in modern vernacular Miranda Anderson[2] Divination by mirrors was called catoptromancy, a name derived from the Greek word katroptron, which means ""mirror"", or ""reflection""... (emphasis added) Patrick Hanks[3] Antes German: ... Humanistic Hellenization of Blume, literally ""flower"", with reference to the Greek vocabulary word Anthos, ""flower"".",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1577,Hibernicization,Noun,The act or process of making something Irish.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1583,Hibernization,Noun,The process of making something Irish.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1756,Hinduization,Noun,The act or process of Hinduizing.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1829,Hispanicization,Noun,The act or process of making Hispanic.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
37,e-begging,Noun,The act of asking strangers for money via the internet,,"2016, Meet the students crowdfunding their tuition, The Guardian: Shameless e-begging, or a justified act of financial desperation? The idea of crowdfunding university fees will certainly divide opinion. 2014, Amanda Palmer: From being a living statue to crowdfunding a $1.2m album, The Independent: Many critics still dismiss crowdfunding as a form of ""digital panhandling"" or ""e-begging"" 2008, O'Reilly Media, YouTube: An Insider's Guide to Climbing the Charts: A typical e-begging video is in serious tone, with an artificially humble YouTuber explaining some recent crisis they've had to endure .",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
38,e-benefits,Noun,The use of a computer system to manage employees' benefits.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
168,e-filing,Noun,"The use of computer technology to file documents (in a legal case, a patent application, etc.).",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
193,e-governance,Noun,The use of computer technology in governance.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
270,e-marking,Noun,The use of computer technology to mark academic work.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
310,e-payroll,Noun,The use of computer technology for a payroll.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
342,e-recruitment,Noun,"The process of personnel recruitment using electronic resources, in particular the internet, online job advertising boards and search engines."," Internet, business",,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
436,e-travel,Noun,The use of computerized information systems to handle travel arrangements or expenses,,"The Defense Travel System: Boon Or Boondoggle (page 112) Another fundamental problem with the DTS is that it does not provide travel agents with the information necessary for them to process DOD travel expenditures. The original contract stated that this would be a time-saving tool that the enhanced e-travel system would perform; yet, today this task must still be performed manually for the majority of travel transactions and often requires travel agent intervention to correct the DTS errors. 2006, Ashutosh Deshmukh, Digital Accounting, page 219:The management of TE expenses can be taken a step further. ERP systems can now support online travel centers or e-travel capabilities. 2010, Gerhard Leitner, Martin Hitz, Andreas Holzinger, HCI in Work and Learning, Life and Leisure: 6th Symposium [] we analyzed the experience with the Deutsche Bahn Web presence as a free and popular e-travel service in Germany.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
450,e-voting,Noun,The use of electronic or computer-based systems to cast and count votes in an election.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
479,eGovernment,Noun,"The use of information technologies in order to (a) enhance the access to and the delivery of Government information and services to the public and (b) to improve the effectiveness, efficiency and/or the quality of Government operations.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
481,eICU,Noun,Use of telemedicine to remotely monitor intensive care unit patients.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
838,early shower,Noun,The act of a player being sent off, sports,"2003, William McNeil, The Single-Season Home Run Kings, page 51:He was immediately yanked from the game and given an early shower.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1015,earth-stopping,Noun,"the act of blocking a fox's earth (burrow) while it is absent, so it is forced to stay above ground.", hunting,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1103,earthing,Noun,The act or process of placing (something) in the earth; planting; burying,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1104,earthing,Noun,"The process of connecting with the earth's energy, usually through bodily contact (e.g", holism,"walking barefoot, etc.) in order to achieve health and vitality.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1401,easternization,Noun,The process of easternizing,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1608,eating,Noun,The act of ingesting food.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1610,eating,Noun,The act of corroding or consuming some substance.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1699,eavesdrop,Noun,The act of intentionally hearing a conversation not intended to be heard,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1706,eavesdropping,Noun,"The act of one organism listening for another's calls, so as to exploit them.", zoology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
1837,ebullition,Noun,The act of boiling,,"1886, Robert Louis Stephenson, The Strange Case of Dr Jekyll and Mr Hyde:Suddenly, and at the same moment, the ebullition ceased, and the compound changed to a dark purple, which faded again more slowly to a watery green.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
2026,ecesis,Noun,The process of successful establishment of a plant or animal species in a habitat that was barren previously/ or was left barren due to some catastrophe., ecology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
2214,echocardiography,Noun,The use of ultrasound to produce images of the heart., medicine,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
2259,echography,Noun,The use of ultrasound as a diagnostic aid., medicine,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
2267,echoing,Noun,The act of something that echoes.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
2290,echolocation,Noun,The use of echoes to detect objects as observed in bats and other natural creatures,,"Also known as biosonar. 2013 May-June, William E. Conner, An Acoustic Arms Race, in American Scientist, volume 101, number 3, page 206-7:Earless ghost swift moths become invisible to echolocating bats by forming mating clusters close (less than half a meter) above vegetation and effectively blending into the clutter of echoes that the bat receives from the leaves and stems around them.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
2679,ecoinformatics,Noun,"The use of computing and information science in ecology 2015 July 1, Patricia A"," ecology, computing","Soranno et al., Building a multi-scaled geospatial temporal ecology database from disparate data sources: fostering open science and data reuse, in GigaScience[1], volume 4, DOI:10.1186/s13742-015-0067-4:Although there are difficult challenges associated with building these integrated datasets, these same challenges provide substantial opportunities, especially for early-career ecologists, for interdisciplinary training in ecoinformatics and database management, and classical ecology; thus pushing the ecological boundary to answer important macrosystems ecology questions.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
2856,economy,Noun,Frugal use of resources,,(Can we date this quote?) Jonathan Swift I have no other notion of economy than that it is the parent to liberty and ease.,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
3409,ectostosis,Noun,A process of bone formation in which ossification takes place in the perichondrium and either surrounds or gradually replaces the cartilage., physiology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
3777,edification,Noun,"The act of edifying, or the state of being edified or improved; a building process, especially morally, emotionally, or spiritually March 14, 2018, Roger Penrose writing in The Guardian, 'Mind over matter': Stephen Hawking obituary It seems clear that he took great delight in his commonly perceived role as the No 1 celebrity scientist; huge audiences would attend his public lectures, perhaps not always just for scientific edification.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
3865,editioning,Noun,"The process of making a small number of prints available, in order to make the print more lucrative."," printing, art",,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
3896,editorialization,Noun,"the act of editorializing, or something editorialized",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
3987,education,Noun,"The process of imparting knowledge, skill and judgment", uncountable,"2016-06-17 AROP JOSEPH ""Education is the slight hammer that breaks the yoke of ignorance, and moulds knowledge, skills, ideas, good moral values in a person be it a child, a youth or full grown adult. no matter a persons age learning never stops"". 2013 July 19, Mark Tran, Denied an education by war, in The Guardian Weekly, volume 189, number 6, page 1:One particularly damaging, but often ignored, effect of conflict on education is the proliferation of attacks on schools [] as children, teachers or school buildings become the targets of attacks. Parents fear sending their children to school. Girls are particularly vulnerable to sexual violence. Good education is essential for a well-run society.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4026,educement,Noun,"The process of educing, or drawing out.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4041,eduction,Noun,"The act of educing, of deducing: deduction.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4059,edulcoration,Noun,The process of removing acid or other impurities from a substance., chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4223,effacement,Noun,"The act of expunging, of wiping out; expungement.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4297,effectivization,Noun,The process of making effective., chiefly mathematics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4328,effectuation,Noun,An act of effectuating.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4452,effigiation,Noun,The act of forming in resemblance; an effigy,,(Can we find and add a quotation of Fuller to this entry?),False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4472,efflation,Noun,The act of filling with wind; a breathing or puffing out,,Parnell a soft efflation of celestial fire,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4499,effluence,Noun,The process of flowing out.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4523,efflux,Noun,The process of flowing out,,"We all age through the efflux of time. The efflux of matter from a boil can be painful. 1832, Isaac Taylor, Saturday Evening[1], page 398:It is there that the devout affections, undisturbed by other faculties, are incessantly in efflux. 1988, Elizabeth Sagey, Degree of closure in complwx segments, Norval Smith, Harry van der Hulst (editors), Features, Segmental Structure and Harmony Processes, Part 1, Linguistic Models 12a, page 176, The remaining effluxes are pronounced without audible velar release. 2003, Awtar Krishan, Flow cytometric monitoring of drug resistance in human tumor cells, R.C. Sobti, A. Krishan (editors), Advanced Flow Cytometry: Applications in Biological Research, page 55, By facilitating efflux of drugs from the intracellular domain, these proteins reduce cytotoxicity and thus confer drug resistance.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4530,effluxion,Noun,The process of flowing out,,We all age through the effluxion of time. The effluxion of matter from a boil can be painful.,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4584,effrontery,Noun,An act of insolent and shameless audacity, countable,Any refusal to salute the president shall be counted as an effrontery.,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4638,effusion,Noun,Process of gases passing through a hole or holes considerably smaller than the mean free path of the gas molecules., chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4750,egg-crating,Noun,The process of strengthening a hull by multiple support points, boating,"1989, Lakeland Boating - Volume 44, page 100:While the hull of the Viking 57 is still curing in the mold, about two weeks into the boat building schedule, workmen install the engine compartment bulkheads and the ' 'egg-crating' ' members, the interlocked wooden framework running fore-and-aft and athwartships.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
4921,egging,Noun,The act of pelting with eggs,,"2010, Daniel R. Biddle, Murray Dubin, Tasting Freedom (page 167) I stand in relation to him something like that of a child to a parent, Douglass wrote of the owlish man who had stood with him through mobbings and eggings.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
5035,ego trip,Noun,"An act of self-aggrandizement, undertaken to increase one's own power and influence or to draw attention to one's own importance.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
5129,egosurfing,Noun,The act of using a search engine to find mentions of one's name on the Internet., Internet,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
5176,egress,Noun,The process of exiting or leaving,,"2003, International Building Code (IBC), Chapter 10 section 1001.1:Buildings or portions thereof shall be provided with a means of egress system as required this chapter. The provisions of this chapter shall control the design, construction and arrangement of means egress components required to provide an approved means of egress from structures and portions thereof.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
5182,egression,Noun,The act of going; egress,,"(Can we find and add a quotation of Ben Jonson to this entry?) Jeremy Taylor Such things as these which are extraordinary egressions and transvolations beyond the ordinary course of an even piety, God loves to reward with an extraordinary favour []",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
5769,ejaculation,Noun,The act of throwing or darting out with a sudden force and rapid flight,,"1974, D. R. Oldroyd, Some Neo-Platonic and Stoic Influences on Mineralogy in the 16th and 17th Centuries, in Allen G. Debus, editor, Alchemy and Early Modern Chemistry: Papers from Ambix, [London]: Jeremy Mills Publishing for The Society for the History of Alchemy and Chemistry, published 2004, ISBN, page 238:Thus far, we have given a general account of [Nicolas le Fvre]'s theory. Further elaboration is to be found in his account of the generation of metals. Here it is suggested that it is light ""which by its ejaculation and irradiation did imprint and stamp the Idea and Character of its vertue in water as in a general and convenient Matrix, to enable her afterwards to supply both matter and Form, Body and Spirit, Salt, Sulphur and Mercury, [and] all physical generations..."".",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
5771,ejaculation,Noun,"The act of ejecting or suddenly throwing, as a fluid from a duct or other body structure", biology,"1837, Michael Ryan, The Philosophy of Marriage, in Its Social, Moral, and Physical Relations; with an Account of the Diseases of the Genito-urinary Organs which Impair or Destroy the Reproductive Function; and Induce a Variety of Complaints; with the Physiology of Generation in the Vegetable and Animal Kingdoms [...], London: John Churchill, Princes' Street, Soho, OCLC 243495533, page 210:Dehiscence, or Ejaculation of Pollen or Seed. The pollen of plants is the fecundating power, and consists of a number of small sacs, invisible to the naked eye, in which a fluid exists, which is analogous to the spermatic fluid in man and animals. 1910 June 20, Gilman A. Drew, Sexual Activities of the Squid, Loligo pealii (Les.). I. Copulation, Egg-laying and Fertilization, in Journal of Morphology, volume 22, number 2, Philadelphia, Pa.: Wistar Institute of Anatomy and Biology, published 1911, page 334:The spermatophores begin to ejaculate immediately after leaving the penis and the whole process is completed in a very few seconds. Pulling the filament attached to the ejaculatory end of a spermatophore is all that is needed to start its ejaculation. (specifically) A reflex in human beings and other mammals in response to sexual stimulation involving the forcible ejection from the urethra of, in males, semen; and, in females, vaginal fluid. 1837, Michael Ryan, The Philosophy of Marriage, in Its Social, Moral, and Physical Relations; with an Account of the Diseases of the Genito-urinary Organs which Impair or Destroy the Reproductive Function; and Induce a Variety of Complaints; with the Physiology of Generation in the Vegetable and Animal Kingdoms [...], London: John Churchill, Princes' Street, Soho, OCLC 243495533, page 191:The moment of ejaculation in mammiferous animals is accompanied by universal excitement of the whole body, a kind of slight convulsion, which terminates in a comatose or exstatic state. 1995, Louis Diamant; Richard D. McAnulty, editors, The Psychology of Sexual Orientation, Behavior, and Identity: A Handbook, Westport, Ct.: Greenwood Press, ISBN, page 190:By repeating this process several times before ejaculation and by practicing this procedure, the man will learn to control his ejaculation. 2001, Peter [Maxwell] Cryle, Producing the Voice in Erotic Narrative, in Brian Nelson; Anne Freadman; Philip Anderson, editors, Telling Performances: Essays on Gender, Narrative, and Performance, Newark, Del.: University of Delaware Press, ISBN, page 117:In all my life I had never seen a woman discharge like that. Not only did she shoot out fuck like a man, but she accompanied her ejaculation with such furious cries, such energetic blasphemy, and such violent spasms, that one would have thought she was having an epileptic fit [] [Translation of the Marquis de Sade's Histoire de Juliette, IX:428.] 2006, Sandra R. Leiblum, editor, Principles and Practice of Sex Therapy, 4th edition, New York, N.Y.: Guilford Press, ISBN, page 241:One of the most challenging of male sexual disorders is that of delayed ejaculation (DE). The man who cannot readily ejaculate either alone or, most typically, with a partner, feels thwarted, anxious, and sexually incompetent. 2014, Lisa Jean Moore, Ejaculation (Male), in Michael Kimmel; Christine Milrod; Amanda Kennedy, editors, Cultural Encyclopedia of the Penis, Lanham, Md.: Rowman Littlefield, ISBN, page 55:Biologically described as the release of seminal fluid from the penis during the male sexual response cycle, male ejaculation is entangled with cultural beliefs about male sexual prowess and masculine authenticity. [] Due to the sexual, cultural, and personal significance of ejaculation, men and boys are vulnerable to prevalent messages about the timing, size, and frequency of their ejaculation. Ejaculation can be a visual representation of the measure of the man.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
5799,ejection,Noun,The act of ejecting.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
5886,eking,Noun,The act or process of adding.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
5966,elaboration,Noun,The act or process of producing or refining with labor; improvement by successive operations; refinement,,"2013 September-October, Henry Petroski, The Evolution of Eyeglasses, in American Scientist:Digging deeper, the invention of eyeglasses is an elaboration of the more fundamental development of optics technology. The ability of a segment of a glass sphere to magnify whatever is placed before it was known around the year 1000, when the spherical segment was called a reading stone, [] .",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
5967,elaboration,Noun,"The natural process of formation or assimilation, performed by the living organs in animals and vegetables, by which a crude substance is changed into something of a higher order the elaboration of food into chyme the elaboration of chyle, or sap, or tissues",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
5969,elaboration,Noun,The process of taking a parsed tree of an abstract integrated circuit definition in a language such as Verilog and creating a hierarchy of module instances that ends with primitive (atomic) gates and statements., electronics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
6040,elapsion,Noun,The act of elapsing.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
6095,elastication,Noun,A process or act of elasticating,,"2006, Duncan Forbes, Vision Mixer The shadows of the trees stretch in gradual elastications towards evening as if imploring water for their thirsts.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
6107,elasticization,Noun,The process of elasticizing.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
6409,election,Noun,"A process of choosing a leader, members of parliament, councillors, or other representatives by popular vote",,"The parliamentary elections will be held in March. 2012 November 7, Matt Bai, Winning a Second Term, Obama Will Confront Familiar Headwinds, in New York Times[1]:That brief moment after the election four years ago, when many Americans thought Mr. Obamas election would presage a new, less fractious political era, now seems very much a thing of the past.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
6661,electrification,Noun,"The act of electrifying, or the state of being charged with electricity.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
6808,electrocauterization,Noun,the act of electrocauterizing,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7051,electroengraving,Noun,The art or process of engraving by means of electricity.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7119,electroglottography,Noun,The use of the electroglottograph.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7125,electrogoniometry,Noun,"The use of an electrogoniometer, especially for diagnosing problems with gait 2015 August 11, Markus A",,"Wimmer et al., Knee Flexion and Daily Activities in Patients following Total Knee Replacement: A Comparison with ISO Standard 14243, in BioMed Research International[1], volume 2015, DOI:10.1155/2015/157541:Therefore, the purpose of the study was to describe the frequency and duration of daily physical activities of TKR subjects during a 12-hour day using electrogoniometry.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7149,electrohemostasis,Noun,The use of electrocautery to stop a hemorrhage,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7214,electrology,Noun,The use of electrolysis to remove body hair.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7295,electromedication,Noun,The use of electricity as a form of medication,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7296,electromedicine,Noun,The use of electricity in the field of medicine,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7311,electrometry,Noun,The art or process of taking electrical measurements,,"2013, William J. Turkel, Spark from the Deep: How Shocking Experiments with Strongly Electric Fish Powered Scientific Discovery[1]:As electrometry was refined, it became clear that nerves in action exhibited unusual electrical variations. Emil Du Bois-Reymond had shown that electrical current decreased when a nerve was stimulated, a phenomenon he called the ""negative variation.""",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7409,electronarcosis,Noun,the process of rendering one unconscious through the application of an electric current, medicine,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7497,electronification,Noun,The process of electronifying.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7645,electroplating,Noun,"A process of coating the surfaces of a metal object with a layer of a different metal through electrochemical means, usually to exploit different properties of the materials.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7707,electropuncture,Noun,The use of subcutaneous electric shock to stimulate the muscles.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7796,electrospinning,Noun,the use of an electric charge to pull very fine fibres from a liquid,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7802,electrospraying,Noun,the use of an electrospray device,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7867,electrotherapeutics,Noun,the use of electricity in therapeutics, medicine,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7871,electrotherapy,Noun,The use of electrical energy as a medical treatment.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7898,electrotransfer,Noun,the use of electroporation to transfer genetic material into cells," biology, genetics",,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7922,electrotyping,Noun,the act or process of making electrotypes,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
7925,electrotypy,Noun,The process of producing electrotype plates.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8283,elevation,Noun,"The act of raising from a lower place, condition, or quality to a higher; said of material things, persons, the mind, the voice, etc",,"the elevation of grain; elevation to a throne; elevation to sainthood; elevation of mind, thoughts, or character",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8431,elicitation,Noun,The act of eliciting.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8477,elimination,Noun,"The act of eliminating, expelling or throwing off.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8478,elimination,Noun,"The act of excluding a losing contestant from a match, tournament, or other competition.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8479,elimination,Noun,The act of voting off or throwing off a contestant in a reality television competition., television,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8480,elimination,Noun,The act of discharging or excreting waste products or foreign substances through the various emunctories., biology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8481,elimination,Noun,"The act of causing a quantity to disappear from an equation; especially, in the operation of deducing from several equations containing several unknown quantities a less number of equations containing a less number of unknown quantities.", mathematics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8482,elimination,Noun,"The act of obtaining by separation, or as the result of eliminating; deduction.", logic,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8483,elimination,Noun,The act of recording amounts in a consolidation statement to remove the effects of inter-company transactions.[1], accounting,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8524,eliquation,Noun,"The process of separating a fusible substance from one less fusible, by means of a degree of heat sufficient to melt the one and not the other, as an alloy of copper and lead; liquation", metallurgy,"1904, Johannes Rudolf Wagner, Manual of Chemical Technology, page 183:Simultaneously with the desilvering, goes on the eliquation of the rich scum in the first, and afterwards in the second, eliquation pan.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8815,elongation,Noun,The act of lengthening,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8842,elopement,Noun,The act of running away from home with a paramour,,"1814 July, [Jane Austen], chapter LXVI, in Mansfield Park: A Novel. In Three Volumes, volume III, London: Printed for T[homas] Egerton,[], OCLC 39810224, page 287:You may not have heard of the last blowJulia's elopement; she is gone to Scotland with Yates. 1869, Louisa May Alcott, chapter 27, in Little Women: [] Jo [] was already deep in the concoction of her story, being unable to decide whether the duel should come before the elopement or after the murder.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8843,elopement,Noun,The act of running away secretly for the purpose of getting married with one's intended spouse.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8844,elopement,Noun,The act of running away from home (for any reason).,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8958,elucubration,Noun,The act of elucubrating.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8975,elusion,Noun,The act of eluding,,"1898, Winston Churchill, chapter 4, in The Celebrity:No matter how early I came down, I would find him on the veranda, smoking cigarettes, or [] . And at last I began to realize in my harassed soul that all elusion was futile, and to take such holidays as I could get, when he was off with a girl, in a spirit of thankfulness.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
8992,elution,Noun,The process of removing materials that are absorbed with a solvent, analytical chemistry,"1884 May 29, The Journal of the Society of Chemical Industry, volume 1, page 324:The quicker the alkali salts are removed during elution, the less chance will there be of forming insoluble lime salts, consequently the melassate which offers the greatest surface to the action of the alcohol will be best and quickest washed.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9001,elutriation,Noun,The process of separating the lighter particles from the heavier ones by means of an upward directed stream of gas or liquid.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9082,emaciation,Noun,The act of making very lean.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9109,email ombrant,Noun,The art or process of flooding transparent coloured glaze over designs stamped or moulded on earthenware or porcelain, art,(Can we find and add a quotation of Ure to this entry?),False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9136,emanation,Noun,The act of flowing or proceeding from a source or origin.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9162,emancipation,Noun,"The act of setting free from the power of another, as from slavery, subjection, dependence, or controlling influence.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9200,emasculation,Noun,"The act of depriving of virility, or the state of being so deprived; castration.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9201,emasculation,Noun,"The act of depriving, or state of being deprived, of vigor or strength; unmanly weakness",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9236,embalmment,Noun,The process of embalming,,"2009 February 20, Nicolai Ouroussoff, Boxy to Bold: A Concert Hall Busts Out, in New York Times[1]:In doing so, they suggest a way forward for a city in which preservation is all too often a form of embalmment.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9281,embarkation,Noun,The act of embarking.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9282,embarkation,Noun,The process of loading military personnel and vehicles etc into ships or aircraft.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9428,embedment,Noun,The act of embedding or the state of being embedded.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9529,emblazonment,Noun,The act of emblazoning.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9628,emboldenment,Noun,The process of emboldening.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9723,embouchure,Noun,"The use of the lips, facial muscles, tongue, and teeth when playing a wind instrument", music,"1963, Thomas Pynchon, V.: you could see the twin lines running down from either side of his lower lip, etched in by the force of his embouchure, looking like extensions of his mustache.",False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9732,embourgeoisement,Noun,The process of adopting or the condition of adopting the characteristics of the bourgeoisie; bourgeoisification; the process of becoming affluent.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9744,emboweling,Noun,An act of disembowelment.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
9748,embowelling,Noun,An act of disembowelment.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,True
