Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar
59265,cooperating grace,Noun,"The Roman Catholic, Arminian and Socinian doctrine that the human will cooperates with the divine in the matter of saving grace.", theology,,False,False,False,False
62478,correspondence,Noun,"According to Swedenborg, a relationship of similarity between physical and spiritual things, such as that of light to wisdom, or warmth to love.", theology,,False,False,False,False
63440,cosmological argument,Noun,"A type of argument for the existence of God arguing that since every thing and event that begins at a point in time has a cause, there must be an uncaused first cause."," theology, philosophy",,False,False,False,False
67222,covenantalism,Noun,"An interpretive framework for the Bible, viewing the history of God's dealings with humankind under three overarching covenants: the covenant of redemption, covenant of works, and covenant of grace.", theology,,False,False,False,False
70269,creationism,Noun,"The Abrahamic doctrine that each individual human soul is created by God, as opposed to traducianism", theology,"1848, Robert Wilberforce, The Doctrine of the Incarnation of our Lord Jesus Christ, in its relation to Mankind and to the Church:the preservation of the race of man is made to grow out of that quickening impulse, which we call the life of humanity. This notion, which was called Traducianism by the schoolmen (the system opposed to it being termed Creatianism [sic])",False,False,False,False
70378,credendum,Noun,Something to be believed; an article of faith, theology,South the great articles and credenda of Christianity,False,False,False,False
77426,culture of death,Noun,"In moral theology, the concept that human life can be a means to some other end and not solely an end itself.", theology,,False,False,False,False
1457,katechon,Noun,"Someone or something (of disputed identity) whose removal is necessary before the Antichrist can be fully manifested, according to 2 Thessalonians 2:6-7 in the Bible.", theology,,False,False,False,False
2537,kenotic,Adjective,Pertaining to kenosis, theology,"2009, Diarmaid MacCulloch, A History of Christianity, Penguin 2010, p. 509: Linked to the kenotic concept of innocence and denial of self-esteem was the new popularity which from very early on an old genre of Eastern saint enjoyed in the Christianity of Kievan Rus, and which has endured into modern Russian Orthodoxy: the Holy Fool.",False,False,False,False
9748,krypsis,Noun,"The doctrine that Christ, during His state of humiliation, continued to possess in a veiled way the divine attributes of omnipotence, omniscience, etc.", theology,,False,False,False,False
3708,Christological,Adjective,Of or pertaining to Christology, theology,,False,False,False,False
1662,Thomism,Noun,The philosophy and theology of Thomas Aquinas.," philosophy, theology",,False,False,False,False
2915,Alternativism,Noun,The belief that absolute truth must explain every legitimate alternative., theology,,False,False,False,False
3322,Amyraldism,Noun,A form of Protestant belief also known as four-point Calvinism., theology,,False,False,False,False
3766,Apollinarian,Noun,"A follower of Apollinaris, Bishop of Laodicea in the fourth century, who denied the proper humanity of Christ."," historical, theology",,False,False,False,False
3768,Apollinarianism,Noun,Apollinarism," historical, theology",,False,False,False,False
3771,Apollinarism,Noun,"The Christological theology that Jesus's mind was only divine and not human, condemned as a heresy at the First Council of Constantinople.", Christian theology,,False,False,False,False
3863,Aquinian,Adjective,"Of or pertaining to Thomas Aquinas (circa 1225-1274), Italian Catholic priest and influential philosopher and theologian.", theology,,False,False,False,False
688,sacramentalism,Noun,"The belief that observance of the sacraments is necessary for salvation, or belief in their efficacy.", theology,,False,False,False,False
689,sacramentalism,Noun,The belief that the natural world is a reflection or imitation of a perfect supernatural one., theology,,False,False,False,False
698,sacramentarian,Noun,Someone who holds that the presence of Christ in the sacrament of the Eucharist is purely metaphorical rather than physical or literal., theology,,False,False,False,False
700,sacramentarianism,Noun,sacramentarian beliefs, theology,,False,False,False,False
3794,sanctification,Noun,The (usually gradual or uncompleted) process by which a Christian believer is made holy through the action of the Holy Spirit., theology,,False,False,False,False
5981,satisfactory,Adjective,Making atonement for a sin; expiatory, theology,"1623, John Mayer, The English Catechisme Explained, third edition, London: Aug. Mathewes, page 36: [] therefore the uffering of any other nature could not bee o pertinent, nor kindly atisfactory.",False,False,False,False
6010,satispassion,Noun,Atonement by suffering to an adequate degree, theology,"1614, Bp Lancelot Andrewes, XCVI Sermons (1629), page 77: This, this is the great With us:With us, in all the vertues and merits of His life; With us, in the satisfaction and satis-passion (both) of His death. 1678, Ignatius Brown, An Vnerrable Church or None, Being a Rejoynder to the Vnerring, Vnerrable Church: Againt Dr Andrew Salls Repley entituled The Catholic Apotolic Church of England. Written by J. S. and dedicated to the mot illutrious Prince, James Duke of Ormond, c., chapter XX: Purgatorie and Indulgences, page 311: He mut pay to Gods jutice the temporal Punihment which he ows, and this is don either by Satispasion uffering the pains of Purgatorie for a certain time; or by the uffrages and penal works of the Living which they apply to him; or by Indulgence, applying from the treaure of the Church, thats of the uperabundant Satisfaction of Chrit and his Saints, as much as will anwer to the pains which they are to uffer there. 1890, Walter John Bruce Richards, A Catechism on Indulgences, Burns Oates, page 8: This [reparation for sin] may be madeby satispassion, or sufferings simply endured. 1897, A Catholic Dictionary (5th ed.), Redemption: Like His satispassion, so His satisfaction embraces the whole earthly career of the Saviour.",False,False,False,False
6666,saving,Adjective,That saves someone from damnation; redemptive, theology,[from 14th c.],False,False,False,False
6673,saving grace,Noun,"God's grace or blessing, enabling sinners to attain salvation.", theology,,False,False,False,False
7799,scandal,Noun,Religious discredit; an act or behaviour which brings a religion into discredit., theology,,False,False,False,False
7800,scandal,Noun,Something which hinders acceptance of religious ideas or behaviour; a stumbling-block or offense., theology,,False,False,False,False
7806,scandal of particularity,Noun,The difficulty of regarding a single individual man (Jesus) as being the saviour for all men, theology,"1994: A materialism [] was supposed to be what science favoured: and the scandal of particularity, God becoming incarnate in Christ in human history, was indeed regarded as a scandal that is, absurd by contemporary intellectuals. Richard Swinburne, Reason and the Christian Religion (Oxford 1994, p. 1) 2006: Reformed theologians look to the scandal of particularity as a way of naming how the unknowable God is known to us. Cynthia L Rigby, Scandalous Presence, Feminist and Womanist Essays in Reformed Dogmatics (John Knox 2006, p. 59)",False,False,False,False
10244,science,Noun,The fact of knowing something; knowledge or understanding of a truth, now only theology,"[from 14th c.] 1611, King James Version of the Bible, I Timothy 6:20-21 O Timothy, keep that which is committed to thy trust, avoiding vain and profane babblings, and oppositions of science falsely so called: Which some professing have erred concerning the faith. Grace be with thee. Amen.",False,False,False,False
22333,separationism,Noun,The belief that the human Jesus Christ was a separate being from the divine Christ., theology,,False,False,False,False
22335,separationist,Noun,One who believes that the human Jesus Christ was a separate being from the divine Christ., theology,,False,False,False,False
35914,sign of contradiction,Noun,"In Catholic theology, someone who, upon manifesting holiness, is subject to extreme opposition, traditionally supposed to point to the presence of the divine.", theology,,False,False,False,False
37783,sin,Noun,A violation of God's will or religious law, theology,"As a Christian, I think this is a sin against God.",False,False,False,False
37787,sin,Verb,To commit a sin.," intransitive, theology",,False,False,False,False
38235,single procession,Noun,"The emanation of the Holy Spirit from the Father alone, not the Son.", theology,,False,False,False,False
38614,sinner,Noun,An unregenerate person., theology,,False,False,False,False
50535,sobornost,Noun,A unity of people in loving fellowship," philosophy, theology","2004, James H Billington, Russia in Search of Itself, p. 146: Some post-Soviet writers see sobornost as a if not the defining element in giving distinctiveness to Russian civilization. 2007, Paul Haffner, Mystery of the Church, p. 132: Sobornost signifies the essentially extrapersonal (supra-personal) and a-temporal nature of aesthetic consciousness. 2009, Diarmaid MacCulloch, A History of Christianity, Penguin 2010, p. 851: Key to his thought was a concept which has become central to modern Russian Orthodox thinking, Sobornost, the proposition that freedom is inseparable from unity, communion or community.",False,False,False,False
55032,soteriological,Adjective,Pertaining to soteriology, theology,"2009, Diarmaid MacCulloch, A History of Christianity, Penguin 2010, p. 608: In fact he continued to accept Purgatory's existence until around 1530, when he finally realized that his soteriological revolution had abolished it (his change of mind demanded a certain amount of re-editing of some of his earlier writings).",False,False,False,False
55033,soteriologically,Adverb,In terms of soteriology., theology,,False,False,False,False
55037,soteriology,Noun,The study or doctrine of salvation., theology,,False,False,False,False
61592,spiration,Noun,The procession of the Holy Ghost., theology,,False,False,False,False
73985,stigmatization,Noun,The production of stigmata upon the body, theology,the stigmatization of Saint Francis,False,False,False,False
80128,structurality,Noun,The qualities or types of the structure or structures an object possesses.," philosophy, theology",,False,False,False,False
84770,subordinationism,Noun,"A doctrine regarding the Trinity, holding that the Son and Holy Spirit are inferior to the Father."," Christianity, theology",,False,False,False,False
84772,subordinationist,Noun,A believer in subordinationism.," Christianity, theology",,False,False,False,False
85658,subsistence,Noun,Embodiment or personification or hypostasis of an underlying principle or quality., theology,,False,False,False,False
85788,substance,Noun,Hypostasis., theology,,False,False,False,False
91413,supererogate,Verb,To do more than God commands," intransitive, theology, Catholicism","The Westminster Confession of Faith, chapter XVI, article iv: They who, in their obedience, attain to the greatest height which is possible in this life, are so far from being able to supererogate, and to do more than God requires, []",False,False,False,False
92520,supernature,Noun,A level of existence above the physical or mundane; that which is above and beyond the material nature of something," theology, philosophy","1881, Joseph William Reynolds, The Mystery of Miracles[2], page 365:It is the most commont and grossest blunders of scientific diminutives, to imagine that all in nature is of nature. There are more excellent natures. We ascend the height of argument by means of supernatures. These supernatures are, so to speak, natural manifestations or degrees of the supernatural.",False,False,False,False
94374,supralapsarianism,Noun,A doctrine held by certain Calvinists that God predestined the fall of man., theology,,False,False,False,False
99397,symbolics,Noun,The study of that branch of historic theology which treats of creeds and confessions of faith., theology,,False,False,False,False
100949,synteresis,Noun,An aspect of one's conscience by which one can judge wrong from right and decide on what makes good conduct (as distinguished from syneidesis)," theology, historical","1621, Democritus Junior [pseudonym; Robert Burton], The Anatomy of Melancholy, Oxford: Printed by Iohn Lichfield and Iames Short, for Henry Cripps, OCLC 216894069; The Anatomy of Melancholy:[], 2nd corrected and augmented edition, Oxford: Printed by John Lichfield and James Short, for Henry Cripps, 1624, OCLC 54573970:, Bk.I, New York, 2001, p.166: Synteresis, or the purer part of the conscience, is an innate habit, and doth signify a conservation of the knowledge of the law of God and Nature, to know good or evil.",False,False,False,False
1865,faith-based,Adjective,based on religious faith ..," theology, religious studies","a self-confidence which stems from faith in the Buddha and His power. By this faith-based confidence they cure themselves."" (1982)[2]",False,False,False,False
6594,federalism,Noun,Covenantalism., theology,,False,False,False,False
6598,federalist,Noun,A covenantalist., theology,,False,False,False,False
10496,fiduciary,Noun,"One who depends for salvation on faith, without works; an antinomian.", theology,,False,False,False,False
11710,filioque,Noun,"The use of the Latin word filioque (and the son) in the Western form of the Nicene Creed, to indicate that the Holy Spirit proceeds from both the Father and the Son (as opposed to the Eastern churches which believe the Spirit proceeds from the Father alone)", theology,"2009, Diarmaid MacCulloch, A History of Christianity, Penguin 2010, p. 350: Another issue was the promotion of that troublesome addition to the Nicene Creed, the Filioque or double procession in the Trinity of the Spirit from Father and Son, which had taken its cue from Augustine's writing on the Trinity. 2011, Norman Davies, Vanished Kingdoms, Penguin 2012, p. 126: The Second Council of Lyon [] only succeeded in confirming and defining a key item of Catholic theology, the filioque, which has barred the way to reconciliation ever since.",False,False,False,False
14329,first cause,Noun,An initial cause from which all other causes and effects follow.," theology, philosophy, sometimes capitalized",,False,False,False,False
30668,free grace,Noun,"concept of grace as a gift given freely by God, without regard to entitlement or merit Justification is an act of God's free grace wherein he pardoneth all our sins", theology,"(the Westminster shorter catechism of 1647, question 33[1])",False,False,False,False
634,DPT,Noun,Initialism of Doctor of Practical Theology., theology,,False,False,False,False
1813,Divine Providence,Noun,"the sovereignty, superintendence, or agency of God over events in people's lives and throughout history.", theology,,False,False,False,False
2471,Dyophysite,Noun,"Someone who believes in the doctrine that there are two natures, human and divine, in Christ", theology,"2009, Diarmaid MacCulloch, A History of Christianity, Penguin 2010, p. 247: Monasteries among the Dyophysites were strengthened through the military success of the Sassanian Shah Khusrau II in areas of the Byzantine Empire along the eastern Mediterranean.",False,False,False,False
14131,means of grace,Noun,"a means by which God gives grace, usually considered to include both word and sacrament, and often other ways as well"," Christianity, theology",,False,False,False,False
22199,metamorphist,Noun,One who believes that the body of Christ was merged into God when he ascended., theology,,False,False,False,False
23000,metemorphothe,Noun,The Transfiguration of Christ., theology,,False,False,False,False
24535,miaphysite,Adjective,"Of or pertaining to Miaphysitism; maintaining that Christ had a single, though composite, nature", theology,"2009, Diarmaid MacCulloch, A History of Christianity, Penguin 2010, p. 233: The leaders of the Miaphysite cause across the empire still loudly proclaimed their loyalty to the imperial throne, and there is no reason to doubt that most were sincere.",False,False,False,False
32565,minjung,Noun,"In Korea, ordinary men and women considered as a group or movement; the people"," politics, theology","1996, Sang Taek Lee, Religion and Social Formation in Korea, page 171:The minjung have learned to dream of a world from which oppression, conflict and suffering have been removed; a world where they are no longer the ruled, but the rulers of their own lives and destinies, and the subjects of their own history. 2008, Sebastian CH Kim, Christian Theology in Asia, page 140:Therefore the theologians' main concern was not dealing with individual poor people but rather to do with social process and the system which prevents the minjung from coming out of their misery. 2009, Diarmaid MacCulloch, A History of Christianity, Penguin 2010, page 978:Jesus was minjung and the friend of the minjung, teaching forgiveness and love of enemies, but Moses was also minjung, political leader of his people against oppression.",False,False,False,False
34273,miscreant,Adjective,Holding an incorrect religious belief., theology,,False,False,False,False
34276,miscreant,Noun,One who holds a false religious belief; a misbeliever, theology,"(Can we date this quote by Spencer and provide title, author's full name, and other details?) Arise thou cursed Miscreaunt, That hast with knightlesse guile and trecherous train Faire knighthood fowly shamed (Can we find and add a quotation of De Quincey to this entry?) Rivers Thou oughtest not to be slothful to the destruction of the miscreants, but to constrain them to obey our Lord God.",False,False,False,False
38328,modality,Noun,"The organization and structure of the church, as distinct from sodality or parachurch organizations.", theology,,False,False,False,False
40097,monergism,Noun,"A Christian position holding that God, through the Holy Spirit, works to bring about effectually the salvation of individuals through spiritual regeneration without cooperation from the individual.", theology,,False,False,False,False
42029,monoousian,Adjective,"Having one and the same nature or essence, especially with regard to the persons of the Trinity", theology,"1678, Ralph Cudworth, The True Intellectual System of the Universe, Volume I, Gould Newman (1837), pages 803-804: But the homoousian Trinity of the orthodox went exactly in the middle, betwixt that monoousian trinity of Sabellius, which was a trinity of different notions or conceptions only of one and the self-same thing, and that other heteroousian trinity of Arius, which was a trinity of separate and heterogenous substances (one of which only was God, and the other creatures); [] 1867, The American Presbyterian and Theological Review, Volume 5, Number 18, April 1867, page 339: The use of the word ""monoousian,"" as above, may mislead; for the orthodox view of the trinity has unquestionably and necessarily a monoousian basis; there is, and can be, but one essence in the godhead. 1884, Philip Schaff, History of the Christian Church, Volume III, T. T. Clark (1884), pages 676-677: The trinitarian idea of personality lies midway between that of a mere form of manifestation, or a personation, which would lead to Sabellianism, and the idea of an independent, limited human personality, which would result in tritheism. In other words, it avoids the monoousian or unitarian trinity of a threefold conception and aspect of one and the same being, and the triousian or tritheistic trinity of three distinct and separate beings.",False,False,False,False
44924,mortal sin,Noun,"a sin which causes the loss of God's grace, leading to eternal damnation, unless the sinner repents, which includes their intent to confess and atone; such a sin is defined as a transgression against one of the Ten Commandments with the full knowledge and deliberate consent of the sinner"," Roman Catholicism, theology",Synonym: grave sin Antonym: venial sin,False,False,False,False
55178,mythicism,Noun,"the scholarly opinion that the gospels are mythological expansions of historical data 1845: ""Truly, if the caput mortuum of Christianity which mythicism leaves us, be all that is true of our religion, our feelings would tempt us to forgive the Evangelists who have so beautifully deceived, rather than the critics who so coldly disenchant us."" (The Christian examiner, vol", theology,"39, p. 160)",False,False,False,False
1497,Erastian,Noun,"A follower of Thomas Erastus (15241583), Swiss physician and theologian, or his doctrines, associated with the idea that the State should have supremacy in ecclesiastical matters"," theology, historical","1932, Duff Cooper, Talleyrand, Folio Society 2010, p. 96: Napoleon may not have believed in God, but he certainly believed in the desirability of religion, and, while his outlook was naturally Erastian, he was anxious from the first to restore normal relations with the Papacy.",False,False,False,False
1747,Eunomian,Noun,"A follower of Eunomius, bishop of Cyzicus, who held that Christ was not God but a created being, having a nature different from that of the Father."," historical, theology",,False,False,False,False
1961,Paulinize,Verb,To cause to conform with the writings or doctrines of the Apostle Paul.," transitive, Christianity, theology",,False,False,False,False
2426,Petrinize,Verb,To cause to conform with the writings or doctrines of Saint Peter.," transitive, Christianity, theology",,False,False,False,False
979,ultramontane,Adjective,Respecting the supremacy of the Pope, theology,"1730 [1728], Jacques L'enfant, The History of the Council of Constance, vol. 1, trans. Stephen Whatley, pg. ix: 'Tis no wonder that a Council which had declar'd itelf uperior to the Popes, which had undertaken to try, and even to depoe them, and had given uch great Blows to the Privileges, and to the Authority of the Cardinals, was not relith'd by the Court of Rome, nor approv'd of by the Popes or tlieir Divines, nor by the Ultramontane Canonists. 1910 [August 13, 1800], Napoleon Bonaparte, The Corsican: a Diary of Napoleon's Life in his Own Words, trans. Robert Matteson Johnston, Houghton Mifflin, pg. 144-145: It was by becoming a Catholic that I pacified the Vendee, and a Mussulman that I established myself in Egypt; it was by becoming ultramontane that I won over public opinion in Italy. 2010, September 12, Kevin McKenna, ""Save Catholicism? The pope needs a miracle,"" The Guardian, [1]: My friend, a Scottish newspaper chief, has spent half a lifetime gliding across some of Fleet Street's more ultramontane and unreasonable titles.",False,False,False,False
5208,unconditional election,Noun,"A Christian doctrine, one of the five points of Calvinism, stating that Jesus Christ's substitutionary atonement on the cross is extended to those predestined to become a believer, at God's discretion and without condition.", theology,,False,False,False,False
13483,unigeniture,Noun,The state of being the sole begotten, theology,"Bishop John Pearson Though therefore Christ be the only-begotten and the beloved Son of God, we must not regard these two attributes as equivalent in meaning, but as one depending on the other, the singular love on the unigeniture.",False,False,False,False
14221,unipersonalism,Noun,Belief in unipersonality of a deity., theology,,False,False,False,False
14222,unipersonalist,Noun,One who believes in a unipersonal deity., theology,,False,False,False,False
14224,unipersonality,Noun,The quality of being a single person, theology,the unipersonality of Christ,False,False,False,False
14659,universal opportunity,Noun,"The idea, particularly in Christianity, that an opportunity to follow the deity, e.g", theology,"Jesus, will be an option at the time of death.",False,False,False,False
14684,universalism,Noun,The belief that all souls can attain salvation., theology,,False,False,False,False
16810,unoriginate,Adjective,Without origin., theology,,False,False,False,False
3185,jihad,Noun,A personal spiritual struggle for self-improvement and/or against evil.," Islam, theology",,False,False,False,False
4963,judgment,Noun,The final award; the last sentence., theology,,False,False,False,False
6297,justiciary,Noun,A believer in the doctrine (or heresy) that adherence to religious law redeems mankind before God.," Christian, theology",,False,False,False,False
7789,real presence,Noun,The actual presence of Christ's body and blood in the Eucharistic sacrament., theology,,False,False,False,False
9594,recapitulation,Noun,The symmetry provided by Christ's life to the teachings of the Old Testament; the summation of human experience in Jesus Christ, theology,"2009, Diarmaid MacCulloch, A History of Christianity, Penguin 2010, p. 144: one would expect God's final purpose to be expressed in his created world, since the doctrine of recapitulation showed that this is where his plans had worked out before.",False,False,False,False
11200,reconciliation,Noun,The end of estrangement between a human and God as a result of the process of atonement., theology,,False,False,False,False
13456,redemptionism,Noun,"The doctrine that all of humanity was redeemed through the death and resurrection of Jesus Christ and that the redemption of all was completed and concluded in Jesus's resurrection, and that there was no further need for scriptural fulfillment thereafter.", theology,,False,False,False,False
16778,regeneration,Noun,spiritual rebirth; the change from a carnal or material life to a pious one, theology,,False,False,False,False
21571,renew,Verb,To make new spiritually; to regenerate, theology,"[from 14th c.] 1526, William Tyndale, Bible (Tyndale), Romans 12.2: And fassion not youre selves lyke vnto this worlde: But be ye chaunged in youre shape by the renuynge of youre wittes that ye maye fele what thynge that good yt acceptable and perfaycte will of god is.",False,False,False,False
21769,renovation,Noun,Regeneration., theology,,False,False,False,False
22640,repent,Verb,"To be sorry for sin as morally evil, and to seek forgiveness; to cease to practice sin and to love"," theology, intransitive","""... Jesus came into Galilee, preaching the gospel of the kingdom of God, {15} And saying, The time is fulfilled, and the kingdom of God is at hand: repent ye, and believe the gospel."" (Mark 1:14-15) ""Then Peter said unto them, Repent, and be baptized every one of you in the name of Jesus Christ for the remission of sins, and ye shall receive the gift of the Holy Ghost. {39} For the promise is unto you, and to your children, and to all that are afar off, even as many as the Lord our God shall call. {40} And with many other words did he testify and exhort, saying, Save yourselves from this untoward generation."" (Acts 2:38-40) If you're a true Muslim, you should repent to Allah. 1611, The Holy Bible,[] (King James Version), imprinted at London: By Robert Barker,[], OCLC 964384981, Luke 13:3: I tell you, Nay: but, except ye repent, ye shall all likewise perish.",False,False,False,False
23804,reprobation,Noun,"The predestination of a certain number of the human race as reprobates, or objects of condemnation and punishment; damnation.", theology,,False,False,False,False
23807,reprobationer,Noun,One who believes in reprobation, theology,(Can we find and add a quotation of South to this entry?),False,False,False,False
27184,restoration,Noun,The receiving of a sinner to divine favor., theology,,False,False,False,False
27331,restrictivism,Noun,The view that Christian salvation is possible only for those who have heard about the gospel of Jesus and put their faith in Jesus prior to their death., theology,,False,False,False,False
30198,revelation,Noun,A manifestation of divine truth., theology,,False,False,False,False
30420,reversalism,Noun,The idea that what is true about the universe is the exact opposite of what a person or group of people believes.," philosophy, theology, uncountable",,False,False,False,False
30423,reversalist,Adjective,Of or pertaining to reversalism or to reversalists.," philosophy, theology",,False,False,False,False
30424,reversalist,Noun,A supporter of the idea of reversalism.," philosophy, theology",,False,False,False,False
30650,reversionist,Noun,"One who has lost faith; a heathen, nonbeliever, or apostate", theology,"2011, Daniel J. Coleman, The New Day Experience, ISBN:But for the reversionist the indwelling of Christ has no effect. 2012, D.A. Miller, A Theological Study of The Book of Romans, ISBN, page 86:The reality which is expected is the justice of God judging unbeliever reversionists, both Jews and Gentiles, and sending them to the Lake of Fire. 2013, Terry Puett, Institute Of Biblical Studies The Book Of Genesis, ISBN, page 268:Lot is a believer who is a monetary reversionist. He abandoned the directive will of God for ""sordid gain"" (cf. 1Tim. 3:8; Titus 1:7, 11; 1Pet. 5:2; Gk. aischrokerdes).",False,False,False,False
34616,righteousness,Noun,Holiness; conformity of life to the divine law," uncountable, theology","1922, Ben Travers, chapter 4, in A Cuckoo in the Nest:By some paradoxical evolution rancour and intolerance have been established in the vanguard of primitive Christianity. Mrs. Spoker, in common with many of the stricter disciples of righteousness, was as inclement in demeanour as she was cadaverous in aspect. Synonyms: rectitude, uprightness, holiness, godliness, equity, justice, rightfulness, integrity, honesty, faithfulness",False,False,False,False
34619,righteousness,Noun,"The state of being right with God; justification; the work of Christ, which is the ground justification", theology,"1594-7, Richard Hooker, Of the Lawes of Ecclesiastical Politie, A Discourse, Section 21 There are two kinds of Christian righteousness: the one without us, which we have by imputation; the other in us, which consisteth of faith, hope, and charity, and other Christian virtues. 1646-7, Westminster Shorter Catechism, Q.33 Only for the righteousness of Christ imputed to us, and received by faith alone.",False,False,False,False
34783,rigorism,Noun,"In Roman Catholic moral theology, the doctrine that in a case of doubt between right and wrong one should take the safer course, i.e"," Christianity, theology",the one in verbal accordance with the law. Synonym: tutorism Antonym: probabilism,False,False,False,False
6531,generationism,Noun,traducianism, theology,,False,False,False,False
6656,genetic,Adjective,Based on a shared membership in a religious family, theology,"Many Jews, Christians, and Muslims dont get along despite their faiths genetic relationship.",False,False,False,False
14226,glory,Noun,The manifestation of the presence of God as perceived by humans in Abrahamic religions., theology,,False,False,False,False
20925,grace,Noun,"Free and undeserved favour, especially of God; unmerited divine assistance given to humans for their regeneration or sanctification, or for resisting sin"," uncountable, theology",Im so grateful to God for the grace that He has given me.,False,False,False,False
4054,lapse,Noun,A fall or apostasy., theology,,False,False,False,False
5487,latria,Noun,"the highest form of worship, named adoration, properly given to the triune God alone", theology,,False,False,False,False
6505,laxist,Noun,Someone promoting lax views or relaxed interpretations of something., chiefly theology,,False,False,False,False
6506,laxist,Adjective,Promoting a lax view or interpretation of something, chiefly theology,"2002, Colin Jones,The Great Nation, Penguin 2003, p. 248: The Jesuits, it was charged, championed a laxist theology which encouraged rather than deterred sin [...].",False,False,False,False
15034,limbo,Noun,"The place where innocent souls exist temporarily until they can enter heaven, notably those of the saints who died before the advent of Christ (limbus patruum) and those of unbaptized but innocent children (limbus infantum)."," Roman Catholic theology, since circa 400 A.D.",,False,False,False,False
15253,limited atonement,Noun,"A doctrine, one of the five points of Calvinism, stating that Jesus Christ's substitutionary atonement on the cross is limited in scope to those who are predestined unto salvation, which is conferred only to believers.", theology,,False,False,False,False
18283,litholatry,Noun,The worship of stones., chiefly theology,,False,False,False,False
21009,logion,Noun,A traditional saying of a religious leader, theology,"2006, William Tabbernee, Recognizing the Spirit: Second-generation Montanist Oracles, in F. Young, M. Edwards, and P. Parvis, editors, Studia Patristica: Papers Presented at the Fourteenth International Conference on Patristic Studies Held in Oxford 2003, volume XL, Leuven, Belgium: Peeters Publishers, ISBN, part VIII (First Two Centuries), page 525:It is clear from Origen's wording that he is not referring to a logion of the original Montanist leaders, but to a statement made by later adherents of the New Prophecy. [] The logion is probably authentic. 2016, Devin J. Stewart, Wansbrough, Bultmann, and the Theory of Variant Traditions in the Qurn, in Angelika Neuwirth and Michael A[nthony] Sells, editors, Qurnic Studies Today (Routledge Studies in the Qurn), Abingdon, Oxon.; New York, N.Y.: Routledge, ISBN, page 22:Influenced by scholarship on the sayings of Jesus and the redaction of the Gospels, [John] Wansbrough assumes that the Qu'rn was edited and constructed from a plethora of short texts that he terms ""prophetic logia."" These logia draw on monotheistic imagery and are related to forms familiar from the literature of prophetical expression. [] The goal of the critic is to identify these logia by examining the canonical text in which they have been edited and spliced together",False,False,False,False
2972,absolutism,Noun,Doctrine of preordination; doctrine of absolute decrees; doctrine that God acts in an absolute manner, theology,[First attested in the mid 18th century.][1],False,False,False,False
3007,absolve,Verb,To grant a remission of sin; to give absolution to," transitive, theology","[First attested in the mid 16th century.][1] 1597, w:William Shakespeare, Romeo and Juliet, Act 3, Scene 5:To make confession and to be absolved.",False,False,False,False
3008,absolve,Verb,To remit a sin; to give absolution for a sin," transitive, theology","[First attested in the late 16th century.][1] 1782, Edward Gibbon, History Of The Decline And Fall Of The Roman Empire, volume VI:In his name I absolve your perjury and sanctify your arms.",False,False,False,False
4453,acceptilation,Noun,"The doctrine, laid down by Duns Scotus and maintained by the Arminians, that the satisfaction rendered by Christ was not in itself really a true or full equivalent, but was merely accepted by God, through his gracious goodwill, as sufficient.", theology,,False,False,False,False
7870,act,Noun,"Something done once and for all, as distinguished from a work.", theology,,False,False,False,False
8520,actual,Adjective,"relating to a person's acts or deeds; active, practical [from 14th c.] c", chiefly theology,"1606, William Shakespeare, Macbeth, First Folio 1623, V.1: In this slumbry agitation, besides her walking, and other actuall performances, what (at any time) haue you heard her say? 1650, Jeremy Taylor, The Rule and Exercises of Holy Living:Let your holy and pious intention be actual; that is [] by a special prayer or action, [] given to God. 1946, The American Ecclesiastical Review, vol. 114: Apparently, the holy Doctor was referring to actual, rather than original, sin; yet the basis of his argument for Mary's holiness, the divine maternity, would logically lead to the conclusion that she was free from original sin also.",False,False,False,False
8530,actual sin,Noun,"Sin committed by an individual, in contradistinction to original sin.", theology,,False,False,False,False
11087,adoption,Noun,An act of divine grace by which the redeemed in Christ are admitted to the privileges of the sons of God., theology,,False,False,False,False
13114,aeviternal,Adjective,"Pertaining to aeviternity, a state between eternity, which is unchanging and outside of time, and temporality, which is subject to change and to death or annihilation", theology,"Things aeviternal are creations, like the temporal, but everlasting, like the eternal. 1862, (St. Thomas Aquinas), Summa Theologica - Volume 1, ISBN, page 78:Further, if there is no before and after in aeviternity, it follows that in aeviternal things there is no difference between being, having been, or going to be. Since then it is impossible for aeviternal things not to have been, it follows that it is impossible for them not to be in the future; which is false, since God can reduce them to nothing. 1992, Stella Kramrisch, The Presence of Siva, ISBN, page 268:In aeviternal rhythms the current of time would be channeled in the cosmos, reflecting not only the pulsation of life within the microcosm, but with it also the possibility of realization, in samadhi, of timelessness. 2001, Eva Brann, What, Then, Is Time?, ISBN, page 214:And in general, memory and imagination, bygone facts and aeviternal fictions, are closely intermingled, since the factual memory, as it drops back, is almost inexorably transformed into a fictive image, while imagined images are often artfully assimilated to the factual past. 2014, Justin Nnaemeka Onyeukaziri, Echoes of the Good News, ISBN, page 93:It is hard because it is very difficult to convert our thinking from the physical to the spiritual; from time to aeviternal and more so to eternity.",False,False,False,False
