Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar,abbreviation,abbreviation_for_term,plural,plurality_of_term,misspelling,misspelling_for_term,initialism,initialism_for_term,synonym,synonym_for_term,attribute,property,process,matter,role,measure
29036,nu,Noun,A measure of constringence in lenses or prisms.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
29410,nucleophilicity,Noun,"A measure of the extent to which something is nucleophilic, or of the reactivity of such a reagent", countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
1082,valuation,Noun,A measure of size or multiplicity., algebra,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
1440,van 't Hoff factor,Noun,"A measure of the effect of a solute upon colligative properties such as osmotic pressure, relative lowering in vapour pressure, elevation of boiling point, and depression of freezing point",,"It is the ratio between the actual concentration of particles produced when the substance is dissolved, and the concentration of a substance as calculated from its mass.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
4950,vergence,Noun,A measure of convergence or divergence of rays., physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
4974,vergée,Noun,"A measure of land, having varying values in Guernsey and Jersey, but approximately 18,000 square feet", Channel Islands,"1974, GB Edwards, The Book of Ebenezer Le Page, New York 2007, p. 34: Her father had given her a cottage in the Robergerie with a verge of land and a greenhouse.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
5627,vertical deflection,Noun,A measure of how far the direction of the local gravity field has been shifted at a certain point on the Earth by local anomalies such as nearby mountains., surveying,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
8524,viral load,Noun,A measure of the severity of a viral infection based on the amount of virus in a body fluid, pathology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
9013,virulence,Noun,A measure of how virulent a thing is.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
6197,capacity,Noun,A measure of such ability; volume,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7544,carat,Noun,"A measure of the purity of gold, pure gold being 24 carats.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7981,carbon footprint,Noun,"a measure of the amount of carbon dioxide produced by a person, organization or state in a given time 1994, Peter Simmons, Petrol to Gas: A Fully Illustrated Guide to Complete D.I.Y.Conversion for the Motorist, Password Publishing, page 14",,"House insulation is another way of reducing energy consumption and carbon footprint, as well as double glazing and draught-proofing. Synonym: carbon cost",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
15237,cega,Noun,A measure of derivative price sensitivity with respect to changes in the correlation between the underlying assets in a multi-asset option., finance,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
16085,centare,Noun,"A measure of area: one hundredth of an are, or one square meter.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
16294,centibel,Noun,A measure of sound intensity that is one hundredth of a bel on the logarithmic intensity scale.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
20000,chaoticity,Noun,"A measure of the extent to which something is chaotic Handbook of Computational Economics, Vol", countable,"2. Kenneth J Arrow Michael D Intriligator. 2006. pg 889: ""...a statement about measures of volatility (some moments or a measure of chaoticity)""",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
23384,chemosensitivity,Noun,A measure of the sensitivity of a tumour to the effects of an anticancer drug., medicine,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
23385,chemosensitivity,Noun,A measure of the sensitivity of a microbial sample to the effects of an antimicrobial drug., medicine,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
27502,choenix,Noun,A dry measure of 2 pints or greater,,"1942, George Rawlinson, transl., Erato, in The Persian Wars[1], translation of original by Herodotus:If the kings do not come to the public supper, each of them must have two choenixes of meal and a cotyle of wine sent home to him at his house; if they come, they are given a double quantity of each, and the same when any private man invites them to his table.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
32124,circuity,Noun,A measure of the ratio of road miles to air miles between two locations," transport, countable","1956, Traffic World, volume 97, Traffic Service Corporation:Total average circuities for the years 1947 and 1950 were estimated as 14 and 13 per cent, respectively, and the overall circuity for the commodity groups in 1947 was 13 per cent for products of agriculture, 8 per cent for animals and products [] 2006, Biomass Energy and Biofuels from Oregon's Forests:The circuity factor is the average ratio of road miles to air miles between two points on a landscape.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
33042,citationality,Noun,A measure of the relative number of citations in a work.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
35220,cleanability,Noun,A measure of the degree to which something is cleanable, countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
37370,clonality,Noun,A measure of the ability to form clones., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
39983,coancestry,Noun,A measure of the degree of common ancestry of two (or more) individuals, biology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
48616,communality,Noun,A measure of variance in factor analysis, mathematics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
49027,compactivity,Noun,A measure of how compact a granular material is., physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
49878,complete blood count,Noun,"A measure of the number, concentration, and size of white blood cells, platelets, and red blood cells in one's blood.", hematology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
50044,compliance,Noun,A measure of the extension or displacement of a loaded structure; its flexibility, mechanics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
52569,conductance,Noun,A measure of the ability of a body to conduct electricity; the reciprocal of its resistance., physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
54426,connectance,Noun,A measure of connectivity.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
55927,constringence,Noun,A measure of a material's dispersion (variation of refractive index with wavelength) in relation to the refractive index.," physics, optics",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
58466,convexity,Noun,A measure of the curvature in the relationship between the prices and yields of bonds., finance,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
62426,correlation delta,Noun,A measure of derivative price sensitivity with respect to changes in the correlation between the underlying assets in a multi-asset option., finance,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
63591,coss,Noun,"A measure of distance in India, varying from one and a quarter to two and a half English miles", South Asia,"1888, Rudyard Kipling, In Flood Time, In Black and White, Folio Society 2005, pp. 410-11: A full half koss from bank to bank is the stream now you can see it under the stars and there are ten feet of water therein.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
64326,cotyle,Noun,"A measure of capacity among the Ancient Romans and Greeks; half of a sextarius, containing six cyathi, or nearly half an English pint.", historical,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
70460,credit score,Noun,"A measure of credit risk, usually for a consumer, calculated from credit information using a standardized formula.", finance,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
71524,crime rate,Noun,"A measure of incidences of crime in a given area, especially in comparison to its population.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
73078,cross gamma,Noun,"A measure of derivative price sensitivity, expressed as the rate of change of delta in one underlying asset with respect to the asset price of another underlying asset in a multi-asset option.", finance,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
73146,cross vanna,Noun,"A measure of derivative price sensitivity, expressed as the rate of change of vega in one underlying asset with respect to the asset price of another underlying asset in a multi-asset option, or equivalently the rate of change of delta in the second asset with respect to the volatility of the first asset.", finance,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
73149,cross volga,Noun,"A measure of derivative price sensitivity, expressed as the rate of change of vega in one underlying asset with respect to the volatility of another underlying asset in a multi-asset option.", finance,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
73297,crosscovariance,Noun,A measure of the correlation between two signals,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
76245,crystallizability,Noun,A measure of the degree to which a material is crystallizable., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
76573,cubic foot,Noun,A measure of volume or capacity equivalent to that of a cube having unit dimension of one foot; equals 28.32 litres.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
77632,cumec,Noun,"A measure of the rate of flow of fluid, especially through a pipeline, equal to one cubic metre per second (m/s).",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
79292,cusec,Noun,"A measure of the rate of flow of fluid, especially through a pipeline, equal to one cubic foot per second",,"2004, M. Monirul Qader Mirza, The Ganges Water Diversion: Environmental Effects and Implications:If the flow is between 70,000 cusecs - 75,000 cusecs (expected during the first ten days of March and the second ten days of May), Bangladesh receives 35,000 cusecs, and India the rest.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
79399,cuspiness,Noun,A measure of the chaos on the surface of a star, astronomy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
1846,Bereitschaftspotential,Noun,"A measure of activity in the motor cortex and supplementary motor area of the brain, leading up to voluntary muscle movement.", neurology,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
5286,kiloton,Noun,A measure of the strength of an explosion or a bomb based on how many thousand tons of TNT would be needed to produce the same energy,,That's a 300-kiloton nuclear warhead.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
5695,kinetic temperature,Noun,a measure of the energy of motion possessed by a substance; especially a function of the root mean square velocity of the molecules of a gas, astronomy,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
10050,kurtosis,Noun,"A measure of ""heaviness of the tails"" of a probability distribution, defined as the fourth cumulant divided by the square of the variance of the probability distribution.", statistics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
1416,Texas ratio,Noun,"A measure of a bank's creditworthiness, equal to ratio of the bank's nonperforming assets (nonperforming loans plus other real estate owned) to the sum of its tangible equity capital plus loan-loss reserves."," economics, finance",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
2746,Turing degree,Noun,A measure of the level of algorithmic unsolvability of the decision problem of whether a given set of natural numbers contains any given number.," computer science, logic",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
12594,screening constant,Noun,"A measure of the screening / shielding of an electron from the charge of the nucleus by other, inner electrons"," chemistry, physics",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
16065,second moment of area,Noun,A measure of a body's resistance to bending; second moment of inertia., engineering,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
16066,second moment of inertia,Noun,A measure of a body's resistance to bending; second moment of area., engineering,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
17874,seismic performance,Noun,Measure of recorded or expected ability of a building structure to sustain its due functions during and after earthquakes,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
18540,self-confidence,Noun,A measure of one's belief in one's own abilities,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
21261,semivariance,Noun,A measure of the dispersion of those values that fall below the mean or target value of a data set, statistics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
21681,seniority,Noun,"A measure of the amount of time a person has been a member of an organization, as compared to other members, and with an eye towards awarding privileges to those who have been members longer",,"It's an old-fashioned company, with parking spaces and other perks doled out on the basis of seniority.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
28088,shear viscosity,Noun,The measure of resistance to flowing., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
32408,shot,Noun,"A measure of alcohol, usually spirits, as taken either from a shot-glass or directly from the bottle, equivalent to about 44 milliliters; 1.5 ounces",,"(""pony shot""= 30 milliliters; 1 fluid ounce) I'd like a shot of whisky in my coffee.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
36144,significance level,Noun,"A measure of how likely it is to draw a false conclusion in a statistical test, when the results are really just random variations.", statistics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
40599,skewness,Noun,"A measure of the asymmetry of the probability distribution of a real-valued random variable; is the third standardized moment, defined as 1 = 3 3 , {\displaystyle \scriptstyle \gamma _{1}={\frac {\mu _{3}}{\sigma ^{3}}},\!} where 3 {\displaystyle \mu _{3}} is the third moment about the mean and {\displaystyle \sigma } is the standard deviation.", statistics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
45626,slump,Noun,"A measure of the fluidity of freshly mixed concrete, based on how much the concrete formed in a standard slump cone sags when the cone is removed.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
51409,sodicity,Noun,A measure of the amount of available sodium in water or soil,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
53215,solvomolality,Noun,A measure of the comparative solubility of a material in a mixture of a solvent and a reference solvent., chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
55250,souming,Noun,A measure of the number of animals that can be fed on a given amount of pasturage.," Scotland, historical",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
56334,space complexity,Noun,"A measure of the amount of space, or memory required by an algorithm to solve a given decision problem", computer science,An informal analogy would be the amount of scratch paper needed while working out a problem with pen and paper.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
58404,specific leaf area,Noun,"a measure of leaf thickness, calculated by dividing the area of a portion of a leaf by the dry weight of that same portion of leaf.", botany,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
68724,standard deviation,Noun,"A measure of how spread out data values are around the mean, defined as the square root of the variance", statistics,Represented with the Greek letter (sigma).,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
68731,standard error,Noun,A measure of how likely a mean of means is to be wrong, statistics,It is the standard deviation of the sample sizes in each to the sample means.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
68740,standard gravity,Noun,"A measure of the nominal gravitational acceleration of an object in a vacuum near the surface of the Earth, defined by standard as 9.80665 m/s2.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
69277,star height,Noun,"A measure of the structural complexity of a regular expression, equal to the maximum nesting depth of stars in the expression.", computing theory,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
70351,statistical significance,Noun,A measure of how unlikely it is that a result has occurred by chance., statistics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
72579,stere,Noun,A measure of volume used e.g,,"for cut wood, equal to one cubic meter.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
95001,surface tension,Noun,a measure of this effect, physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
95699,survivability,Noun,A measure of the extent to which something is survivable, countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
6542,fedan,Noun,"A measure of land used in Sudan and Egypt, slightly more than an English acre",,"One fedan is about 4200 square meters. 1993, Rikki Ducornet, The Jade Cabinet, Dalkey Archive Press, p. 71: Tubbs, in the fall of 1862, sent emissaries to Cairo to pressure Ismail, heir to the throne, into planting several thousand fedans which Tubbs promised to buy.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
11969,film speed,Noun,A measure of a film's sensitivity to light; faster films needing shorter exposures, photography,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
14129,firlot,Noun,"A measure of capacity, once used for corn etc, equal to four pecks", Scotland,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
15096,fissibility,Noun,A measure of the ease with which something (such as stone) can be split,,(physics) The ease with which a nucleus undergoes fission.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
16522,flammability,Noun,A measure of the extent to which something is flammable, countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
20594,fluence,Noun,A measure of particle flux (or that of a pulse of electromagnetic radiation)., physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
20734,fluidity,Noun,A measure of the extent to which something is fluid, countable,The reciprocal of its viscosity.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
21647,flux density,Noun,"A measure of rate of flow of a fluid, particles or energy per unit area", physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
23903,foot candle,Noun,A measure of illuminance (or light intensity) on a surface equal to one lumen per square foot.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
25099,forecastability,Noun,A measure of the degree to which something may be forecast with accuracy.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
29384,fractal response time,Noun,"A measure of response time which uses the concept of fractal dimension in order to resolve variability of average response time with respect to sample size of time series.[1] 2011, City of Houston, HFD Emergency Medical Services To properly serve the city, ambulance units must be located in a manner that best services all the residents of the city",,"The location of ambulances is based on the concept of fractal, rather than average response times. Measuring the response time of all sectors of the city derives the fractal response time. Our goal is to have a first responder or BLS on-scene in less than four minutes and an ALS on-scene in less than eight minutes on 90% of all calls.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
29809,frame per second,Noun,A measure of how many times an imaging or display device produces unique consecutive images (frames) in one second, usually in the plural,The graphics are really choppy; I'm only getting 12 frames per second.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
30635,free cash flow,Noun,"A measure of a company's financial performance, calculated as Net income plus depreciation and amortization, less changes in working capital, less capital expenditure", business,"Free cash flow can be very negative for profitable, fast-growing businesses and very positive for unprofitable, declining ones.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
34685,fuel economy,Noun,A measure of the amount of fuel consumed in a car or other vehicle based on the distance traveled.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
34755,fugacity,Noun,A measure of the tendency of a fluid to expand or escape.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
34756,fugacity,Noun,A measure of the relative stability of different phases of a substance under the same conditions., physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
35349,fullness,Noun,: A measure of the degree to which a muscle has increased in size parallel to the axis of its contraction, bodybuilding,A full muscle fills more of the space along the part of the body where it is connected.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
1143,Winchester bushel,Noun,A measure of dry and liquid volume equal to 35.24 litres used in US and Canada,,Originating in England and one of the units of Winchester measure. Abbreviated bu,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
1933,Saybolt universal second,Noun,A measure of kinematic viscosity used in classical mechanics: the time taken by 60 cm3 of oil to flow through a calibrated tube at a controlled temperature of 38C.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
2442,Secchi depth,Noun,A measure of the turbidity of a body of water; the depth at which a Secchi disk is no longer visible.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
2670,magnetic flux,Noun,A measure of the strength of a magnetic field in a given area., physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
2687,magnetic permeability,Noun,a measure of the magnetisation of a material in a magnetic field; symbol , physics,Materials with values less than 1 are diamagnetic those above are paramagnetic.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
2708,magnetic susceptibility,Noun,a measure of the magnetization of a material per unit of applied magnetic field, physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
2761,magnetizability,Noun,A measure of the extent to which something is magnetizable; specifically the tensor quantity relating the induced magnetic moment to the applied magnetic flux density," countable, physics",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
3125,magnitude,Noun,A measure of the energy released by an earthquake (e.g, seismology,on the Richter scale).,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
14010,mean distance between failure,Noun,"A measure of reliability that expresses the average distance travelled by a type of lorry, bus, rolling stock, etc, before preventative or reparative maintenance is required."," rail transport, road transport",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
14226,measure of central tendency,Noun,"A measure of location for a batch, a sample, or a distribution characterizing a value around which are spread the members or the distribution."," statistics, probability",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
16143,megadecibel,Noun,"A measure of sound intensity, one million decibels.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
16233,megaflop,Noun,a measure of the speed of a computer; one million floating point operations per second., computing,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
16808,megaton,Noun,A measure of the strength of an explosion or a bomb based on how many million tons of TNT would be needed to produce the same energy.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
20079,mesh,Noun,A measure of fineness (particle size) of ground material,,A powder that passes through a sieve having 300 openings per linear inch but does not pass 400 openings per linear inch is said to be -300 +400 mesh.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
20086,mesh number,Noun,A measure of fineness of a mesh: the numerical value indicates the number of openings per linear inch,,"The smaller the mesh number, the larger particles can pass through the mesh.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
23139,metergram,Noun,A measure of energy or work done; the power exerted in raising one gram through the distance of one meter against gravitation.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
25566,microcoulomb,Noun,"A measure of electrical quantity, the millionth part of one coulomb.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
28670,middie,Noun,A measure of 285 ml (10 fl oz) of beer; a pot., Australia,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
28856,middy,Noun,A measure of 285 ml (10 fl oz) of beer; a pot., Australia,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
28954,midhinge,Noun,A measure of location of a batch or sample equal to the average of the first and third quartiles, statistics,"Equivalently, it is the 25% trimmed mid-range.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
39751,moment of inertia,Noun,A measure of a body's resistance to a change in its angular rotation velocity, physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
39752,moment of inertia,Noun,A measure of a body's resistance to bending; second moment of inertia; second moment of area., engineering,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
42239,monopody,Noun,A measure of a single metrical foot., poetry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
45121,mosaicity,Noun,A measure of the long-range disorder of a crystal," physics, chemistry",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
53081,must weight,Noun,A measure of the amount of sugar in grape juice.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
53231,mutagenicity,Noun,A measure of the extent to which something is mutagenic, countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
53561,mutual information,Noun,A measure of the entropic (informational) correlation between two random variables, information theory,"Mutual information I ( X ; Y ) {\displaystyle I(X;Y)} between two random variables X {\displaystyle X} and Y {\displaystyle Y} is what is left over when their mutual conditional entropies H ( Y | X ) {\displaystyle H(Y|X)} and H ( X | Y ) {\displaystyle H(X|Y)} are subtracted from their joint entropy H ( X , Y ) {\displaystyle H(X,Y)} . It can be given by the formula I ( X ; Y ) = x y p X , Y ( x , y ) log b p X , Y ( x , y ) p X | Y ( x | y ) p Y | X ( y | x ) {\displaystyle I(X;Y)=-\sum _{x}\sum _{y}p_{X,Y}(x,y)\log _{b}{p_{X,Y}(x,y) \over p_{X|Y}(x|y)p_{Y|X}(y|x)}} .",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
1154,Revelle factor,Noun,A measure of how readily ocean waters will uptake atmospheric carbon dioxide., marine chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
1392,Gini coefficient,Noun,"A measure of the inequality of a statistical distribution, ranging from 0 (total equality) to 1 (maximal inequality), used in various disciplines but especially in economics to compare incomes or wealth."," statistics, economics",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
1416,Gittins index,Noun,A measure of the reward that can be achieved through a given stochastic process with certain properties.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
14389,unit,Noun,"a measure of housing equivalent to the living quarters of one household; an apartment where a group of apartments is contained in one or more multi-storied buildings or a group of dwellings is in one or more single storey buildings, usually arranged around a driveway."," US, Australia, New Zealand",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
26329,urn,Noun,"A measure of capacity for liquids, containing about three gallons and a half, wine measure"," historical, Roman antiquity","It was half the amphora, and four times the congius.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
28,Q-value,Noun,"A measure of the communicative utility of a human language, computed as the product of the language's centrality and its prevalence.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
175,Q factor,Noun,A measure of the quality of an electric circuit; the ratio of the reactance to the resistance.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
3074,jigger,Noun,A measure of 1 1/2 fluid ounces of liquor., US,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
965,radiality,Noun,A measure of the number of nodes reachable from a central node in a network, countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
3185,raip,Noun,"A measure of length, equal to a rod.", Scotland,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
3746,ramp travel index,Noun,A measure of the ability of an off-road vehicle to flex its suspension,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
4155,randomness,Noun,"A measure of the lack of purpose, logic, or objectivity of an event",,There was no randomness in the teacher's selection of the class representative.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
4253,rangeability,Noun,A measure of the range of signal values over which a particular mechanical device is reliable,,"1998, Ilene J. Busch-Vishniac, Electromechanical Sensors and Actuators, page 301:When less scrupulous firms try to pull the wool over the eyes of a consumer, they usually resort to describing the transducer in terms of rangeability. The rangeability is meant to be an indication of some range of signal values over which the device is useful. 2011, Cecil L. Smith, Basic Process Measurements:Rangeability basically assesses the ability of a given measurement device to be applied to a variety of applications. 2014, Gregory K. McMillan, Tuning and Control Loop Performance, Fourth Edition:How low the plant can be turned down depends upon the rangeability of the flow meters, control valves, and VSDs.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
4721,rapidity,Noun,A measure of velocity relative to the speed of light, physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
4722,rapidity,Noun,A measure of the velocity of a particle in a beam relative to the beam's axis, physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
5003,rarity,Noun,A measure of the scarcity of an object.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
17038,regiospecificity,Noun,A measure of the degree to which a reaction is regiospecific., chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
19342,relative density,Noun,A measure of the density of a material, sciences,The ratio of the density of a substance to the density of water at the same temperature. It is dimensionless and therefore has no units. Typical relative densities (approximate) ethanol: 0.79 water: 1.00 iron: 7.8 gold: 19.3,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
21316,renal clearance,Noun,A measure of the ability of the kidneys to remove a specific substance from the bloodstream., medicine,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
25129,resectability,Noun,A measure of the expected benefits of a resection, surgery,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
26743,responsitivity,Noun,A measure of the degree to which something is responsive., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
