Unnamed: 0,term,pos,definition,domain,plural,plurality_of_term,obsolete,archaic,abbreviation,abbreviation_for_term,slang,misspelling,misspelling_for_term,initialism,initialism_for_term,vulgar,synonym,synonym_for_term,attribute,property,process,matter,role,measure,units,body,main_noun_nltk,main_noun_maria
22345,diallyl,Noun,Any compound containing two allyl groups,"countable, organic chemistry",False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
22349,diallylthiambutene,Noun,An opioid analgesic drug from the thiambutene family.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
22474,diamagnetic,Noun,Any substance that exhibits diamagnetism.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,substance,substance
22517,diamfenetide,Noun,An antiparasitic drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
22520,diamide,Noun,Any compound having two amide groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
22525,diamidine,Noun,"Any organic compound having two amidine groups, such as pentamidine",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
22533,diamine,Noun,Any compound containing two amino functional groups.,chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
22583,diammoniate,Noun,Any compound containing two molecules of ammonia attached as ligands,inorganic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
22588,diamond,Noun,A glimmering glass-like mineral that is an allotrope of carbon in which each atom is surrounded by four others in the form of a tetrahedron. The saw is coated with diamond.,uncountable,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,mineral,mineral
22714,dianhydride,Noun,Any compound containing two anhydride groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
22718,dianicline,Noun,A drug being developed for the treatment of nicotine dependence.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
22935,diarginate,Noun,Any compound containing two arginate groups,biochemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
22994,diarsonate,Noun,Any compound that has two arsonate groups or anions,chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23009,diaryl,Noun,Any compound containing two aryl groups,"countable, organic chemistry",False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23264,diazene,Noun,The compound HN=NH,inorganic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23265,diazene,Noun,Any azo compound derived from this simple compound,"organic chemistry, countable",False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23268,diazeniumdiolate,Noun,Any derivative of this compound R-N=NO2,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23287,diazide,Noun,Any compound containing two azide groupe,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23307,diazo,Noun,Any compound of this type. Some diazos are dyes.,chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23308,diazo compound,Noun,any compound of general formula R2C=N+=N-,chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23315,diazoacetic acid,Noun,"The compound N2-CH2-COOH, whose esters are used in the synthesis of cyclopropane derivatives",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23322,diazoamino compound,Noun,any compound of general formula RN=N-NR2 where not all R = H,chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23341,diazohydroxide,Noun,any compound having the general formula RN=NOH,chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23345,diazoindacene,Noun,Any diazo compound derived from indacene,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23369,diazonium compound,Noun,"any compound having the general formula R-N2+ X-, especially one in which R is an aryl residue; they are important as intermediates in the production of azo dyes",chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23436,dibehenate,Noun,Any compound that has two behenate groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23439,dibenamine,Noun,"The drug N,N-dibenzyl-2-chloroethanamine that blocks the sympathetic nervous system",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
23448,dibenzoate,Noun,Any organic compound that has two benzoate groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23467,dibenzopyrone,Noun,Any compound formed by fusion of two benzene rings to a pyrone,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23478,dibenzthione,Noun,The drug sulbentine.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
23486,dibesylate,Noun,Any compound that contains two besylate groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23500,diboronate,Noun,Any compound that has two boronate ions or groups,chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23543,dibutoline,Noun,The antispasmodic drug 2-(dibutylcarbamoyloxy)ethyl-ethyl-dimethylazanium,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
23545,dibutyl phthalate,Noun,"The organic compound with chemical formula C16H22O4, used as a plasticizer and ectoparasiticide.",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23571,dicarbamate,Noun,Any compound that contains two carbamate groups or ions,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23574,dicarbene,Noun,"A compound containing two carbenes, having the general formula RC:RC:R",chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23580,dicarbine,Noun,A particular antiarrhythmic drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
23582,dicarbonate,Noun,Any compound containing two carbonate groups per molecule,chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23588,dicarboxamide,Noun,Any compound having two carboxamide groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23599,dicarboxylic acid,Noun,Any organic compound having two carboxylic acid functional groups.,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23690,dichlorisone,Noun,A therapeutic glucocorticoid drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
23692,dichloroacetamide,Noun,An organic compound that is a chlorinated derivative of acetamide.,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23697,dichloroalkane,Noun,Any compound formally formed by replacement of two hydrogen atoms of an alkane with those of chlorine (typically by reaction of an alkene with chlorine),organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
23739,dichlorophenarsine,Noun,An antiinfective drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
23756,dichloroxylenol,Noun,A topical antiinfective drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
24110,diclofensine,Noun,A tetrahydroisoquinoline stimulant drug with antidepressant properties.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
24337,dicyanide,Noun,Any compound containing two cyanide ions or groups,chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
24493,didecenoate,Noun,Any compound that has two decenoate groups or ions,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
24518,dideoxycytidine,Noun,The drug zalcitabine.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
24586,didrovaltrate,Noun,A sedative and hypnotic drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
24751,diene,Noun,"An organic compound, especially a hydrocarbon, containing two double bonds.",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
24764,dienofuge,Noun,"Any organic compound formed when a diene moiety is removed from a molecule Aldrichimica Acta Volume 30 No 4 (pdf) from Sigma-Aldrich However, it is again apparent that cyclopentadiene is a reluctant dienofuge since rearrangement of the strained bicyclo[2.1.0]pentane moiety occurs preferentially.",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
24768,dienol,Noun,Any compound having a hydroxy group directly attached to a diene.,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
24775,dienophile,Noun,A compound that readily reacts with a diene; especially an alkene in the Diels-Alder reaction.,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
24781,dienyne,Noun,Any organic compound having two alkene groups and one alkyne,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
24785,diepoxide,Noun,Any compound that has two epoxide groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
24869,diester,Noun,any organic compound containing two ester functional groups,chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
24896,dietary fibre,Noun,"Any substance, generally of plant origin, which is undigested on passage through the human alimentary tract - consists mostly of complex carbohydrates.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,substance,substance
24900,dietary supplement,Noun,"Any substance, such as a vitamin or mineral, taken as a supplement to food to replace nutrients that would otherwise be missing in a person's diet.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,substance,substance
24913,diethadione,Noun,An anticonvulsant drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
24918,diether,Noun,Any organic compound having two ether functional groups.,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
24940,diethylcarbamazine,Noun,A synthetic anthelmintic drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
24956,diethylpropion,Noun,The drug diethylcathinone.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
24966,diethyltryptamine,Noun,A psychedelic drug closely related to dimethyltryptamine.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
24974,dieticyclidine,Noun,A psychoactive drug and research chemical of the arylcyclohexylamine class.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
25003,difemetorex,Noun,"A stimulant drug of the piperidine class, formerly used as an appetite suppressant.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
25005,difenamizole,Noun,A nonsteroidal anti-inflammatory drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
25007,difenoximide,Noun,An antispasmodic drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
25286,diffusant,Noun,A substance that diffuses through something.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,substance,substance
25370,diflumidone,Noun,A nonsteroidal anti-inflammatory drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
25371,diflunisal,Noun,A certain nonsteroidal anti-inflammatory drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
25399,difluoropine,Noun,A potent stimulant drug synthesized from tropinone.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
25458,digalacturonate,Noun,Any compound that has two galacturonate groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
25522,digestant,Noun,Any drug that aids digestion.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
25553,digestive,Noun,A substance that aids digestion.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,substance,substance
25863,digitoxoside,Noun,Any compound of digitoxose,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
25891,digluconate,Noun,Any compound that has two gluconate ions or groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
25894,diglucuronide,Noun,Any compound containing two glucuronide groups,biochemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
25911,diglycoside,Noun,Any compound having two glycoside groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26029,dihalomethane,Noun,"Any compound of general formula CH2X2 (where X = a halogen), such as methylene chloride",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26084,dihydralazine,Noun,A hydrazinophthalazine drug with antihypertensive properties.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26089,dihydrazide,Noun,Any compound that has two hydrazide groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26090,dihydrazone,Noun,Any compound containing two hydrazone groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26092,dihydrexidine,Noun,A drug that is a moderately selective full agonist at the dopamine D1 and D5 receptors.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26104,dihydroartemisinin,Noun,"An antimalarial drug, the active metabolite of all artemisinin compounds, also available as a drug in itself.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26113,dihydrobromide,Noun,A compound of an organic base and two molecules of hydrogen bromide,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26135,dihydrodesoxymorphine,Noun,The drug desomorphine.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26198,dihydropyran,Noun,"The compound with chemical formula C5H8O, a cyclic ether used to protect alcohols in organic synthesis.",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26237,dihydroxide,Noun,Any compound containing two hydroxide groups or ions.,chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26241,dihydroxyacetone,Noun,The compound CO(CH2OH)2 that has a number of industrial uses,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26280,dihydroxyphenylisatin,Noun,The laxative drug oxyphenisatine.,pharmacology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26295,diimine,Noun,Any compound having two imine functional groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26333,diisocyanate,Noun,"Any compound containing two isocyanate anions or functional groups, but especially such an organic compound used in the preparation of polyurethane",chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26336,diisocyante,Noun,Any organic compound containing two isocyanate groups; they are used in the manufacture of polyurethanes,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26341,diisopromine,Noun,A synthetic spasmolytic drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26351,diisopropyltryptamine,Noun,"A psychedelic hallucinogenic drug of the tryptamine family, having primarily aural effects.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26392,diketide,Noun,Any compound that has two ketide groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26398,diketone,Noun,any compound having two neighbouring ketonic carbonyl groups,chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26435,dilactate,Noun,Any compound that contains two lactate groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26437,dilactone,Noun,Any compound containing two lactone groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26477,dilatant,Noun,A substance whose viscosity increases with rate of shear.,physics,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,substance,substance
26528,dilator,Noun,Any drug that causes such dilation,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26536,dilaurate,Noun,Any compound containing two laurate ions or groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26544,dilbit,Noun,An oil-like substance consisting of bitumen derived from tar sands or other sources diluted with natural gas condensates such as naptha that may be processed in a manner similar to petroleum. The new dilbit pipeline will run alongside the oil one. Most dilbits are similar in consistency to intermediate fuel oils.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,substance,substance
26680,diloxanide,Noun,An antiparasitic drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26683,diltiazem,Noun,"A benzothiazepine drug, a potent vasodilator used to treat hypertension, migraine, angina pectoris, and some types of arrhythmia.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26713,diluter,Noun,"A substance used for diluting. John Quincy, Pharmacopia officinalis extemporanea Very little is prescribed in the Shops under this Intention, because the Kitchen so much better supplies all of this Kind, and furnishes the common Diluters, of which Sage Tea, Lemonade with a little Wine, and Wine and Water, are much the best []",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,substance,substance
26834,dimebolin,Noun,A particular antihistamine drug with potential applications as a nootropic and neuroprotective.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26845,dimenhydrinate,Noun,An over-the-counter drug used to prevent nausea and motion sickness.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26940,dimerizer,Noun,Any compound that facilitates the formation of a dimer.,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26941,dimerizer,Noun,Such a compound involved in the transcription of nucleic acid.,biochemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26957,dimesylate,Noun,Any compound that has two mesylate groups or ions,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26962,dimetamfetamine,Noun,The drug dimethylamphetamine.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26966,dimethacrylate,Noun,"Any compound containing two methacrylate groups 2015, Tarek A Soliman et al., In Vitro Solubility and Wear Rates of Silorane and Dimethacrylate Resin Based Composite Restorative Materials under Different pH Conditions, in Journal of International Oral Health: JIOH[1], volume 7:The purpose of this study was to evaluate the effect of different pH solutions on the solubility and wear resistance of Silorane and dimethacrylate resin based composite restorative materials.",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
26968,dimethazan,Noun,A stimulant drug of the xanthine class.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26989,dimethoxybromoamphetamine,Noun,A psychedelic drug and substituted amphetamine of the phenethylamine class of compounds.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
26995,dimethoxymethamphetamine,Noun,A psychoactive drug and research chemical of the phenethylamine and amphetamine classes.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
27008,dimethyl disulfane,Noun,The organic compound CH3-S-S-CH3; it is a pheromone associated with some flies and ants.,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27015,dimethyl sulfoxide,Noun,"An organic compound, (CH3)2SO, obtained as a byproduct from wood pulp, and is used as a solvent for carrying out chemical reactions and for administering drugs through the skin; also used as a reagent; its polar structure is a resonance hybrid.",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27017,dimethyl telluride,Noun,"The organic compound (CH3)2Te, analogous to dimethyl sulfide",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27041,dimethylamphetamine,Noun,A stimulant drug of the phenethylamine and amphetamine chemical classes.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
27057,dimethylbenzylamine,Noun,An organic compound with the chemical formula C6H5CH2N(CH3)2.,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27067,dimethyldisulfide,Noun,The aliphatic compound (CH3CH2S)2 found in crude oil and in brassicas; it has a hemolytic action,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27089,dimethylmercury,Noun,"An organometallic compound of mercury, (CH3)2Hg, that is a dangerous neurotoxin",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27131,dimethylzinc,Noun,The organometallic compound of zinc (CH3)2Zn that is used in organic synthesis,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27132,dimetindene,Noun,A particular antipruritic drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
27138,dimetridazole,Noun,A nitroimidazole drug that combats protozoan infections.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
27249,dimiracetam,Noun,A nootropic drug of the racetam family whose derivatives may have applications in the treatment of neuropathic pain.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
27344,dimycocerosate,Noun,Any compound containing two mycocerosate groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27362,dinaciclib,Noun,An experimental drug that inhibits cyclin-dependent kinases.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
27369,dinapsoline,Noun,An antiparkinson drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
27408,dineolignan,Noun,Any compound having a structure based on a dineolignane,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27587,diniobate,Noun,"Any substance that has two niobate groups 2016, Orawan Khamman, Jiraporn Jainumpone, Anucha Watcharapasorn, Supon Ananta, Fabrication, phase formation and microstructure of Ni4Nb2O9 ceramics by using two-stage sintering technique, in arXiv[1]:The potential utilization of two-stage sintering for the production of highly dense and pure nickel diniobate (Ni4Nb2O9) ceramics with low firing temperature was demonstrated.",inorganic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,substance,substance
27594,dinitrate,Noun,Any compound having two nitrate groups,chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27598,dinitrile,Noun,Any organic compound having two nitrile groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27614,dinitrogen pentoxide,Noun,The unstable binary compound N2O5; a strong oxidizing agent.,inorganic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27616,dinitrogen tetroxide,Noun,"A binary compound of nitrogen and oxygen, N2O4, that exists in equilibrium with nitrogen dioxide NO2; it is a powerful oxidizing agent and is used in rocket propellants.",inorganic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27617,dinitrogen trioxide,Noun,"The binary compound of nitrogen and oxygen N2O3, a pale blue liquid that reacts with water to form nitrous acid.",inorganic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27888,dioctyl phthalate,Noun,"A compound with a high boiling point, found in some aerosols (C24,H38,O4).",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27925,diol,Noun,any organic compound having two hydroxy functional groups,organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
27939,diolepoxide,Noun,"Any compound that contains both a diol and an epoxide group, especially on the same six-membered ring",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
28031,diosmin,Noun,"A semisynthetic drug (modified hesperidin), a member of the flavonoid family, used in the treatment of venous disease.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
28052,dioxadilol,Noun,A beta-adrenergic blocking drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,blocking
28056,dioxanone,Noun,An organic compound formally derived from a dioxane by replacing a methylene group with a carbonyl group,chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
28099,dioxybenzone,Noun,"An organic compound derived from benzophenone, used in sunscreen.",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
28106,dioxygen difluoride,Noun,The explosive binary compound of oxygen and fluorine O2F2,inorganic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
28107,dioxygen hexafluoroplatinate,Noun,"A compound, (O2)+(PtF6), important historically as a precursor of the first noble gas compound.",inorganic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
28210,dipeptide,Noun,An organic compound formed from two amino acids joined by a peptide bond.,"biochemistry, organic chemistry",False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
28215,diperodon,Noun,An anesthetic drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
28229,diphemethoxidine,Noun,The drug difemetorex.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
28231,diphenan,Noun,An anthelminthic drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
28236,diphenidine,Noun,A dissociative anesthetic drug.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,drug,drug
28239,diphenol,Noun,"Any compound that has two phenol groups; especially the isomeric benzenediols (catechol, resorcinol and hydroquinone).",organic chemistry,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,True,False,False,False,False,compound,compound
