Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure,units,body,domain2,attributive_form,attributive_form_for_term
4751,egg-hunt,Noun,attributive form of egg hunt egg-hunt participant,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,egg hunt egg-hunt participant
4754,egg-roll,Noun,attributive form of egg roll,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,egg roll
6487,electric-chair,Noun,attributive form of electric chair electric-chair efficacy,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,electric chair electric-chair efficacy
7446,electronic-game,Noun,attributive form of electronic game electronic-game player,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,electronic game electronic-game player
10173,emergency-brake,Noun,attributive form of emergency brake emergency-brake jerkiness,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,emergency brake emergency-brake jerkiness
13172,endocrine-system,Noun,attributive form of endocrine system endocrine-system morbidity,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,endocrine system endocrine-system morbidity
14078,endowment-policy,Noun,attributive form of endowment policy,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,endowment policy
16725,enterprise-union,Noun,attributive form of enterprise union,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,enterprise union
20144,equal-sign,Noun,attributive form of equal sign equal-sign key,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,equal sign equal-sign key
27604,excise-tax,Noun,attributive form of excise tax excise-tax law,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,excise tax excise-tax law
27738,exclamation-mark,Noun,attributive form of exclamation mark exclamation-mark key,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,exclamation mark exclamation-mark key
31338,exterior-angle,Noun,attributive form of exterior angle exterior-angle formula,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,exterior angle exterior-angle formula
32787,eye-candy,Noun,attributive form of eye candy eye-candy girlfriend,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,eye candy eye-candy girlfriend
33056,eyelash-curler,Noun,attributive form of eyelash curler eyelash-curler handle,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,eyelash curler eyelash-curler handle
1777,pajama,Noun,"attributive form of pajamas We were greeted by an old, pajama-clad man", US,Let's have a pajama party.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,"pajamas we were greeted by an old, pajama-clad man"
5826,paper-airplane,Noun,attributive form of paper airplane.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,paper airplane.
5832,paper-plane,Noun,attributive form of paper plane paper-plane thrower,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,paper plane paper-plane thrower
9432,parking-brake,Noun,attributive form of parking brake,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,parking brake
9433,parking-garage,Noun,attributive form of parking garage parking-garage attendant,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,parking garage parking-garage attendant
10110,part-of-speech,Noun,attributive form of part of speech,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,part of speech
10246,partial-fraction,Noun,attributive form of partial fraction partial-fraction decomposition,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,partial fraction partial-fraction decomposition
10247,partial-order,Noun,attributive form of partial order partial-order member,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,partial order partial-order member
11546,passive-voice,Noun,attributive form of passive voice Your many long passive-voice passages are hard to read.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,passive voice your many long passive-voice passages are hard to read.
11684,past-participle,Noun,attributive form of past participle,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,past participle
11686,past-tense,Noun,attributive form of past tense past-tense form,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,past tense past-tense form
14602,pearl-necklace,Noun,attributive form of pearl necklace,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,pearl necklace
14793,peat-moss,Noun,attributive form of peat moss,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,peat moss
18815,peptic-ulcer,Noun,attributive form of peptic ulcer,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,peptic ulcer
19445,peregrine-falcon,Noun,attributive form of peregrine falcon peregrine-falcon bait,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,peregrine falcon peregrine-falcon bait
22139,perpetual-license,Noun,attributive form of perpetual license perpetual-license holder,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,perpetual license perpetual-license holder
22477,personal-pronoun,Noun,attributive form of personal pronoun,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,personal pronoun
26692,phone-sex,Noun,attributive form of phone sex,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,phone sex
29830,phrase-book,Noun,attributive form of phrase book This term would be useful as a phrase-book entry.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,phrase book this term would be useful as a phrase-book entry.
32353,picture-postcard,Noun,"attributive form of picture postcard Scenic, like the image on a postcard",,Synonym: picturesque,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,"picture postcard scenic, like the image on a postcard"
35059,pinking-shear,Noun,attributive form of pinking shears pinking-shear edge,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,pinking shears pinking-shear edge
37822,plain-paper,Noun,"attributive form of plain paper He has a special photo printer, but I just have a plain-paper printer",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,"plain paper he has a special photo printer, but i just have a plain-paper printer"
38741,plasma-display,Noun,attributive form of plasma display plasma-display television,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,plasma display plasma-display television
38742,plasma-screen,Noun,attributive form of plasma screen plasma-screen television,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,plasma screen plasma-screen television
43189,pocket-watch,Noun,attributive form of pocket watch pocket-watch glister,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,pocket watch pocket-watch glister
49516,pop-culture,Noun,attributive form of pop culture pop-culture expert,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,pop culture pop-culture expert
50935,portmanteau-word,Noun,attributive form of portmanteau word,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,portmanteau word
51421,possessive-pronoun,Noun,attributive form of possessive pronoun,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,possessive pronoun
53909,pot-luck,Noun,attributive form of pot luck,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,pot luck
58477,predator-bug,Noun,attributive form of predator bug This has a predator-bug tastegross!,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,predator bug this has a predator-bug tastegross!
62184,present-participle,Noun,attributive form of present participle,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,present participle
62185,present-tense,Noun,attributive form of present tense present-tense form,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,present tense present-tense form
62829,pressure-ulcer,Noun,attributive form of pressure ulcer,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,pressure ulcer
64694,prime-cut,Noun,attributive form of prime cut,,"2013, Susan Elizabeth Phillips, Heaven, Texas, ISBN:Despite all the improvements in her appearance, she wasn't even close to being prime-cut gorgeous. 2014 August 3, Denise Ervine, Roast dinner stands the test of time, in The Press:Lately I've been cooking Silver Fern Farms' prime-cut roasts, with good results. 2017 May 13, Barney Ronay, Antonio Contes brilliance has turned Chelseas pop-up team into champions, in The Guardian[1], London, archived from the original on 9 September 2017:Six months old, a half-season project, they are already more watchable and more coherent than the second phase of the title-winning team of two years ago; but not at the level of the luminous, steamrollering Mourinho Mk1 team, a rare concurrence of prime-cut talent and a manager in the sweet spot of his own powers.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,prime cut
64695,prime-minister,Noun,"attributive form of prime minister Only having just won the election, he already had a prime-minister attitude.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,"prime minister only having just won the election, he already had a prime-minister attitude."
64696,prime-number,Noun,attributive form of prime number,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,prime number
65533,prisoner-of-war,Noun,attributive form of prisoner of war prisoner-of-war camp,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,prisoner of war prisoner-of-war camp
65662,private-eye,Noun,attributive form of private eye private-eye license,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,private eye private-eye license
69275,pronunciation-guide,Noun,"attributive form of pronunciation guide The pronunciation-guide version of is ""as in ago"".",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,"pronunciation guide the pronunciation-guide version of is ""as in ago""."
69679,proper-noun,Noun,attributive form of proper noun,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,proper noun
76676,public-intoxication,Noun,attributive form of public intoxication public-intoxication arrest,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,public intoxication public-intoxication arrest
76678,public-law,Noun,attributive form of public law public-law expert,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,public law public-law expert
76683,public-school,Noun,attributive form of public school public-school student,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,public school public-school student
76847,publicity-stunt,Noun,attributive form of publicity stunt,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,publicity stunt
77242,puff-pastry,Noun,attributive form of puff pastry a puff-pastry shell,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,puff pastry a puff-pastry shell
77274,puffed-rice,Noun,attributive form of puffed rice puffed-rice texture,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,puffed rice puffed-rice texture
81528,pyjama,Noun,"attributive form of pyjamas 2009 February 12, Derick Chetty, Proper attire for the bedroom, in Toronto Star[1]:They [] have joined the pyjama parade, proposing sleepwear as outerwear as the new way to dress up for an evening of entertaining at home or on the town.", Britain,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,"pyjamas 2009 february 12, derick chetty, proper attire for the bedroom, in toronto star[1]:they [] have joined the pyjama parade, proposing sleepwear as outerwear as the new way to dress up for an evening of entertaining at home or on the town."
81714,pyramid-scheme,Noun,attributive form of pyramid scheme pyramid-scheme tactics,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,pyramid scheme pyramid-scheme tactics
279,nag-screen,Noun,attributive form of nag screen,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,nag screen
401,nail-bomb,Noun,attributive form of nail bomb,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,nail bomb
3391,national-epic,Noun,attributive form of national epic,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,national epic
3392,national-revival,Noun,attributive form of national revival,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,national revival
3705,natural-gas,Noun,attributive form of natural gas Natural-gas prices,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,natural gas natural-gas prices
5625,negative-clause,Noun,attributive form of negative clause,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,negative clause
7789,nerve-ending,Noun,attributive form of nerve ending,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,nerve ending
8016,nest-scrape,Noun,attributive form of nest scrape nest-scrape inhabitant,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,nest scrape nest-scrape inhabitant
8112,net-earnings,Noun,attributive form of net earnings,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,net earnings
8466,network-subsystem,Noun,attributive form of network subsystem,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,network subsystem
10050,neutral-zone,Noun,attributive form of neutral zone neutral-zone infraction,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,neutral zone neutral-zone infraction
10137,neutron-star,Noun,attributive form of neutron star,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,neutron star
10574,news-media,Noun,attributive form of news media,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,news media
14711,nominative-case,Noun,attributive form of nominative case a nominative-case noun,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,nominative case a nominative-case noun
27271,north-pole,Noun,attributive form of north pole north-pole Martians,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,north pole north-pole martians
28615,noun-phrase,Noun,attributive form of noun phrase,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,noun phrase
4685,verbal-noun,Noun,attributive form of verbal noun,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,verbal noun
7041,video-game,Noun,attributive form of video game video-game fanatic,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,video game video-game fanatic
9256,visible-light,Noun,attributive form of visible light visible-light astronomy,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,visible light visible-light astronomy
358,cable-jack,Noun,attributive form of cable jack cable-jack installation,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,cable jack cable-jack installation
5394,cannon-bone,Noun,attributive form of cannon bone,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,cannon bone
7296,car-chase,Noun,attributive form of car chase car-chase scene,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,car chase car-chase scene
7299,car-hop,Noun,attributive form of car hop He was wearing standard car-hop attire.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,car hop he was wearing standard car-hop attire.
7565,caravan-park,Noun,attributive form of caravan park the caravan-park murders,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,caravan park the caravan-park murders
7930,carbon-copy,Noun,Attributive form of carbon copy,,"1978, Kenneth Roberts, Contemporary Society and the Growth of Leisure[1], ISBN, page 51:Nor does television screen violence provoke nationwide carbon-copy murders.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,carbon copy
7940,carbon-paper,Noun,attributive form of carbon paper carbon-paper stain on my fingers,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,carbon paper carbon-paper stain on my fingers
8758,cardinal-number,Noun,attributive form of cardinal number,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,cardinal number
11431,cash-and-carry,Noun,attributive form of cash and carry cash-and-carry arbitrage,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,cash and carry cash-and-carry arbitrage
13930,cattle-grid,Noun,attributive form of cattle grid cattle-grid construction,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,cattle grid cattle-grid construction
16165,center-of-gravity,Noun,attributive form of center of gravity center-of-gravity data for the structures,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,center of gravity center-of-gravity data for the structures
16614,centrifugal-force,Noun,attributive form of centrifugal force centrifugal-force analysis,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,centrifugal force centrifugal-force analysis
19597,change-of-life,Noun,attributive form of change of life Her change-of-life mood swings are off-putting.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,change of life her change-of-life mood swings are off-putting.
19598,change-of-venue,Noun,attributive form of change of venue change-of-venue motion,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,change of venue change-of-venue motion
19978,chaos-theory,Noun,attributive form of chaos theory chaos-theory journal,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,chaos theory chaos-theory journal
22223,cheek-pouch,Noun,attributive form of cheek pouch,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,cheek pouch
22843,chemical-bomb,Noun,attributive form of chemical bomb chemical-bomb detonator,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,chemical bomb chemical-bomb detonator
22844,chemical-compound,Noun,attributive form of chemical compound chemical-compound table,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,chemical compound chemical-compound table
22845,chemical-formula,Noun,attributive form of chemical formula The chemical-formula version of the table includes 235 entries; the illustrated table includes only 65.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,chemical formula the chemical-formula version of the table includes 235 entries; the illustrated table includes only 65.
22848,chemical-property,Noun,attributive form of chemical property,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,chemical property
23859,chess-clock,Noun,attributive form of chess clock chess-clock hitter,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,chess clock chess-clock hitter
25013,child-language,Noun,attributive form of child language He spoke with a child-language tone of voice but with a full vocabulary.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,child language he spoke with a child-language tone of voice but with a full vocabulary.
27404,chocolate-egg,Noun,attributive form of chocolate egg chocolate-egg hunt,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,chocolate egg chocolate-egg hunt
28449,chopped-liver,Noun,attributive form of chopped liver chopped-liver sandwich,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,chopped liver chopped-liver sandwich
33036,citation-cord,Noun,attributive form of citation cord,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,citation cord
33295,city-council,Noun,attributive form of city council,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,city council
33415,civil-law,Noun,attributive form of civil law civil-law country,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,True,civil law civil-law country
