term,definition
polyhalite,"A mineral usually occurring in fibrous masses, of a brick-red color, being tinged with iron, and consisting chiefly of the sulphates of lime, magnesia, and soda"
polyhydrite,An amorphous aluminosilicate of iron (with some manganese)
polylithionite,A phyllosilicate mineral composed of potassium lithium aluminum silicate fluoride
polymignyte,A mineral consisting of columbate (a compound containing the element niobium) and oxides of the cerium group of elements with iron and calcium.
polymnite,"A stone marked with dendrites and black lines, and so disposed as to represent rivers, marshes, etc."
ponomarevite,"A monoclinic-prismatic orange red mineral containing chlorine, copper, oxygen, and potassium."
poppiite,"A greenish-brown monoclinic mineral that is a basic silicate of calcium, vanadium, iron, magnesium and aluminium"
porcelanite,"A semivitrified clay or shale, somewhat resembling jasper; porcelain jasper."
porphyroid,A crystalline and schistose rock containing porphyritic crystals of feldspar.
portlandite,"A rare oxide mineral, the naturally-occurring form of calcium hydroxide."
posnjakite,"A particular mineral containing copper, sulphur, hydrogen, and oxygen."
potarite,A tetragonal-ditetragonal dipyramidal silver white mineral containing mercury and palladium.
potassicleakeite,"A monoclinic-prismatic reddish brown mineral containing hydrogen, iron, lithium, magnesium, manganese, oxygen, potassium, silicon, sodium, and vanadium."
potassicpargasite,"A monoclinic-prismatic black mineral containing calcium, fluorine, hydrogen, iron, magnesium, oxygen, potassium, silicon, and sodium."
potassicsadanagaite,"A monoclinic mineral containing aluminum, calcium, hydrogen, iron, oxygen, potassium, silicon, and sodium."
potassium feldspar,"Any of several alkaline feldspars containing potassium aluminium silicate, KAlSi3O8"
potch,"A type of rough opal without colour, and therefore not worth selling"
potosiite,"A triclinic-pinacoidal white mineral containing antimony, iron, lead, sulfur, and tin."
potstone,A variety of steatite sometimes manufactured into culinary vessels.
pottsite,"A tetragonal-trapezohedral bright yellow mineral containing bismuth, hydrogen, lead, oxygen, and vanadium."
poubaite,"A trigonal-hexagonal scalenohedral silver white mineral containing bismuth, lead, selenium, sulfur, and tellurium."
poudretteite,"A hexagonal-dihexagonal dipyramidal mineral containing boron, oxygen, potassium, silicon, and sodium."
poughite,"An orthorhombic-dipyramidal mineral containing hydrogen, iron, oxygen, sulfur, and tellurium."
povondraite,"A trigonal-ditrigonal pyramidal black mineral containing aluminum, boron, hydrogen, iron, magnesium, oxygen, potassium, silicon, and sodium."
powellite,"A tetragonal-dipyramidal mineral containing calcium, molybdenum, and oxygen."
poyarkovite,"A monoclinic-prismatic white mineral containing chlorine, mercury, and oxygen."
prase,A variety of cryptocrystalline of a leek-green colour.
praseolite,A variety of altered iolite with a green colour and greasy lustre.
prasine,Pseudomalachite
prehnite,"A mineral, a basic calcium, aluminium and iron aluminosilicate, which occurs in stalactitic aggregates or curved crystals, Ca2Al2Si3O10(OH)2."
preisingerite,"A triclinic-pinacoidal mineral containing arsenic, bismuth, hydrogen, and oxygen."
preiswerkite,"A monoclinic-prismatic mineral containing aluminum, hydrogen, magnesium, oxygen, silicon, and sodium."
preobrazhenskite,"An orthorhombic-dipyramidal mineral containing boron, hydrogen, magnesium, and oxygen."
pretulite,"A tetragonal-ditetragonal dipyramidal pale pink mineral containing oxygen, phosphorus, and scandium."
priceite,"A monoclinic-prismatic white mineral containing boron, calcium, hydrogen, and oxygen."
priderite,"A tetragonal-dipyramidal mineral containing aluminum, barium, iron, oxygen, potassium, sodium, and titanium."
pringleite,"A triclinic-pedial mineral containing boron, calcium, chlorine, hydrogen, and oxygen."
prismatine,"An orthorhombic-dipyramidal mineral containing aluminum, boron, fluorine, hydrogen, iron, magnesium, oxygen, and silicon."
probertite,"A monoclinic-prismatic colorless mineral containing boron, calcium, hydrogen, oxygen, and sodium."
propylite,A form of andesite modified by hydrothermal processes.
prosperite,"A monoclinic-prismatic mineral containing arsenic, calcium, hydrogen, oxygen, and zinc."
protasite,"A monoclinic-domatic light orange mineral containing barium, hydrogen, oxygen, and uranium."
protoanthophyllite,"An orthorhombic-dipyramidal mineral containing aluminum, hydrogen, iron, magnesium, manganese, nickel, oxygen, silicon, and sodium."
proudite,"A monoclinic-prismatic silver gray mineral containing antimony, bismuth, copper, lead, selenium, silver, and sulfur."
proustite,"A mineral, Ag3AsS3, often found with pyrargyrite in silver veins."
przhevalskite,"A vitreous, orthorhombic yellow or green phosphate mineral."
psammite,"Any sandstone, but most often a metamorphosed rock unit with a dominantly sandstone protolith."
pseudoboleite,"A tetragonal-ditetragonal dipyramidal indigo blue mineral containing chlorine, copper, hydrogen, lead, and oxygen."
pseudobrookite,"An orthorhombic-dipyramidal mineral containing iron, magnesium, oxygen, and titanium."
pseudocotunnite,"An orthorhombic-dipyramidal mineral containing chlorine, lead, and potassium."
pseudogalena,"False galena, or blende."
pseudograndreefite,"An orthorhombic-disphenoidal colorless mineral containing fluorine, lead, oxygen, and sulfur."
pseudolaueite,"A monoclinic-prismatic orange mineral containing hydrogen, iron, manganese, oxygen, and phosphorus."
pseudomalachite,"A mineral containing copper, hydrogen, oxygen, and phosphorus."
pseudomorphosis,A change of substance without any change in appearance; the formation of a pseudomorph
pseudorutile,A mineral form of ferric titanate
pseudosinhalite,"A monoclinic-prismatic colorless mineral containing aluminum, boron, hydrogen, magnesium, and oxygen."
pseudotachylite,"A dark, glassy rock generated by frictional heat within faults"
pucherite,"vanadate of bismuth, occurring in minute reddish-brown crystals"
purpurite,A manganese phosphate mineral with a striking purple colour.
pushcharovskite,"A triclinic mineral containing arsenic, copper, hydrogen, and oxygen."
putoranite,"An isometric-hexoctahedral brass yellow mineral containing copper, iron, and sulfur."
putzite,"An isometric-hextetrahedral iron black mineral containing copper, germanium, silver, and sulfur."
pycnite,A massive subcolumnar variety of topaz.
pyrargyrite,"A sulfosalt mineral used as a silver ore; it is dark red or black in color with a metallic adamantine luster, a sulfide of antimony and silver, Ag3SbS3, and occurs in rhombohedral crystals"
pyreneite,A greyish-black garnet.
pyribole,Any mineral of either the pyroxene or amphibole groups.
pyrite,"The common mineral iron disulfide (FeS2), of a pale brass-yellow color and brilliant metallic luster, crystallizing in the isometric system."
pyritohedron,the shape of one of the crystal habits of pyrite
pyroaurite,"A trigonal-hexagonal scalenohedral mineral containing carbon, hydrogen, iron, magnesium, and oxygen."
pyrobelonite,"An orthorhombic-dipyramidal dark red mineral containing hydrogen, lead, manganese, oxygen, and vanadium."
pyrochlore,"A mineral whose composition is that of a mixed niobate mostly of sodium, calcium and cerium, (Na,Ca)2Nb2O6(OH,F)."
pyrochroite,"A trigonal-hexagonal scalenohedral mineral containing hydrogen, manganese, and oxygen."
pyrolusite,"A dark coloured mineral, consisting of manganese dioxide (MnO2), that is an important ore of manganese."
pyromorphite,"A yellowish-green mineral, a mixed phosphate and chloride of lead with the chemical formula Pb5(PO4)3Cl, that is sometimes mined as an ore."
pyrope,"A variety of garnet, of a poppy or blood-red color, frequently with a tinge of orange"
pyrophane,"A mineral which is opaque in its natural state, but is said to change its color and become transparent by heat."
pyrophanite,"A trigonal-rhombohedral mineral containing manganese, oxygen, and titanium."
pyrophyllite,"A soft, pale aluminosilicate mineral, somewhat resembling talc."
pyrosmalite,"A mineral, usually of a pale brown or grey-greenish colour, consisting chiefly of the hydrous silicate of iron and manganese."
pyroxene,"Any of a group of crystalline minerals containing silicates of iron, magnesium and calcium"
pyroxenoid,any of a large group of minerals physically resembling pyroxene
pyroxferroite,A yellowish silicate of the pyroxene group with a triclinic crystal structure.
pyroxmangite,"A triclinic-pinacoidal mineral containing iron, manganese, oxygen, and silicon."
pyrrhotine,pyrrhotite
pyrrhotite,"A weakly magnetic ferrous sulfide mineral, FeS."
pääkkönenite,A metallic grey mineral with the molecular formula Sb2AsS2.
nabalamprophyllite,"A monoclinic-prismatic mineral containing aluminum, barium, calcium, fluorine, hydrogen, iron, magnesium, manganese, oxygen, potassium, silicon, sodium, strontium, and titanium."
nabaphite,"An isometric-tetartoidal colorless mineral containing barium, hydrogen, oxygen, phosphorus, and sodium."
nabesite,"An orthorhombic-disphenoidal mineral containing beryllium, hydrogen, oxygen, silicon, and sodium."
nabiasite,"An isometric-diploidal dark red mineral containing arsenic, barium, hydrogen, manganese, oxygen, and vanadium."
nablock,"A rounded mass, as of flint in chalk, or of ironstone in coal."
nabokoite,"A tetragonal-ditetragonal dipyramidal mineral containing chlorine, copper, oxygen, potassium, sulfur, and tellurium."
nacaphite,"A triclinic-pinacoidal mineral containing calcium, fluorine, oxygen, phosphorus, and sodium."
nacrite,A basic aluminium silicate clay that is a polymorph of kaolinite
nadorite,An orthorhombic brown or yellow mineral containing lead and tin.
nafertisite,"A monoclinic-prismatic mineral containing hydrogen, iron, oxygen, silicon, sodium, and titanium."
nagashimalite,"An orthorhombic-dipyramidal greenish black mineral containing barium, boron, chlorine, hydrogen, oxygen, silicon, titanium, and vanadium."
nagelschmidtite,"A hexagonal mineral containing calcium, oxygen, phosphorus, and silicon."
nagyagite,"A dark grey to black sulfide, formula (Pb5Au(Te,Sb)4S5-8)."
nahcolite,"A saline evaporite, consisting of sodium bicarbonate."
nahpoite,"A monoclinic white mineral containing hydrogen, oxygen, phosphorus, and sodium."
nakauriite,"An orthorhombic mineral containing carbon, copper, hydrogen, manganese, nickel, oxygen, and sulfur."
naldrettite,A mineral with a chemical formula of Pd2Sb.
nalipoite,"An orthorhombic-dipyramidal mineral containing lithium, oxygen, phosphorus, and sodium."
namansilite,"A monoclinic-prismatic mineral containing manganese, oxygen, silicon, and sodium."
nambulite,"A triclinic-pinacoidal reddish orange brown mineral containing hydrogen, lithium, manganese, oxygen, silicon, and sodium."
namibite,"A monoclinic dark green mineral containing bismuth, copper, oxygen, and vanadium."
namuwite,"A hexagonal mineral containing copper, hydrogen, oxygen, sulfur, and zinc."
nanlingite,"A trigonal mineral containing arsenic, calcium, fluorine, magnesium, and oxygen."
nanpingite,"A monoclinic-prismatic mineral containing aluminum, cesium, fluorine, hydrogen, iron, lithium, magnesium, oxygen, and silicon."
nantokite,An isometric-hextetrahedral mineral containing chlorine and copper.
narsarsukite,"A tetragonal-dipyramidal mineral containing fluorine, iron, oxygen, silicon, sodium, and titanium."
nasinite,"An orthorhombic-pyramidal white mineral containing boron, hydrogen, oxygen, and sodium."
nasledovite,"A triclinic snow white mineral containing aluminum, carbon, hydrogen, lead, manganese, oxygen, and sulfur."
nasonite,"A hexagonal-dipyramidal white mineral containing calcium, chlorine, lead, oxygen, and silicon."
nastrophite,"An isometric-tetartoidal colorless mineral containing barium, hydrogen, oxygen, phosphorus, sodium, and strontium."
natalyite,"A monoclinic-prismatic mineral containing chromium, oxygen, silicon, sodium, and vanadium."
natanite,"An isometric-hexoctahedral greenish brown mineral containing hydrogen, iron, oxygen, and tin."
natisite,"A tetragonal-ditetragonal dipyramidal mineral containing oxygen, silicon, sodium, and titanium."
natrite,"A monoclinic mineral form of sodium carbonate containing carbon, oxygen, and sodium."
natroalunite,"A relatively rare mineral, a sodium-rich form of alunite."
natrobistantite,"An isometric-hexoctahedral mineral containing antimony, bismuth, cesium, niobium, oxygen, sodium, and tantalum."
natrochalcite,"A monoclinic-prismatic emerald green mineral containing copper, hydrogen, oxygen, sodium, and sulfur."
natrodufrenite,"A monoclinic-prismatic light blue green mineral containing aluminum, hydrogen, iron, oxygen, phosphorus, and sodium."
natrofairchildite,"A hexagonal-dihexagonal dipyramidal white mineral containing calcium, carbon, oxygen, and sodium."
natroglaucocerinite,"A mineral containing aluminum, copper, hydrogen, oxygen, sodium, sulfur, and zinc."
natrojarosite,"A trigonal-ditrigonal pyramidal mineral containing hydrogen, iron, oxygen, sodium, and sulfur."
natrolemoynite,"A monoclinic-prismatic mineral containing calcium, hydrogen, niobium, oxygen, potassium, silicon, sodium, and zirconium."
natrolite,"A fibrous zeolite mineral, being a sodium aluminosilicate, of the chemical formula Na2Al2Si3O102H2O."
natromontebrasite,"A triclinic-pinacoidal mineral containing aluminum, fluorine, hydrogen, lithium, oxygen, phosphorus, and sodium."
natron,"A crystalline mixture of hydrous sodium carbonate and sodium bicarbonate, with the chemical formula Na2CO310H2O"
natronambulite,"A triclinic-pinacoidal pink orange mineral containing hydrogen, lithium, manganese, oxygen, silicon, and sodium."
natroniobite,"A monoclinic mineral containing niobium, oxygen, and sodium."
natrophilite,"An orthorhombic-dipyramidal yellow mineral containing manganese, oxygen, phosphorus, and sodium."
natrophosphate,"An isometric-hexoctahedral mineral containing fluorine, hydrogen, oxygen, phosphorus, and sodium."
natrosilite,"A monoclinic-prismatic mineral containing oxygen, silicon, and sodium."
natrotantite,"A trigonal-hexagonal scalenohedral colorless mineral containing oxygen, sodium, and tantalum."
natroxalate,"A monoclinic-prismatic mineral containing carbon, oxygen, and sodium."
naujakasite,"A mineral comprising mostly oxygen, silicon, aluminium, and sodium."
naumannite,A mineral form of silver selenide (Ag2Se)
navajoite,"A monoclinic-prismatic dark brown mineral containing hydrogen, oxygen, and vanadium."
nealite,"A triclinic-pinacoidal mineral containing arsenic, chlorine, iron, lead, and oxygen."
nebulite,A chorismite in which one of the textural elements occurs in lenticular masses that have indistinct boundaries.
necronite,"fetid feldspar, a mineral that gives off an unpleasant odour when struck."
needlestone,natrolite
nefedovite,"A triclinic-pedial mineral containing calcium, fluorine, oxygen, phosphorus, and sodium."
neighborite,"An orthorhombic-dipyramidal mineral containing fluorine, magnesium, and sodium."
nekoite,"A triclinic-pedial pearl white mineral containing calcium, hydrogen, oxygen, and silicon."
nekrasovite,"An isometric-hextetrahedral reddish brown mineral containing antimony, arsenic, copper, iron, sulfur, tin, vanadium, and zinc."
nelenite,"A trigonal-hexagonal scalenohedral brown mineral containing arsenic, hydrogen, iron, magnesium, manganese, oxygen, silicon, and zinc."
nelsonite,A rock consisting of apatite and ilmenite.
neltnerite,"A tetragonal-ditetragonal dipyramidal black mineral containing calcium, manganese, oxygen, and silicon."
nemalite,"A variety of brucite, occurring in slender fibers which are elastic and easily separated, having a color of white with a shade of yellow and a highly silky luster"
nenadkevichite,A rare silicate mineral containing niobium.
neolite,A dark green silicate of aluminium and magnesium.
neotocite,"An amorphous mineral containing hydrogen, iron, manganese, oxygen, and silicon."
nepheline,"A feldspathoid mineral of silica-poor igneous, plutonic and volcanic rocks"
nephrite,"A semi-precious stone, one of the two types of stone commonly referred to as jade (the other being jadeite)."
nepouite,A rare apple-green nickel silicate mineral.
nepskoeite,"An orthorhombic yellowish white mineral containing chlorine, hydrogen, magnesium, and oxygen."
nesquehonite,Magnesium carbonate trihydrate.
nevadaite,"An orthorhombic-disphenoidal mineral containing aluminum, copper, fluorine, hydrogen, oxygen, phosphorus, vanadium, and zinc."
nevadite,A granitoid variety of rhyolite.
nevskite,"A trigonal-hexagonal scalenohedral lead gray mineral containing bismuth, selenium, and sulfur."
newberyite,"An orthorhombic-dipyramidal mineral containing hydrogen, magnesium, oxygen, and phosphorus."
neyite,"A monoclinic-prismatic galena white mineral containing bismuth, copper, lead, silver, and sulfur."
niahite,"An orthorhombic-pyramidal mineral containing calcium, hydrogen, magnesium, manganese, nitrogen, oxygen, and phosphorus."
nichromite,"An isometric-hexoctahedral black mineral containing aluminum, chromium, cobalt, iron, nickel, and oxygen."
nickelalumite,"A monoclinic-sphenoidal sky blue mineral containing aluminum, copper, hydrogen, nickel, nitrogen, oxygen, and sulfur."
nickelaustinite,"An orthorhombic-disphenoidal mineral containing arsenic, calcium, hydrogen, nickel, oxygen, and zinc."
nickelbischofite,"A monoclinic-prismatic mineral containing chlorine, hydrogen, nickel, and oxygen."
nickelhexahydrite,"A monoclinic-prismatic bluish green mineral containing hydrogen, iron, magnesium, nickel, oxygen, and sulfur."
nickeline,"A mineral, a form of nickel arsenide, NiAs, having a metallic lustre and copper-red colour, that is a minor ore of nickel."
nickellotharmeyerite,"A monoclinic-prismatic mineral containing arsenic, bismuth, calcium, cobalt, hydrogen, iron, nickel, and oxygen."
nickelphosphide,"A tetragonal-disphenoidal mineral containing iron, nickel, and phosphorus."
nickelschneebergite,"A monoclinic-prismatic mineral containing arsenic, bismuth, calcium, cobalt, hydrogen, iron, nickel, and oxygen."
nickenichite,"A monoclinic-prismatic mineral containing aluminum, arsenic, calcium, copper, iron, magnesium, oxygen, and sodium."
niedermayrite,A rare monoclinic hydrated copper cadmium sulfate hydroxide mineral.
nifontovite,"A monoclinic mineral containing boron, calcium, hydrogen, and oxygen."
niggliite,A hexagonal-dihexagonal dipyramidal silver white mineral containing platinum and tin.
nigrine,A ferruginous variety of rutile.
niigataite,A particular epidote mineral.
nikischerite,"A trigonal-rhombohedral green mineral containing aluminum, hydrogen, iron, oxygen, sodium, and sulfur."
nimite,"A monoclinic-prismatic yellow green mineral containing aluminum, hydrogen, iron, magnesium, nickel, oxygen, and silicon."
ningyoite,"An orthorhombic-disphenoidal mineral containing calcium, cerium, hydrogen, oxygen, phosphorus, and uranium."
niningerite,A magnesium-iron-manganese sulfide mineral.
niobocarbide,"An isometric-hexoctahedral mineral containing carbon, niobium, and tantalum."
niobokupletskite,"A triclinic-pinacoidal mineral containing fluorine, hydrogen, iron, manganese, niobium, oxygen, potassium, silicon, sodium, titanium, zinc, and zirconium."
niobophyllite,"A triclinic brown mineral containing fluorine, hydrogen, iron, manganese, niobium, oxygen, potassium, silicon, sodium, and titanium."
niocalite,"A monoclinic-domatic light yellow mineral containing calcium, fluorine, niobium, oxygen, and silicon."
nisbite,An orthorhombic-dipyramidal tin white mineral containing antimony and nickel.
nissonite,"A monoclinic-prismatic bluish green mineral containing copper, hydrogen, magnesium, oxygen, and phosphorus."
nitratine,A trigonal-hexagonal scalenohedral mineral form of sodium nitrate.
nitrobarite,A mineral consisting of barium nitrate
nitrocalcite,"A hydrated calcium nitrate mineral that forms as an efflorescence where manure contacts concrete or limestone in a dry environment, as in stables or caverns."
nitromagnesite,Magnesium nitrate.
nizamoffite,"A colourless orthorhombic mineral containing hydrogen, manganese, oxygen, phosphorus, and zinc."
nobleite,"A monoclinic-prismatic mineral containing boron, calcium, hydrogen, and oxygen."
nolanite,"A hexagonal-dihexagonal pyramidal black mineral containing aluminum, hydrogen, iron, oxygen, titanium, and vanadium."
nontronite,"An iron-rich clay mineral of the montmorillonite group 1969, T"
noonkanbahite,A potassic batisite mineral.
norbergite,"An orthorhombic-dipyramidal mineral containing fluorine, hydrogen, magnesium, oxygen, and silicon."
nordmarkite,"A variety of syenite with quartz, mostly composed of microperthite."
nordstrandite,"A triclinic-pedial mineral containing aluminum, hydrogen, and oxygen."
norrishite,"A monoclinic-prismatic mineral containing lithium, manganese, oxygen, potassium, and silicon."
norsethite,"A trigonal-trapezohedral mineral containing barium, carbon, magnesium, and oxygen."
northupite,"An isometric-diploidal mineral containing carbon, chlorine, magnesium, oxygen, and sodium."
nosean,noselite.
noselite,A rare fluorescent isometric feldspathoid mineral.
novaculite,"A variety of chert, very rich in quartz, that has been used to make whetstones"
novakite,"A monoclinic-prismatic mineral containing arsenic, copper, and silver."
novgorodovaite,"A monoclinic-prismatic colorless mineral containing calcium, carbon, chlorine, hydrogen, and oxygen."
nowackiite,"A trigonal-pyramidal mineral containing arsenic, copper, sulfur, and zinc."
nsutite,A dull manganese oxide mineral.
nuffieldite,"An orthorhombic-dipyramidal pale creamy white mineral containing bismuth, copper, lead, and sulfur."
nukundamite,"A trigonal-hexagonal scalenohedral copper red mineral containing copper, iron, and sulfur."
nullaginite,"A monoclinic mineral containing carbon, hydrogen, nickel, and oxygen."
nyerereite,A mineral with the chemical formula Na2Ca(CO3)2.
NiSb,breithauptite
vaesite,A nickel-sulfur mineral found with cattierite.
vajdakite,"A monoclinic-prismatic mineral containing arsenic, hydrogen, molybdenum, and oxygen."
valentinite,An orthorhombic antimony oxide mineral.
valleriite,"A trigonal-hexagonal scalenohedral mineral containing aluminum, copper, hydrogen, iron, magnesium, oxygen, and sulfur."
vanadinite,"A reddish mineral, a mixed chloride and vanadate of lead with the chemical formula Pb5(VO4)3Cl, that is commercial source of vanadium."
vanadiocarpholite,"An orthorhombic-dipyramidal mineral containing aluminum, hydrogen, manganese, oxygen, silicon, and vanadium"
vanadiumdravite,"A trigonal-ditrigonal pyramidal mineral containing aluminum, boron, chromium, fluorine, hydrogen, magnesium, oxygen, potassium, silicon, sodium, and vanadium."
vanadomalayaite,"A monoclinic-prismatic deep red mineral containing calcium, oxygen, silicon, and vanadium."
vanalite,"A monoclinic-prismatic mineral containing aluminum, hydrogen, oxygen, sodium, and vanadium."
vandenbrandeite,"A triclinic-pinacoidal mineral containing copper, hydrogen, oxygen, and uranium."
vandendriesscheite,"An orthorhombic-dipyramidal mineral containing hydrogen, lead, oxygen, and uranium."
vanmeersscheite,"An orthorhombic-pyramidal canary yellow mineral containing hydrogen, oxygen, phosphorus, and uranium."
vanoxite,"A trigonal mineral containing hydrogen, oxygen, and vanadium."
vantasselite,"A rare, white, orthorhombic aluminium phosphate mineral."
vanthoffite,"A monoclinic-prismatic colorless mineral containing magnesium, oxygen, sodium, and sulfur"
vanuralite,"A monoclinic-prismatic lemon mineral containing aluminum, hydrogen, oxygen, uranium, and vanadium."
varennesite,"An orthorhombic-dipyramidal mineral containing chlorine, hydrogen, manganese, oxygen, silicon, and sodium."
varulite,"A monoclinic-prismatic mineral containing calcium, iron, manganese, oxygen, phosphorus, and sodium."
vashegyite,"An orthorhombic-pyramidal mineral containing aluminum, hydrogen, oxygen, and phosphorus."
vasilite,"An isometric-hextetrahedral steel gray mineral containing copper, palladium, sulfur, and tellurium."
vasilyevite,"A triclinic-pinacoidal mineral containing bromine, carbon, chlorine, iodine, mercury, oxygen, and sulfur."
vaughnite,"A triclinic-pedial black mineral containing antimony, mercury, sulfur, and thallium."
vauquelinite,"A complex mineral, a combined chromate and phosphate of copper and lead."
vauxite,A phosphate mineral of the laueiteparavauxite group.
veatchite,A strontium borate mineral.
veenite,"An orthorhombic-pyramidal steel gray mineral containing antimony, arsenic, lead, and sulfur."
velikite,"A tetragonal-scalenohedral mineral containing copper, mercury, sulfur, and tin."
verbeekite,A monoclinic black mineral containing palladium and selenium.
verd antique,A mottled green serpentine marble.
verd antique,A kind of green porphyry.
vergasovaite,"An orthorhombic-dipyramidal olive green mineral containing copper, molybdenum, oxygen, sulfur, and zinc."
vermarine,A green variety of quartz.
vermiculite,A hydrated silicate mineral which expands on heating; it is used in insulation and as a medium for planting.
vernadite,"A tetragonal-dipyramidal mineral containing calcium, hydrogen, iron, manganese, oxygen, and sodium."
verplanckite,"A hexagonal-dihexagonal dipyramidal mineral containing barium, chlorine, fluorine, hydrogen, iron, manganese, oxygen, silicon, and titanium."
versiliaite,"An orthorhombic-dipyramidal black mineral containing antimony, iron, oxygen, and sulfur."
vertumnite,"A monoclinic-prismatic colorless mineral containing aluminum, calcium, hydrogen, oxygen, silicon, and strontium."
vesuvian jade,californite.
vesuvianite,"A yellow, green or brown mineral, a mixed calcium, magnesium and aluminium silicate sometimes used as a gemstone."
vesuvianite jade,californite.
veszelyite,"A monoclinic-prismatic mineral containing copper, hydrogen, oxygen, phosphorus, and zinc."
viaeneite,"A monoclinic yellow mineral containing iron, lead, oxygen, and sulfur."
vigezzite,"An orthorhombic-dipyramidal mineral containing calcium, cerium, niobium, oxygen, tantalum, and titanium."
vihorlatite,"A trigonal-hexagonal scalenohedral gray mineral containing bismuth, selenium, sulfur, and tellurium."
viitaniemiite,"A mineral, Na(Ca,Mn++)Al(PO4)(F,OH)3."
vikingite,"A monoclinic-prismatic gray mineral containing bismuth, lead, silver, and sulfur."
villamaninite,"An isometric-diploidal iron black mineral containing cobalt, copper, iron, nickel, and sulfur."
villiaumite,A rare toxic halide mineral composed of sodium fluoride.
villyaellenite,"A monoclinic-prismatic mineral containing arsenic, hydrogen, manganese, and oxygen."
vimsite,"A monoclinic-prismatic colorless mineral containing boron, calcium, hydrogen, and oxygen."
vincentite,"A monoclinic gray mineral containing antimony, arsenic, palladium, platinum, and tellurium."
vinciennite,"A tetragonal-trapezohedral orange mineral containing antimony, arsenic, copper, iron, sulfur, and tin."
vinogradovite,"A monoclinic-prismatic mineral containing aluminum, barium, hydrogen, iron, niobium, oxygen, potassium, silicon, sodium, and titanium."
violane,A variant of diopside rich in manganese and violet to light blue in color.
violarite,A red-violet supergene sulfide mineral associated with the weathering and oxidation of primary pentlandite nickel sulfide ore minerals.
virgilite,"A hexagonal-trapezohedral colorless mineral containing aluminum, lithium, oxygen, and silicon."
virginite,The mottled green rock and mineral mariposite
viridite,A greenish chloritic mineral common in certain igneous rocks.
vishnevite,sulfatic cancrinite
vismirnovite,"An isometric-hexoctahedral light yellow mineral containing hydrogen, oxygen, tin, and zinc."
vistepite,"A triclinic-pinacoidal yellowish orange mineral containing boron, hydrogen, manganese, oxygen, silicon, and tin."
vitimite,"A monoclinic white mineral containing boron, calcium, hydrogen, oxygen, and sulfur."
vivianite,"A blue, green or colourless mineral of monoclinic crystals, Fe3(PO4)28H2O."
vladimirite,"A monoclinic-prismatic mineral containing arsenic, calcium, hydrogen, and oxygen."
vlasovite,"A monoclinic-prismatic colorless mineral containing oxygen, silicon, sodium, and zirconium."
vlodavetsite,"A tetragonal-dipyramidal mineral containing aluminum, calcium, chlorine, fluorine, hydrogen, oxygen, and sulfur."
vochtenite,"A monoclinic bronze brown mineral containing hydrogen, iron, magnesium, oxygen, phosphorus, and uranium."
vogesite,A lamprophyre mineral containing hornblende and orthoclase.
voggite,"A monoclinic-prismatic colorless mineral containing carbon, hydrogen, oxygen, phosphorus, sodium, and zirconium."
voglite,"A monoclinic-sphenoidal mineral containing calcium, carbon, copper, hydrogen, oxygen, and uranium."
volborthite,A mineral containing copper and vanadium.
volkonskoite,"A monoclinic-prismatic mineral containing aluminum, calcium, chromium, hydrogen, iron, magnesium, oxygen, and silicon."
volkovskite,"A triclinic-pedial mineral containing boron, calcium, chlorine, hydrogen, oxygen, and potassium."
voltaite,"An isometric-hexoctahedral mineral containing aluminum, hydrogen, iron, oxygen, potassium, and sulfur."
voltzite,An oxysulfide of lead occurring in implanted spherical globules of a yellowish or brownish colour.
volynskite,"A trigonal-hexagonal scalenohedral lead gray mineral containing bismuth, silver, and tellurium."
vonbezingite,"A monoclinic-prismatic azure mineral containing calcium, copper, hydrogen, oxygen, and sulfur."
vonsenite,"An orthorhombic-dipyramidal mineral containing boron, iron, and oxygen."
vozhminite,"A hexagonal rose-orange mineral containing antimony, arsenic, cobalt, nickel, and sulfur."
vrbaite,"An opaque, brittle mineral with chemical formula Tl4Hg3Sb2As8S20."
vuagnatite,"An orthorhombic-disphenoidal mineral containing aluminum, calcium, hydrogen, oxygen, and silicon."
vulcanite,"A rare mineral, copper telluride."
vulpinite,"A scaly granular variety of anhydrite of a grayish-white colour, used for ornamental purposes."
vuonnemite,"A triclinic-pinacoidal mineral containing fluorine, niobium, oxygen, phosphorus, silicon, sodium, and titanium."
vuorelainenite,"An isometric-hexoctahedral brownish gray mineral containing chromium, iron, manganese, oxygen, and vanadium."
vyacheslavite,"An orthorhombic mineral containing hydrogen, oxygen, phosphorus, and uranium."
vyalsovite,"An orthorhombic-dipyramidal red mineral containing aluminum, calcium, hydrogen, iron, oxygen, and sulfur."
vymazalováite,"An isometric mineral containing bismuth, sulphur, and palladium."
vysotskite,"A tetragonal-dipyramidal silver gray mineral containing nickel, palladium, and sulfur."
vyuntspakhkite,"A mineral comprising mostly aluminosilicates of yttrium, ytterbium and various lanthanides"
cabalzarite,"A monoclinic-prismatic mineral containing aluminum, arsenic, calcium, hydrogen, iron, magnesium, manganese, and oxygen."
cabrerite,A form of annabergite with some of the nickel replaced by magnesium.
cabriite,A grey-white mineral with the chemical formula Pd2SnCu.
cacholong,"An opaque or milk-white chalcedony, a variety of quartz."
cacholong,A similar variety of opal.
cadmoindite,"An isometric-hexoctahedral mineral containing cadmium, germanium, indium, iron, sulfur, and zinc."
cadmoselite,"A rare hexagonal cadmium selenide mineral, black to grey in colour."
