term,definition
vacuist,"One who holds the doctrine that the space between the bodies of the universe, or the molecules and atoms of matter, is a vacuum."
vacuumer,"One who, or that which, vacuums."
vagabond,"One who wanders from place to place, having no fixed dwelling, or not abiding in it, and usually without the means of honest livelihood; a vagrant; a hobo"
validator,One who validates.
validator,Something that validates
value-add,Something that adds value; a benefit or enhancement.
value voter,"One who participates in elections and makes decisions based on issues such as religion, abortion, capital punishment and same-sex marriage."
vamper,One who vamps; one who creates or repairs by piecing old things together; a cobbler
vampirologist,One who studies vampirology.
vanisher,One who vanishes.
vanisher,Something that causes another thing to vanish
vanner,One who owns and drives a van.
vanquisher,Someone who vanquishes; a conqueror.
variable,Something that is variable.
variant,Something that is slightly different from a type or norm
variegator,One who or that which variegates.
varier,One who varies.
varminter,One who takes part in varmint shooting
varnisher,Agent noun of varnish; one who varnishes.
vasectomist,One who performs a vasectomy.
vaticinator,One who vaticinates; a prophet.
vaudevillian,Someone who performs in vaudeville.
vaunter,"Someone who vaunts, who brags; a braggart."
veejay,Someone who presents a television programme of videos; a video jockey.
veerer,"One who veers, or swerves away."
veiler,One who veils or conceals something
velocipedist,One who rides a velocipede.
velophile,Someone who enjoys bicycles or cycling
vendettist,One who takes part in a vendetta.
venerator,One who venerates.
venereologist,One who works in venereology.
venturer,One who undertakes a business venture.
veracity,Something that is true; a truthful statement; a truth.
verbalist,One who possesses verbal or oratorical skill.
verbalist,One who favours words or the wording of something over its meaning or the idea behind it.
verbicide,One who destroys or eliminates a word.
verger,"One who carries a verge, or emblem of office."
verifier,Agent noun of verify; one who verifies.
verist,One who subscribes to verism
vermeologist,One who studies worms.
vermicomposter,One who vermicomposts.
versemaker,One who composes verses; a poet.
versificator,Someone who writes verse; a poet.
versifier,One who versifies.
versionist,One who makes or favours a version of a text; a translator.
vespillo,One who carried out the dead bodies of the poor at night for burial
vetoer,One who exercises the power to refuse approval.
vetoist,"One who uses, or supports the use of, the veto, especially in relation to the appointment of Catholic bishops in Ireland in the 19th century"
vetter,Agent noun of vet: one who vets
vetturino,One who lets or drives a vettura.
vexer,One who vexes; one who annoys
vexillologist,One who studies flags.
vibraharpist,Someone who plays the vibraharp.
vibraphonist,Someone who plays the vibraphone.
viceroy,"One who governs a country, province, or colony as the representative of a monarch"
victim,Anyone who is harmed by another
victimist,One who plays the victim; one who inclines to victimism
victimizer,One who victimizes.
victimologist,One who studies victimology.
victualler,One who deals in grain; a corn factor.
videomaker,One who produces video material.
videotaper,One who videotapes
vier,One who vies for something
viewer,Someone who views a spectacle; an onlooker or spectator
viewer,Someone who watches television.
vihuelist,Someone who plays a vihuela.
vilifier,One who vilifies
vinedresser,One who works in a vineyard
vineyardist,One who cultivates a vineyard.
vinologist,One who studies winemaking.
vintager,One who gathers the vintage
violator,"One who violates (a rule, a boundary, another person's body, etc.); offender"
virtualist,One who supports the doctrine of virtualism.
virtue signaller,Somebody who engages in virtue signalling.
visile,Someone whose mental imagery consists of pictures.
visionary,someone who has visions; a seer
visionary,someone who has positive ideas about the future
visioner,"One who converts a vision (such as idea or concept) into a visual image, e.g"
visitant,One who visits; a guest; a visitor
visitee,One who is visited.
visitor,Someone who visits someone else; someone staying as a guest
visitor,Someone who pays a visit to a specific place or event; a sightseer or tourist
visualizer,Someone who visualizes; especially someone whose mental imagery is visual.
vitalist,"Someone who believes in vitalism, the doctrine that life cannot be entirely reduced to physical and chemical factors."
vituperator,"One who vituperates, or censures abusively."
viveur,Someone who lives well
vivifier,One who or that which vivifies.
vivisectionist,One who practices or advocates vivisection; a vivisector.
vocabularian,One who cultivates a large vocabulary
vocalizer,One who vocalizes
vociferator,"One who vociferates, or is clamorous."
vodcaster,"One who, or that which, vodcasts."
voguer,One who dances in the vogue style
voice,One who speaks; a speaker
voicer,One who voices something
voicer,One who fits or regulates the pipes of an organ so as to produce the desired quality of sound.
voicist,One who discriminates against or judges people negatively based on how their voices sound
voider,"One who, or that which, voids, empties, vacates, or annuls."
voiturier,One who lets horses and carriages to travellers
volcanologist,"One who is skilled in, professes or practices volcanology"
volksmarcher,One who takes part in the sport of volksmarching.
voluntarist,Someone who endorses voluntarism.
volunteer,"One who enters into, or offers for, any service of his/her own free will, especially when done without pay."
volunteer,"One who enters into military service voluntarily, but who, when in service, is subject to discipline and regulations like other soldiers; -- opposed to conscript; specifically, a voluntary member of the organized militia of a country as distinguished from the standing army."
voluptuary,"One whose life is devoted to sensual appetites; a sensualist, a pleasure-seeker"
vomiter,Someone who vomits.
vomitive,Something that induces vomiting
voorlooper,One who goes ahead to reconnoitre; a scout
votary,Someone who is devoted to a particular pursuit etc; an enthusiast
voter,Someone who votes
voucher,One who or that which vouches
vouchsafer,One who vouchsafes.
vower,One who makes a vow
vraicker,One who gathers vraic
vulgarizer,One who vulgarizes.
vulpicide,Someone who kills foxes other than by hunting them with hounds
vuvuzelist,"Someone who blows a vuvuzela, a type of traditional South African horn 2009 June 11, Our Bafana lads are full of tricks, in The Star[1]:This is the distinguishing feature of the accomplished vuvuzelist"
Oghamist,Someone who specialises in the academic study of Ogham inscriptions.
Oxfordian,"One who believes that Edward de Vere, 17th Earl of Oxford, wrote the plays traditionally attributed to William Shakespeare."
caballer,One who cabals; a plotter or intriguer
cabbler,One who works at cabbling.
cabdriver,One who drives a taxi for a living.
cabdriver,One who drives a carriage for a living.
cabinmate,One who shares a cabin on board a ship
cablecaster,One who cablecasts.
cabler,"Someone who cables, who puts together or fixes cables."
cacher,One who caches
cachinnator,One who laughs loudly and immoderately
cacoepist,"One who engages in cacoepy, especially frequently"
café-goer,One who goes to a caf
cage,Something that hinders freedom.
cajonist,Someone who plays a cajn.
cakebaker,Someone who bakes cakes
cakemaker,Someone who makes cakes.
cakewalk,"Something that is easy or simple, or that does not present a great challenge"
calendarer,One who prepares a calendar or schedule.
calender,One who pursues the business of calendering.
calenderer,One who operates a calender.
calendographer,One who makes calendars.
calker,One who calks.
calligrapher,one who practices calligraphy
calliopist,One who plays a calliope.
camel driver,"One whose occupation is to direct, handle and care for camels, especially as a part of a caravan travelling long distances."
camel rider,Someone who rides a camel.
camera worker,Somebody who operates a camera.
cameraman,Somebody who operates a movie camera or television camera.
cammer,One who uses a webcam; a webcammer
camoufleur,one who camouflages
campanist,One who studies bells.
campervanner,One who holidays in a campervan.
campmate,Someone who is or has been in the same camp as another person; one's fellow camper
canceler,"agent noun of cancel: Something that, or someone who cancels something; specifically an electronic device that cancels a signal"
cancerologist,Someone who studies or specializes in cancerology.
candlemaker,Someone who makes candles; candler.
caner,One who canes.
caninophile,Someone who loves dogs
cannonader,One who fires a cannonade.
cannonballer,One who cannonballs
cannoner,One who fires a cannon; a cannoneer.
cannot,Something that cannot be done
cannulator,"One who cannulates, or a device that aids cannulation."
canoer,One who travels by canoe
canoodler,One who canoodles
canvasser,"someone who goes through a region soliciting votes in an election, or conducting a public opinion poll"
canyoner,One who takes part in the sport of canyoning.
caperer,"One who capers, leaps, and skips about, or dances"
capitalizer,One who capitalizes
capitulant,One who capitulates.
capologist,One who studies capology.
capsizer,"One who, or that which, causes a vessel to capsize."
captee,One who has been captured; one who is held in captivity
captioner,"One who, or that which, adds captions"
captive,One who has been captured or is otherwise confined
captor,One who is holding a captive or captives.
captor,One who catches or has caught or captured something or someone.
capture,Something that has been captured; a captive.
capturer,"One who, or that which, captures."
caravaner,One who travels in a caravan (convoy or procession).
caravaner,One who travels or stays in a caravan (furnished vehicle used as a dwelling).
carbophobe,One who fears or obsessively avoids eating carbohydrates.
cardbearer,One who holds a membership card
cardician,One who performs card tricks
cardiopathologist,One who studies heart disease.
cardiopulmonologist,One who studies cardiopulmonology
cardplayer,One who plays card games.
careener,One who moves with a careening motion.
careleaver,One who has previously been in foster care.
carer,"Someone who regularly looks after another person, either as a job or often through family responsibilities"
caresser,One who caresses.
caretaker,"Someone who takes care of a place or thing; someone looking after somewhere, or with responsibility for keeping a place in good repair"
caretaker,"Someone who takes care of a person; a parent, carer or other guardian."
careworker,One who participates in carework.
carilloneur,someone who plays the carillon; a carillonist
carillonist,One who plays the carillon.
carjacker,One who engages in carjacking; one who steals an occupied automobile
carnapper,One who engages in carjacking; one who steals an automobile.
carpetbagger,"One who comes to a place or organisation with which they have no previous connection with the sole or primary aim of personal gain, especially political or financial gain"
carpetmaker,One who manufactures carpets.
carpetmonger,One who deals in carpets; a buyer and seller of carpets.
carpologist,One who studies carpology.
cartelist,"One who belongs to a cartel, or supports cartelism."
cartographer,One who makes maps or charts.
cartomancer,One who practices cartomancy; a fortuneteller who uses cards
cartoonist,One who creates a cartoon or strip cartoon.
cartoonist,One who both writes and illustrates comic books or graphic novels.
cartwheeler,One who performs a cartwheel (gymnastic spinning manoeuvre).
carver,Someone who carves.
carwasher,One who washes cars.
casemaker,One who manufactures cases.
casher,"One who cashes (a cheque, etc.)."
cashier,One who works at a till or receives payments.
cashierer,"One who rejects, discards, or dismisses"
castanetist,One who plays the castanet.
casteist,One who discriminates against people based on their caste.
castigator,One who castigates.
castlebuilder,One who builds castles in the air; one who forms visionary schemes.
castoff,Something that has been rejected or discarded; a reject.
castratee,One who has undergone castration.
castrator,One who castrates (gelds or neuters)
casual,One who receives relief for a night in a parish to which he does not belong; a vagrant.
casualist,One who believes in casualism.
casualty,"Something that happens by chance, especially an unfortunate event; an accident, a disaster"
casuist,Someone who attempts to specify exact and precise rules for the direction of every circumstance of behaviour
casuist,"One who is skilled in, or given to, casuistry"
cat's-paw,"Someone who acts in another's interest, (properly) unknowingly or through trickery"
cataclysmist,One who believes that the most important geological phenomena were produced by cataclysms.
cataloguer,One who catalogues
catapulter,One who uses a catapult
catastrophizer,One who catastrophizes.
catboater,Someone who sails in a catboat
catcallee,One who gets catcalled.
catcaller,One who catcalls
catechiser,One who catechises.
catechist,"One who practices catechesis, i.e., catechizes catechumens; a teacher who instructs students in the doctrines of a particular Christian denomination typically in preparation for confirmation."
catechizer,One who catechizes.
categorist,One who categorizes
categorizer,"One who, or that which, categorizes."
catenator,Something that catenates.
caterwauler,One who caterwauls.
catfisher,Someone who fishes for catfish.
catfisherman,Someone who fishes for catfish.
catlover,Someone who loves cats.
catnapper,One who catnaps; Agent noun of catnap.
catnip,Something that causes excitement or interest
catsitter,One who acts as babysitter for a cat in the owner's absence
cattle driver,One who drives cattle.
cattleperson,Someone who rears or works with cattle.
catwalker,One who works on a catwalk (high elevated platform)
caucusgoer,One who attends a caucus.
causationist,One who believes in a first cause.
cauterizer,"One who, or that which, cauterizes"
caution,One who draws attention or causes astonishment by their behaviour
cave dweller,"One who behaves like a caveman, lacking culture and refinement."
caveator,One who enters a caveat.
cavemate,One who shares the same cave
cavorter,One who cavorts.
ceiler,"One who ceils, who lines or finishes a surface in construction."
celestist,Someone who plays the celeste.
celiac,Someone who has celiac disease.
celibatarian,One who remains celibate.
celibate,"One who is not married, especially one who has taken a religious vow not to get married, usually because of being a member of a religious community"
celibatist,One who lives unmarried.
cellist,Someone who plays the cello.
censor,One who censures or condemns.
censoree,One who is censored.
censurer,One who censures.
centenarian,One who is at least 100 years old
centillionaire,"Somebody whose wealth is greater than one centillion units of the local currency, or, by extension, an extremely rich person"
centoist,"One who compiles a cento, or collection of writings by various authors."
centre of attention,Something that attracts a lot of attention
cerealogist,"One who practices or studies cerealogy, or crop circles."
cerebralist,One who accepts cerebralism.
cereologist,"Someone who studies crop circles, especially one who believes that they are not man-made or formed by other terrestrial processes"
certificant,"One who is (professionally or academically) certified, one who has received a certification."
certitude,Something that is a certainty
cessationist,One who subscribes to cessationism.
cestuy que trust,"One who has the equitable and beneficial interest in property, the legal interest in which is vested in a trustee."
chafer,One who chafes.
chafferer,One who chaffers; a bargainer.
chain-ganger,"Someone who has been forced to work in a chain gang, usually a convict."
chain smoker,"One who smokes continuously, by lighting one cigarette when they finish another, as in a chain."
chain smoker,One who habitually smokes a lot.
chainmaker,One who makes chains.
chainman,One who wields a chain or measuring tape.
chairholder,One who holds the role of academic chair.
chairman,"Someone whose job is to carry people in a portable chair, sedan chair, or similar conveyance"
chairwarmer,One who occupies a post or employment but does no useful work.
challenger,"One who challenges; especially, one who plays against the current champion of a game or contest in hopes of winning and becoming the new champion"
champer,one who champs or bites
champian,Someone who farms land that is not enclosed.
champion,Someone who is chosen to represent a group of people in a contest
champion,Someone who fights for a cause or status
champion,Someone who fights on another's behalf
champion-elect,One who is to be made a champion.
championer,One who champions something
chancing,Something that happens by chance
changemaker,One who makes a change.
chanter,One who chants or sings.
chaologist,One who studies chaology.
chaos theorist,One who studies chaos theory.
chaoticist,One who studies chaos theory.
chapelgoer,One who regularly attends chapel
characterizer,"One who, or that which, characterizes."
characterologist,One who studies characterology.
charader,One who takes part in a charade
charanguista,Someone who plays a charango.
chargee,"One who is charged; the person on whom a charge is levied, who is charged with a crime, who is charged to do something, etc"
chargee,One who is given charge of caring for another's animal or herd
charger,one who charges
chasee,One who is chased
chaser,One who unhooks chokers from the logs at the landing
chastener,One who chastens.
chastiser,Someone who chastises 1779 Samuel Johnson (ed) - The Works of the English Poets That kind chastiser of thy soul in joy! 2000 A.C
chawer,One who chaws; a chewer
cheapener,One who cheapens.
cheapskate,Someone who stingily avoids spending money
cheapskate,Someone who does not give freely
cheat,Someone who cheats (informal: cheater).
cheatee,One who is cheated.
cheater,One who cheats.
cheatercock,"Someone who violates rules in order to gain an advantage; a cheater.[1] 2015 August 11, The News Minute[1]:Cheater cock Kerala cop: IPS officer found guilty of cheating in exam"
checker,One who checks or verifies something.
checker,One who makes a check mark
checker,One who hinders or stops something.
checkwriter,One who writes checks.
cheermaster,"One who leads a group, such as scouts or sports fans, in cheering"
cheesemonger,Someone who sells cheese.
cheeser,Someone who makes or sells cheese
chemophobe,One who has an irrational fear of chemicals.
chemotaxonomist,One who studies chemotaxonomy.
chemotherapist,One who administers chemotherapy.
cherisher,"Someone who cherishes something 1797, Charles and Mary Lamb, Written on the Day of my Aunt's Funeral, in The Works of Charles and Mary Lamb IV[1]:She was to me the 'cherisher of infancy.' 1891, Henry Morley, Footnote 3, in The Spectator, Volumes 1, 2 and 3[2]:Sir Robert Drury was so cordial a friend that he gave to Donne and his wife a lodging rent free in his own large house in Drury Lane, 'and was also,' says Isaac Walton, 'a cherisher of his studies, and such a friend as sympathized 'with him and his, in all their joys and sorrows.'"
chess boxer,Someone who participates in chess boxing
chewer,One who chews
chicaner,One who uses chicanery
chider,One who chides.
chief of party,One who provides leadership in the overall management of large projects or initiatives
chiffonier,One who gathers rags and odds and ends; a ragpicker.
childcarer,One who works in childcare.
childrearer,One who rears (cares for and raises) a child.
chiliast,One who believes that Jesus will reign over Earth for a thousand years; a millenarian.
chiller,"Something that chills a machine that produces cold air, either for air conditioning, to prepare chilled foods etc"
chimist,Someone who plays the chimes.
chip off the old block,Someone who takes after one of his or her parents
chip shot,Something that is easy to do or to achieve
chipper,Someone who chips (e.g
chirographist,One who tells fortunes by examining the hand.
chirologist,One who engages in palm reading.
chiromancer,One who practices chiromancy; a palm reader
chironomer,One who performs chironomy.
chiropterologist,Someone who studies bats (the flying mammals)
chirruper,One who chirrups
chiseler,One who uses a chisel for carving.
chitarronist,Someone who plays the chitarrone.
chivvier,Agent noun of chivvy: one who chivvies; especially a hunter
chivvy,"Something that encourages one to act; a goad, a spur"
chloroformer,One who uses chloroform.
chocoholic,Someone who has such a liking for chocolate that they appear to be addicted to it
chocolate face,One whose face is covered in chocolate.
choker,"One who, or that which, chokes or strangles"
choker,One who operates the choke of an engine during ignition.
choker,"One who performs badly at an important part of a competition because they are nervous, especially when winning."
choosable,Something that may be chosen; an option or alternative.
chooser,One who chooses something.
choreic,One who has chorea
chorizont,"One who challenges a widely held assumption of authorship for a major work, especially one who believes that the Illiad and the Odyssey were written by different authors"
chorographer,Someone who describes a particular region or country
chorologist,One who studies chorology.
chortler,Someone who chortles
choruser,"Someone who choruses, or sings in a chorus."
chouser,Agent noun of chouse: one who chouses
chrematist,One who studies or guides the wealth of the state; a political economist
chrematist,One who seeks to acquire wealth; a money-grubber
christener,One who christens.
chronographer,One who writes a chronography; a chronologer
chronophage,Something that wastes time
chronophile,One who is attracted to those of a specific and different age group.
chucker,One who chucks; a thrower.
chuckler,Someone who chuckles.
chummer,One who fishes by casting chum into the water to attract the fish.
church organist,Someone who plays a church organ.
churchgoer,One who regularly goes to church; a practicing Christian
churchy,one who is piously Christian
cidermaker,Someone who brews cider.
cigar box guitarist,Someone who plays the cigar box guitar.
cincher,"Something that cinches as in holds and fastens, such as a belt or corset."
cincher,Something that proves a point or concludes a story Now comes the cincher...
cinemagoer,One who visits a cinema in order to watch a film.
cinemaphobe,One who dislikes movies
cinephotographer,One who records motion pictures.
cipherer,One who ciphers.
circle jerker,Someone who engages in a circle jerk
circler,"One who circles, or makes a circular motion."
circuiter,"One who travels a circuit, such as a circuit judge"
circumambulator,Someone who walks around something
circumcisee,One who is circumcised.
circumcisor,One who carries out circumcision.
circumlocutionist,One who uses circumlocutions.
circumscriber,"One who, or that which, circumscribes."
circusgoer,One who attends a circus
cirripedologist,One who studies cirripedology.
citer,One who cites.
citriculturist,One who cultivates citrus fruits.
citternist,Someone who plays the cittern.
civic hacker,"One who collaborates with others to create open source solutions using publicly-released data, code and technology to solve local social, economic, and environmental challenges."
civilizer,"One who, or that which, civilizes."
cladder,"One who applies cladding, or insulation"
claim jumper,One who disreputably mines land legitimately claimed by another.
claimable,Something that can be claimed
claimant,One who claims; one who makes a claim
clairaudient,One who has the power of clairaudience.
claircognizant,One who has the power of claircognizance.
clairsentient,One who has the power of clairsentience.
clamdigger,One who digs for clams.
clammer,One who digs for clams.
clamourer,One who clamours.
clamper,"One who, or that which, clamps"
clanger,Something that clangs; an alarm bell (also figuratively)
clanker,Something that makes a clanking noise
clapper,One who claps; a person who applauds by clapping the hands.
clarifier,"One who, or that which, clarifies."
clarinetist,Someone who plays the clarinet.
classer,One who classes or classifies
classical guitarist,Someone who plays the classical guitar.
classicalist,"One who adheres to what is classical, as for example in art"
classifier,Someone who classifies.
clatterer,One who clatters.
claudicant,One who limps.
claustrophiliac,One who has claustrophilia.
claustrophobe,One who suffers from claustrophobia
clavichordist,Someone who plays the clavichord.
claviger,One who carries a club; a club bearer.
clawer,One who claws things
clean coder,somebody who writes generally clean code.
cleanser,"Something that cleanses, such as a detergent."
clearer,Someone who or something which clears
clearstarcher,One who clearstarches.
clencher,One who clenches.
clerk,"One who occupationally works with records, accounts, letters, etc.; an office worker"
clickbaiter,One who creates or publishes clickbait
clicker,"Someone who clicks, for example using a computer mouse."
client,One who receives help or services from a professional such as a lawyer or accountant
climate denier,"Someone who denies that global climate change is real or, if real, that it is due to human activities; climate denialist"
climatotherapist,One who practises climatotherapy.
climaxer,One who achieves an orgasm
climber,One who climbs.
clinger,One who clings.
clipper,"Something that moves swiftly; especially: (nautical) Any of several forms of very fast sailing ships having a long, low hull and a sharply raked stem"
cloakmaker,Someone who makes cloaks.
clobberer,"One who, or that which, clobbers."
clogger,"One who, or that which, clogs."
cloner,Someone who clones something.
clothesmaker,One who makes clothes.
clothesman,Someone who sells clothes
clouder,agent noun of cloud
cloudspotter,One who engages in cloudspotting.
clouter,One who clouts or strikes.
clubber,"One who partakes in clubbing, who frequents nightclubs."
clubber,"One who clubs, who hits objects with a club."
clubgoer,Someone who goes to a nightclub for pleasure.
clucker,One who clucks.
clutcher,One who clutches.
clutterer,One who clutters
co-opinionist,Someone who has the same opinion.
co-owner,Someone who owns something together with one or more other people
co-parent,"Someone who shares in the parenting of a child or children, such as: a godparent a divorced or separated parent who shares custody with the other parent"
coabuser,Someone who collaborates with or refrains from interfering with an abuser in perpetrating abuse.
coachee,One who is coached (receives training).
coagulator,Something that causes coagulation (clumping or solidifying).
coalheaver,One who feeds coal into a furnace.
coalman,Someone who delivers coal.
coalman,Someone who sells coal.
coalminer,One who mines for coal.
coalowner,One who owns a coal mine
coalworker,One who works in a coal mine.
coaster,Agent noun of coast: one who coasts.
coaster,"Something that coasts, such as a sled or toboggan."
cobelligerent,One who wages war on the same side; a military ally.
coccidologist,One who studies coccidology.
cochair,Someone who serves as the chair of a meeting or organization together with one or more other chairs
cockblocker,Agent noun of cockblock: one who cockblocks
cocker,One who breeds gamecocks or engages in the sport of cockfighting
cockfighter,One who engages in a cockfight.
cockler,One who finds and sells cockles.
cockmaster,One who breeds gamecocks.
cocktailian,Someone who makes cocktails.
cocomposer,One who jointly composes a work with somebody else.
cocreator,One who cocreates; a joint creator.
cod psychologist,One who indulges in cod psychology
coddler,One who coddles (treats with excess care)
codependency,Something that is codependent
codesigner,One who codesigns; a designer who works with another.
codirector,"Someone who directs something together with one or more other people 1988 December 9, James Krohe Jr., Media: Not Made for TV, in Chicago Reader[1]:The film's codirector explained that she'd aimed to convey an emotional understanding of the topic [] ."
codiscoverer,One who jointly makes a discovery.
coeliac,Someone who has coeliac disease
coercee,One who is coerced.
coercer,One who coerces
coetanean,One who is the contemporary of another
coexister,One who coexists
cofacilitator,One who cofacilitates.
cofferer,One who keeps treasures in a coffer.
cofilmmaker,"One who makes or directs a film together with someone else 1988 February 26, Jonathan Rosenbaum, Form Counts, in Chicago Reader[1]:If Blank and his collaborators (cofilmmakers Maureen Gosling, Chris Simon, and Susan Kell) are ultimately done in by their arch uses of film rhetoric, Luc Moullet and Antonietta Pizzorno attempt to eliminate film rhetoric from their discourse entirely--which is of course impossible, although their calculated disdain for ""technique"" almost makes this idea begin to seem plausible."
cognitivist,One who subscribes to the philosophy of cognitivism.
cognizer,"One who, or that which, cognizes"
cognizor,One who acknowledged the right of the plaintiff or cognizee in a fine; the defendant
cogovernor,"Someone who governs something together with someone else 1988 June 17, Harold Henderson, Big Ideas, in Chicago Reader[1]:Students [] are cogovernors in the Assembly of Shimer College (which sets policy under the board of trustees and is constituted as ""a participatory democracy""), and cosustainers of the college's day-to-day operations."
cohabitator,One who cohabits.
cohabiter,One who cohabits; a cohabitant
cohabitor,One who cohabits.
coheadliner,One who coheadlines.
coherentist,"One who supports coherentism in terms of truth or justification 2007 July 12, HaroldLangsam, Rationality, Justification, and the Internalism/Externalism Debate, in Erkenntnis, volume 68, number 1, DOI:10.1007/s10670-007-9059-9:So the foundationalist holds that both experiences and beliefs can justify beliefs, whereas the coherentist holds that only beliefs can justify beliefs."
coin of the realm,Something that is valued like money within a particular context
coincidence theorist,"Someone who rejects the claims of conspiracy theories, believing that any observations or occurrences are better explained by more mundane causes."
coincider,One who coincides with another in an opinion.
coinfectant,Something that infects along with another
coinhabitant,"One who dwells with another, or with others"
coinmaker,One who makes coins
coinventor,One who invents something jointly with another person or persons.
coinvestigator,One who takes part in a joint investigation.
coinvestor,One who makes a joint investment.
colaborer,One who labors with another; an associate in labor.
cold caller,One who cold calls.
cole-prophet,"One who pretends, by magic or occult means, to predict the future, tell fortunes, etc.; a sorcerer or diviner."
coleopterist,One who studies beetles.
colinguist,One who speaks the same language.
collaborationist,"One who collaborates, a collaborator."
collagist,"One who makes collages, or who has made a specific collage."
collarmaker,Someone who makes collars.
college-goer,One who attends college
collembologist,One who studies springtails (hexapods of the subclass Collembola)
colloquist,One who takes part in a colloquy
colluder,One who conspires in a fraud.
colonizer,One who establishes or joins a colony; a colonist
colorer,One who colors.
colorimetrist,One who is involved in colorimetry.
colorist,One who colors; an artist with a talent for coloring.
colourist,One who colours; an artist with a talent for colouring
colposcopist,"One who performs colposcopy, especially as a profession."
comanager,One who comanages.
combater,One who combats
combine driver,One who drives a combine harvester.
come-outer,"One who abandons or withdraws from an established religion, opinion, custom, creed, etc"
come-outer,One who seeks radical political or religious reform
comer,One who is catching up in some contest and has a likelihood of victory.
comer,One who arrives
cometographer,one who describes or writes about comets
comfort,Something that offers comfort
commander,One who exercises control and direction of a military or naval organization.
commander,One who exercises control and direction over a group of persons.
commencer,One who commences.
commendatary,One who holds a living in commendam.
commender,One who commends
commensal,One who eats at the same table.
commenter,One who comments.
commercialist,Someone who engages in commerce
commercialist,Someone who supports commercial activity
commingler,"One who, or that which, commingles."
commiserator,One who commiserates or pities.
commissionee,One who has received a commission.
commissioner,Someone who commissions something
commodifier,One who commodifies
commoner,Someone who is not of noble rank
commonplace,Something that is ordinary
commonwealthman,"Someone who lived under the English Commonwealth of the 17th century, especially an adherent of it; loosely, a republican"
communer,One who communes with someone or something.
communer,One who receives communion
communicant,One who communicates
communicator,"Someone who, or something that communicates"
communionist,One who takes part in Holy Communion; a communicant.
communizer,One who communizes.
commuter,One who commutes (etymology 1).
compacter,Something that compacts things (e.g
compacter,One who makes a compact or agreement.
comparandum,Something that is compared; the subject of a comparison.
comparer,"One who, or that which, compares."
compartmentalizer,One who compartmentalizes
compatible,Something that is compatible with something else
compeller,Agent noun of compel; one who compels.
competitive advantage,something that places a company or a person above the competition
compilator,One who compiles something.
compiler,One who compiles
complainant,One who makes complaint
complainee,One who is complained about; the subject of a complaint.
complainer,"One who complains, or is known for their complaints."
complementarian,"Someone who believes that men and women are equal in status but can have different and complementary roles, especially in marriage."
completer,One who completes something.
completionist,One who insists on completion
complicator,One who or that which complicates.
complier,One who complies or obeys
complimentee,One who is complimented.
complimenter,One who compliments.
complotter,One who complots; a conspirator.
composer,One who composes; an author
composer,"One who, or that which, quiets or calms"
compositor,"One who, or that which, composes or sets in order"
compotator,One who drinks (alcoholic beverages) with another; a fellow drinker
compounder,"One who attempts to bring persons or parties to terms of agreement, or to accomplish ends by compromises"
compounder,"One who compounds a debt, obligation, or crime"
comprehender,Agent noun of comprehend: one who comprehends
compromiser,"One who compromises; especially, one who compromises readily 2009, January 2, Is Ken Salazar Too Nice?[1]:The word on Ken Salazar, tapped by President-elect Barack Obama to run the Interior Department, is that he is friendly, approachable, a good listener, a genial compromiser and a skillful broker of deals."
comprovincial,One who comes from the same province.
compulsive,One who exhibits compulsive behaviours.
compulsory,Something that is compulsory or required
computationalist,One who subscribes to the theory of computationalism.
computer scientist,One who studies or practises computer science.
computerphile,One who loves computers
computist,One who performs computations.
computist,One who performs computus (calculation of the date of Easter)
concealer,"Something that, or someone who, conceals."
conceder,One who concedes.
conceivability,Something that is conceivable.
conceiver,"One who, or that which, conceives."
concelebrant,One who concelebrates.
concentrator,One who concentrates
conceptionist,One who subscribes to conceptionism.
conceptualist,One who maintains the theory of conceptualism
conceptualizer,One who conceptualizes
concertinist,Someone who plays the concertina.
concessionaire,"one who holds a concession or a right granted (for example, by the government) to conduct a certain business 1920, Frederick Spencer Hamilton, The Days Before Yesterday From 1830 to 1871 there were public gaming-tables in Heligoland, and the Concessionaire paid such a high price for his permit that the colonial finances were in the most flourishing condition."
concessionaire,someone who runs a concessions stand typically selling food and drinks
concessionary,"one who owns a concession or a franchise 1890, Benjamin Harrison, State of the Union Address That Government seized the Delagoa Bay Railway, which was constructed under a concession granted to an American citizen, and at the same time annulled the charter"
concessioner,"One who obtains or desires to obtain a concession, as a grant of land, or a privilege or immunity of some kind; a concessionary."
conchologist,"One who collects shells, especially for the purpose of scientific study."
concierge,One who attends to the wishes of hotel guests.
concierge,One who attends to the maintenance of a building and provides services to its tenants and visitors.
concipient,"One who conceives, who has an idea or concept"
concocter,"One who, or that which, concocts."
concordist,One who compiles a concordance.
concretum,"Something that is concrete, rather than abstract"
concubinarian,One who takes a concubine.
concurrent,"One who, or that which, concurs; a joint or contributory cause"
concurrent,One who accompanies a sheriff's officer as witness.
condemnee,Someone whose property has been condemned
conder,One who watches shoals of fish so that they can be caught; a balker.
condescender,One who condescends.
conditioner,someone who trains athletes or racehorses
conductor,One who conducts or leads; a guide; a director
conductor,"Something that can transmit electricity, heat, light or sound."
confabulator,One who confabulates.
confabulist,One who confabulates; a companion with whom one chats or confers
confabulist,One who invents elaborate stories
conferencee,One who attends a conference.
