Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive
5904,negrophilism,Noun,A liking for black people, now offensive,"1965, Robert Penn Warren, Who Speaks for the Negro? The only trouble with this negrophilism is that it doesn't recognize the Negro as a man. It recognizes him only as a Negroif sometimes as a Negro Jesus Christ. And that is the worst condescension of all. 1998, Jim Goad, The Redneck Manifesto (page 248) His negrophilism seems to be nothing beyond a fashion statement, almost a way of accessorizing. It's black pride without ever having to endure the downsides of being black.",False,False,False,False,False,True
11590,niggah,Noun,Alternative spelling of nigga, possibly offensive,,False,False,False,False,False,True
11591,niggah,Noun,Alternative spelling of nigger, offensive,,False,False,False,False,False,True
11622,nigger,Noun,"A fish, the luderick (Girella tricuspidata).", now offensive,,False,False,False,False,False,True
11631,nigger,Verb,To behave as a stereotypical black person," intransitive, offensive","1989, Reynolds Price, The surface of earth, Ballantine Books, page 120:His father said, Niggering, I was niggering about. You knew that surely. 2007, George Hovis, Vale of Humility: Plain Folk in Contemporary North Carolina Fiction, Univ of South Carolina Press, page 86:Forrests rediscovery of his father coincides with his discovery that old Robinsons niggering around produced at least one child of mixed race. 2008, Joe Ambrose, Gimme Danger: The Story Of Iggy Pop, Music Sales Group:I mean he was niggering. Niggering out, grabbing at my leg and microphone cord. I said, Stop that you damn nigger! and that takes guts!",False,False,False,False,False,True
11632,nigger,Verb,To treat as inferior," uncommon, transitive, offensive","1997 January 18, Joe Frisch, Anglo-US relations under a Blair Government, in uk.org.mensa, Usenet[4]:The gated community is a powerful tool in the systematic and sustained niggering of local 3rd-world communities - namely, in the book, the Hispanic (mostly wetbacK[sic]) community 1999 December 3, Jeff Welch, Who is McGuyver and why was he ""niggered?, in seattle.general, December 3, Usenet[5]: He is on TV saying that he was ""abused"" by the police and treated like a nigger. 2003 July 16, Mob Attacks Palestinian Pollsters Who Told The Truth, in soc.retirement, Usenet:Why would many Paletinians want to return to a land where they would be ""niggered"" for the benefit of the Israelis as the present Palestinian population is",False,False,False,False,False,True
11633,nigger-brown,Noun,Of a very dark brown color," offensive, ethnic slur","1935, Alan Campbell-Johnson, Growing Opinions: A Symposium of British Youth Outlook (page 165) She is on the sofa, knitting a nigger-brown jumper which looks as if it will be quite successful. 1949, C. Geoffrey Holme, Decorative Art (page 26) Fireplace, AT LEFT, tiled with nigger-brown briquettes. 1938, Interior Decoration To-day (page 132) The walls and ceiling of this drawing-room in Montague Square are painted ivory. The modern sofa built on classical lines is covered in nigger brown striped moire and fringed all round with brown and white spaced fringe [] 1956, Homes and Gardens (volume 38, page 175) We have a three-piece suite upholstered in nigger-brown velvet []",False,False,False,False,False,True
11634,nigger-fish,Noun,"A Caribbean grouper, yellowfish, coney (Cephalopholis fulva) (syn", now offensive,"Epinephelus punctatus, Enneacentrus punctatus (family Serranidae)).",False,False,False,False,False,True
11641,nigger-rig,Verb,"Synonym of jury-rig (create a makeshift, ad hoc solution from resources at hand).", offensive,,False,False,False,False,False,True
11643,nigger-rigged,Adjective,"Synonym of jury-rigged 1998, David K"," chiefly Southern US, offensive","Shipler, A Country of Strangers: Blacks and Whites in America, page 279 In Louisiana and elsewhere, some folks still use the term nigger-rigged as a substitute for jury-rigged, meaning makeshift, put together or repaired sloppily and hastily and, hopefully, temporarily",False,False,False,False,False,True
11653,nigger in the woodpile,Noun,"A hidden motive, influence or factor; a concealed (potential) snag; something suspicious"," offensive, ethnic slur","1858 December 20, ""The Huntington and Whitley Case"", The Legislative Sentinel, Vol. I, No. 14, page 137. Democra s[sic] placed no nigger in the woodpilethe imputation came with a bad grace from the gentleman from Kosciusko. Synonym: nigger in the fence",False,False,False,False,False,True
11664,nigger rich,Adjective,"Living ostentatiously; spending money recklessly, especially a limited supply of money"," idiomatic, offensive, ethnic slur, of a person","2004, Red Jordan Arobateau, The Rich/The Poor in Spirit, ISBN, p. 177: The hos were young, nigger-rich and sassy. On a good night these girls age 16 to 23 could earn $80 minimum. 2005, Robert B. Parker, Double Play, ISBN, p. 35: People who spent money foolishly on ostentation were nigger rich. 2007, Johnny Wright, The Lost Chagall, ISBN, pp. 186-187 ""What is this nigger rich you speak of?"" Grandmother Nina asked, interrupting Walter's saga. . . . ""Well, Nigger rich is an expression in America, especially the southeast, which loosely translated means: When a man who has an abundance of money, who has never had that much money, he usually goes out and spends it foolishly. It was attributed to blacks in America, because often, when they acquire a windfall of money, they seem to go out and purchase big cars, usually a Cadillac."" 2009, Robert E. Pierre and Jon Jeter, A Day Late and a Dollar Short: High hopes and deferred dreams in Obama's ""postracial"" America, online edition: Bernie Mac: Yeah, but she think we're old country club richShoot, we just nigger rich. SCENE FROM THE THE BERNIE MAC SHOW",False,False,False,False,False,True
11671,nigger toe,Noun,A brazil nut.," colloquial, offensive",,False,False,False,False,False,True
11674,niggeration,Noun,The quality of being niggerized," offensive, ethnic slur","1974, Ernest Brawley, The Rap, link: Uncle Big Arv marched them out into the Isolation Yard and after a little racial disturbance out there, a few minutes of niggeration [] 1981 April, Ebony, volume 36, number 6, page 16: Ben Vereen, you ought to be tarred and feathered for the egotistical, insensitive, stereotypical niggeration of yourself and all Black people [] 2009, Susan Calhoun, Freeway Close, page 43: The niggeration of America.",False,False,False,False,False,True
11675,niggerbabble,Noun,Any dialect spoken by black people.," derogatory, offensive, ethnic slur",,False,False,False,False,False,True
11677,niggerball,Noun,The sport of basketball," uncountable, derogatory, offensive, ethnic slur","2002, ""Lieberal Death"", Your TV viewing for This Evening (on newsgroup rec.sport.pro-wrestling) It's easy to see how Amerika's so easily turning into a police state, give the unwashed masses their television and some niggerball and they'll ignore the fact that they're slaves. 2004, H. A. Covington, A Distant Thunder [] two-hundred dollar tennis shoes named after some niggerball player []",False,False,False,False,False,True
11679,niggerbitch,Noun,A black woman," ethnic slur, offensive","1987, Stephen King, The Drawing of the Three (page 283) She remembered everything: how she had fought them, how they had tied her into her chair, how they had taunted her, calling her niggerbitch, niggerbitch. 2005, Loyd Skiles, Truck'n A fat little fucker buying a Ben And Jerry's Ice Cream was talking to a niggerbitch in line as I was buying a coke []",False,False,False,False,False,True
11681,niggerboy,Noun,A young black man.," offensive, ethnic slur",,False,False,False,False,False,True
11685,niggerdick,Noun,A contemptible person or thing," ethnic slur, offensive","2003, John Domini, Talking Heads, page 77 You and this niggerdick up the ass you call a city.",False,False,False,False,False,True
11687,niggerdom,Noun,The realm or sphere of niggers., offensive,,False,False,False,False,False,True
11690,niggeresque,Adjective,Resembling or pertaining to black people.," offensive, ethnic slur",,False,False,False,False,False,True
11693,niggerette,Noun,A black girl.," offensive, ethnic slur",,False,False,False,False,False,True
11697,niggerfied,Adjective,Brought into niggerdom; converted to the ways or norms of niggers," offensive, ethnic slur","1918, Elizabeth Robins, Camilla But now she was addressing Mrs. Trenholme in a drawling, niggerfied English [] 1999, Barbara E. Smith, Neither Separate Nor Equal: Women, Race, and Class in the South (page 48) They knowed the Melungeons, like the Cherokees had let runaway slaves hide out amongst them. This with their dark skin was enough to make our grandpappies see pretty plain that the Melungeons was a niggerfied people. 2004, Denise Fillyaw, Water Sign (page 237) I finally called the Lionel Show, and was fortunate that this intelligent, not loud or niggerfied, college educated black woman answered.",False,False,False,False,False,True
11707,niggerhead,Noun,A coneflower., now offensive,,False,False,False,False,False,True
11708,niggerhead,Noun,An isolated part of a coral reef, now offensive,"1989, Rachel Louise Carson, Jeffrey S. Levinton, The Sea Around Us, page 135: Landward is the almost unbroken wall of submerged reefs where the big niggerhead corals send their solid bulks up to within a fathom or two of the surface.",False,False,False,False,False,True
11712,niggerhood,Noun,The state or period of being a nigger, offensive,"1972, George E Kent, Blackness and the adventure of Western culture But this time, black literature will be pressed to meet also the cry that is abroad for images of a positive niggerhood. 2001, Steve Yarbrough, Visible spirits He still believed that folks who held a fortune could rise above niggerhood.",False,False,False,False,False,True
11714,niggerish,Adjective,Like or characteristic of a nigger," derogatory, offensive, ethnic slur","1866, The Atlantic Monthly: So when I say that my Auntie's piety was not of the niggerish kind... 1886, Michael Magaul Eli Robinson McCall, No-history Versus No-war or The Great Tootle Rebellion Exposed, p. 261: [T]hey should specially avoid the fanatics who [] have temporarily changed a federal republic into a sort of niggerish monarchy or empire [] 1958, ""Talking About"", Jet, Vol. 14, No. 3, p. 47: She told him in her native Virginia mountain-area dialect: ""That's what ah said. Ah don't like these niggerish places."" 2002, Loretta I Winters, Herman L DeBose, New faces in a changing America: In a voice dripping with sarcasm, Bernhard related, ""Mariah's been getting a little niggerish on us... she been seeing those rap stars...""",False,False,False,False,False,True
11716,niggerishness,Noun,The quality of being niggerish," offensive, ethnic slur","1997, Dewayne Wickham, Thinking Black Too many of us have escaped through the eye of the needle and when we look back we see only niggerishness, which spurs us to put even more distance between ourselves and our people. 2007, Robert Reid-Pharr, Once you go Black: choice, desire, and the Black American intellectual (page 131) I have continued in this vein by arguing that even when the black subject turns pathological, becomes the bad black, his antisociality, his niggerishness, once again does the important work of demonstrating that he is removed from the main currents of modern society []",False,False,False,False,False,True
11721,niggerization,Noun,The usually systematic act of dehumanizing black people," offensive, ethnic slur","2008, David Hilliard, The Black Panther Party: service to the people programs The basic goals of niggerization were to promote white greed and hatred... 2009, Cornel West, Hope on a Tightrope: Words and Wisdom What are the conditions under which black people will straighten their backs? How do you shake the niggerization out of black people?",False,False,False,False,False,True
11722,niggerize,Verb,To subject to niggerization," transitive, ethnic slur, offensive","1971, Nicholas M. Regush, The Drug Addiction Business (page 126) It's difficult to view only the addict as ""sick"" when a ""normal"" society is rotting: with racial conflict, with increasing poverty, with a school system niggerizing potentially creative minds, with obscene military spending and war aggression []",False,False,False,False,False,True
11727,niggerless,Adjective,"Without any negroes; without black people 1838, Poe, Edgar Allan, A Predicament:Dogless, niggerless, headless, what now remains for the unhappy Signora Psyche Zenobia? 1859 (Feb"," offensive, ethnic slur","25), Sen. Benjamin Franklin Wade, Congressional Globe, 1354 passim, in American History Told by Contemporaries: Welding of the nation, 1845-1900, edited by Albert Bushnell Hart, published 1901 The question will be, shall we give niggers to the niggerless, or lands to the landless? 1977, New York Affairs, volume 4, number 2-4, page 76:The Absentee Force commutes from the ticky- tacky wonderland of Massapequa to serve their time; the others retreat, in off-duty hours, to cavernous saloons, to reminisce about ""niggerless"" New York ball clubs 1988, Crane, John Kenny, The Yoknapatawpha Chronicle of Gavin Stevens, page 240:Jason Compson, now motherless and niggerless but not Benjy-less [1933], converted the old Compson place into apartments and sold it to a local man as a boarding house, renting one apartment back in which to house Benjy []",False,False,False,False,False,True
11728,niggerlike,Adjective,Resembling or characteristic of a nigger," derogatory, offensive, ethnic slur","1855, Francis Colburn Adams, Our World: Or, The Slaveholder's Daughter [] now he listens to mine host as he recounts the strange absence of the preacher, pauses and combs his long red beard with his fingers, looks distrustfully, and then says, with a quaintness that disarmed suspicion, ""Niggerlike! preacher or angel, nigger will be nigger! []",False,False,False,False,False,True
11731,niggerlips,Noun,"A person, especially a black person, with large lips."," plural only, offensive, ethnic slur",,False,False,False,False,False,True
11734,niggerly,Adjective,Niggerlike," derogatory, offensive, ethnic slur","1885, James Hogg, Florence Marryat, London Society (volume 47, page 289) a nice, clean, tidy, healthy little city, with a native population neither so thoroughly niggerly, nude and nidorous as it was when my lines were cast there. 1988, Aldon Lynn Nielsen, Reading Race And again: to be niggerly is not necessarily to be niggardly. It is niggerly for instance to single out Fannie Stearns Davis for dispraise, but it can't be called niggardly to name nobody else in the world but to praise them. 1988, Adrienne Kennedy, Adrienne Kennedy in One Act (page 10) He was a wild black beast who raped my mother. [] Ever since I can remember he's been in a nigger pose of agony. He is the wilderness. He speaks niggerly groveling about wanting to touch me with his black hand.",False,False,False,False,False,True
11735,niggerman,Noun,A black man," derogatory, ethnic slur, offensive","1992, Jill McCorkle, July 7th (page 178) Well, what I didn't tell you is that her boyfriend is a niggerman, uh, Negro.Ernie, I thought you said you hired a nice girl!She seemed nice enough, he stammers. She can type and she seemed like a nice girl. 2010, Maryse Conde, Victoire: My Mother's Mother (page 66) Once she pushed open the door of one of these dives, a niggerman would be bound to mount her like a tambouy, his drum. Afterward he would turn his back on her like Dernier did. 2014, Marlon James, A Book of Night Women They whip again and some of the niggermen turn back to work, but some still stand straight.",False,False,False,False,False,True
11737,niggerness,Noun,The state or period of being a nigger., offensive,,False,False,False,False,False,True
11738,niggerology,Noun,"The study of black people, especially when isolated as a problem group"," pseudoscience, offensive","1970, Sidney Fine Gerald Saxon Brown, The American past: conflicting interpretations of great issues:Josiah Nott, readying one of his broadsides for publication, wrote: ""All the articles I have written on niggerology have been eagerly sought for at the South, and in the present excited state of the political world, I think the thing will go well. 1996, Charles Eric Lincoln, Coming Through the Fire: Surviving Race and Place in America, ISBN, page 30:Mr. Martin could not imagine life without niggers, and since they were inevitable, he considered it a matter of common expedience to know what to expect of them. Hence, he had developed his own science of niggerology, which he used like an Etruscan bed, lopping off some here, stretching some there to achieve a common fit for all. 2003, Eva Rutland, No Crystal Stair, ISBN, page 313:I thought your major was political science, not niggerology!"" 2007, Jabari Asim, The N Word: Who Can Say It, who Shouldn't, and why, ISBN, page 53:In the year of the Dred Scott decision, the bookselling concession at a Nott lecture offered one-stop shopping for anyone with an interest in niggerology.",False,False,False,False,False,True
11744,niggerspeak,Noun,Any dialect spoken by black people.," derogatory, offensive, ethnic slur",,False,False,False,False,False,True
11747,niggerwhine,Noun,Complaints made by black people," derogatory, offensive, ethnic slur","2001, ""webley"", Great African Americans Past Present (on newsgroup alt.politics.nationalism.black) It just kills you to know the truth, not that niggerwhine that you posted. 2005, ""Byker"", ""Legos beez racist!"" HAHAHAHA! (on newsgroup alt.activism.children) Translation: Lego must cave in to niggerwhines and throw money at ""black charities"" if they don't want Jesse and Fat Al careening off the walls. 2008, ""Massah Samuel's Nog Repellant"", Re: This is an experiment. (on newsgroup alt.music.michael-jackson) Anthony Brandy's threats and niggerwhine accomplished nothing last year, evil mouseshit, why would you imagine it would be any different this year.",False,False,False,False,False,True
11749,niggery,Adjective,Of or like a nigger," derogatory, ethnic slur, offensive","1936, Margaret Mitchell, Gone with the Wind She remembered the hot sun, the soft red earth under her sick head, the niggery smell of the cabin behind the ruins of Twelve Oaks, remembered the refrain her heart had beaten [] 2004, Aidan Higgins, A Bestiality, page 499 [] hearing only voodoo incantations and wicked spells and niggery maledictions and sorcery thrown his way. 2009, Smith, Mark M, How Race Is Made: Slavery, Segregation, and the Senses, page 138 I was at the age when girls love flashy stuff, but Gran called that 'niggery.' Reba knew niggery when she saw it and so altered her own presentation of self.",False,False,False,False,False,True
11750,niggeryard,Noun,An area at a plantation with slave barracks.," Caribbean, offensive",,False,False,False,False,False,True
11783,nigguh,Noun,Eye dialect spelling of nigger., offensive,,False,False,False,False,False,True
11784,nigguh,Noun,Eye dialect spelling of nigga.," possibly offensive, African American Vernacular",,False,False,False,False,False,True
11788,niggy,Noun,"nigger (black person) 1928, Newman Ivey White, American Negro Folk-Songs (page 443) Joe cotton, dig corn, / Den we feed de niggies, / An oh, lord Moses, / What a liscious time for niggas"," offensive, ethnic slur","1994, SPIN (volume 10, number 3, page 96) Such songs as ""What a Niggy Know"" and ""Black Bastards and Bitches"" gather force as they go along, making subtle and sometimes funny comments on everyday stuff [] 1976, New York Magazine (volume 9, number 47, page 102) ""Whites don't like us because they think we're niggies. And blacks don't like us because they think we're whiteys. We don't fit anywhere. That's why we've gone off alone, created a totally separate thing.""",False,False,False,False,False,True
12160,nigra,Noun,A black person.," offensive, ethnic slur",,False,False,False,False,False,True
30671,nuthouse,Noun,A hospital for the mentally ill," informal, offensive",Synonyms: see Thesaurus:mental hospital That guy is totally crazy; he belongs in a nuthouse.,False,False,False,False,False,True
1233,Leb,Noun,a Lebanese or Middle Eastern person," Australia, ethnic slur, offensive, derogatory","2015, Johnny Lieu, Cronulla Riots: What happened on one of Australia's darkest days, in Mashable[1]:'Every fucking aussie. Go to Cronulla Beach Sunday for some Leb and wog bashing Aussie Pride ok.' 2018, Daisy Dumas, What it means to be a 'Leb' in Australian culture, in SBS[2], Australia: SBS:... Bani as he attempts to slough away his Leb background only to reclaim it and all it represents - not least gang culture.",False,False,False,False,False,True
1255,Lebo,Noun,"A Lebanese person, usually a Lebanese Australian."," Australia, offensive, ethnic slur",,False,False,False,False,False,True
1256,Lebo,Adjective,Of Lebanese descent.," Australia, offensive, ethnic slur",,False,False,False,False,False,True
774,Native American giver,Noun,Synonym of Indian giver, offensive,,False,False,False,False,False,True
1059,Nep,Noun,"Nepali 2013, Aatish Taseer, The Temple Goers Nepali job"," informal, ethnic slur, derogatory, offensive","Hundred and one per cent a Nep job. You've seen some of the crime they're responsible for. I tell you, these guys are fucking crazy. [] Ninety-nine per cent of this kind of crime, at least in Delhi, is done by Neps.",False,False,False,False,False,True
1921,Norte,Noun,A member of the Norteo Mexican gang.," ethnic slur, offensive",,False,False,False,False,False,True
1923,Norteño,Noun,A Mexican gang.," ethnic slur, offensive",,False,False,False,False,False,True
1924,Norteño,Noun,A Mexican gang member.," ethnic slur, offensive",,False,False,False,False,False,True
1925,Norteño,Noun,A Mexican or Hispanic person.," ethnic slur, offensive",,False,False,False,False,False,True
85,OCD,Adjective,Exhibiting an obsessive tendency.," figuratively, sometimes offensive",,False,False,False,False,False,True
750,Oompa Loompa,Noun,"A dwarf, little person, short person", offensive,,False,False,False,False,False,True
163,cabbage,Noun,A person with severely reduced mental capacities due to brain damage," countable, offensive","After the car crash, he became a cabbage.",False,False,False,False,False,True
21561,chav,Noun,"A working-class youth, especially one associated with aggression, poor education, and a perceived ""common"" taste in clothing and lifestyle"," Britain, derogatory, offensive","Synonyms: charva, ned, pikey; see also Thesaurus:chav Coordinate term: chavette (Can we date this quote?), Dizzee Rascal (lyrics and music), Creeper (Freestyle):Lyrical staff / Never could they ever take me for a chav / Scholar in the English, scholar in the Math / Dizzee ain't no riff raff 2011, Giving the poor a good kicking, The Economist, 18 Jun 2011: His book concerns chavs, a supposed underclass of ill-educated, fast-breeding, violent and amoral poor people currently plaguing Britain.",False,False,False,False,False,True
25701,ching chong,Noun,A Chinese or other Asian person," offensive, ethnic slur","1952, John Steinbeck, East of Eden Hey there, Ching Chong, bring the pistol. In a moment Lee poked the gun butt-first through the door.",False,False,False,False,False,True
25753,chinky,Adjective,"Possessing attributes of, or similar to, a Chinese person or Chinese style or culture."," derogatory, offensive",,False,False,False,False,False,True
25756,chinky,Noun,A Chinese person., offensive,,False,False,False,False,False,True
28028,cholo,Noun,"A Mexican or Hispanic gang member, or somebody perceived to embody similar characteristics."," ethnic slur, offensive",,False,False,False,False,False,True
29319,chrome dome,Noun,A bald head; a person who is bald," idiomatic, indelicate, sometimes offensive","1994 July 26, Mike Freeman, ""Pro Football: To Put It Baldly, Brooks Is a Leader,"" New York Times (retrieved 16 Oct 2011): Linebacker Carlton Bailey shaved his head last year. . . . Soon, the bald head became the rage among the linebackers. Now, just about every Giants linebacker has a chrome dome. 2004 July 19, Carolina A. Miranda, ""Hair To The Chief!,"" Time: Few Presidents have been bald. The last was Dwight D. Eisenhower. Luckily, he ran both times against another chrome dome, Adlai Stevenson. 2010, F. Paul Wilson, SIMS[1], ISBN, page 18:[W]here Patrick's hair lay thick and fair, Carter's was dark and thinning; his scalp gleamed through his comb-over. Soon he'd be a chrome dome.",False,False,False,False,False,True
39773,coal burner,Noun,A non-black person who seeks sexual relationships with black people.," derogatory, offensive, ethnic slur",,False,False,False,False,False,True
40891,cock-knocker,Noun,An annoying or despicable person., offensive,,False,False,False,False,False,True
59205,coonass,Noun,A Cajun.," offensive, ethnic slur",,False,False,False,False,False,True
68539,crackerass,Noun,"A contemptible white person 1974, Jack Olsen, Alphabet Jackson: a novel, link New Orleans holds us on downs, and Malley goes in to punt and that little crackerass No"," offensive, derogatory, ethnic slur","28 slices through and blocks it. 1989, Windsor Chorlton, Rites of sacrifice, link If that crackerass wants to get in touch, tell him I can't be located. 1989, Analog science fiction/science fact: Volume 109, Issues 10-13, link Those crackerass bureaucrats in the Pentagon don't care how good it works, they just want to go on using them crappy old machines they built their own selves.""",False,False,False,False,False,True
71854,crip,Noun,A cripple., offensive,,False,False,False,False,False,True
71857,cripple,Noun,"a person who has severely impaired physical abilities because of deformation, injury, or amputation of parts of the body", sometimes offensive,"He returned from war a cripple. Dryden I am a cripple in my limbs; but what decays are in my mind, the reader must determine.",False,False,False,False,False,True
71865,crippled,Adjective,"Having a less than fully functional limb, or injuries which prevent full mobility", usually offensive,"1848 ""A crippled man, twenty years older than you, whom you will have to wait on?"" Charlotte Bronte, Jane Eyre, Chapter 17.",False,False,False,False,False,True
71866,crippled,Adjective,Having any difficulty or impediment which can be likened to a crippling injury, usually offensive,"1893 The Percy Driscoll estate was in such a crippled shape when its owner died that it could pay only sixty percent of its great indebtedness, and was settled at that rate. Mark Twain, Pudd'nhead Wilson.",False,False,False,False,False,True
73164,crossback,Noun,A Catholic," derogatory, offensive","1986, Paul Zalis, Who is the River: Getting Lost and Found in the Amazon and Other Places:They take everything the priests got and then zzzip."" Melnick ran his fingers across his throat. ""Sayonara, crossbacks. 1991, Robert Henry Menke, Hoosier Vignettes, page 122:Scott accosted Hanger on the way to school and asked him if he was coming out for basketball. Hanger replied that he was tired of being called a ""crossback"" by a few Protestant hecklers. 1994, B. Shover, Obergfell, Cathedral: Seventy-Five Years, ISBN, page 9:But down there on the line or under the basket, our opponents called us 'crossbacks,' 'Micks' or even worse. 1999, Carol Jackson Adams, Gary Topping, History still matters, ISBN, page 223:""We don't want no crossbacks or kikes around here,"" Dave said.",False,False,False,False,False,True
77296,cultish,Adjective,Resembling a cult a cultish movement," offensive, derogatory",,False,False,False,False,False,True
78896,curry muncher,Noun,"A person of Indian, Pakistani, or South Asian origin"," ethnic slur, offensive","2010, Mark Abernethy, Second Strike (page 519) 'What did they look like?''Asian, curry-munchers maybe.''Indian, Pakistani?' asked Mac.'Yeah, mate.' 2015, Paddy O'Reilly, Peripheral Vision: Stories (page 9) He turned his head so only Shaun and Marly could see his face and mouthed the word Paki.'Shit,' Shaun said loudly. 'A fuckin' curry-muncher.'",False,False,False,False,False,True
257,Xian,Noun,Abbreviation of Christian., sometimes derogatory or offensive,,False,False,False,False,False,True
258,Xian,Adjective,Abbreviation of Christian., sometimes derogatory or offensive,,False,False,False,False,False,True
2893,Bosha,Noun,"The Lom, a nomadic people related to the Rom and Dom, with origins in India, who reside in the South Caucasus; Caucasian Gypsies", sometimes offensive,"1988, in Languages and Cultures: Studies in Honor of Edgar C. Polom, edited by Mohammad Ali Jazayery and Werner Winter, page 199: The Bosha are Central Gypsy (Lomavren) speakers (Patkanoff 1908-1909; le Redosko 1984); but what is noteworthy is the presence of two Romani (i.e., European or Western) Gypsy-speaking populations in the Middle East: the Ghagar in Egypt (Sampson 1928; Hanna 1982), and the Zagari in Iran (Windfugr 1970).",False,False,False,False,False,True
3379,Brit,Noun,A British person.," informal, formerly offensive",,False,False,False,False,False,True
203,kaffir,Noun,"In Islamic contexts, a non-Muslim"," countable, offensive","[from 16th c.] 1804, Archibald Duncan, The Mariner's Chronicle, I: He [] put me in imminent danger of my life, by telling the natives that I was a Caffer, and not a Mussulman.",False,False,False,False,False,True
204,kaffir,Noun,"A member of the Nguni people of southern Africa, especially a Xhosa"," countable, offensive","[from 16th c.] 1792, The Analytical Review, Or History of Literature, Domestic and Foreign, on an Enlarged Plan, Volume 14: the Hambonaas, a nation quite different from the Kaffers, having a yellowish complexion [].",False,False,False,False,False,True
205,kaffir,Noun,A black person," countable, South Africa, Rhodesia, ethnic slur, offensive, derogatory","[from 17th c.] 1959, Alf Ross, On Law and Justice: If you ask a Kaffir why he does so-and-so, he will answer""How can I tell? It has always been done by our forefathers."" 1971, Naboth Mokgatle, The Autobiography of an Unknown South African: I once heard him say to the gardener, 'Come along, son.' His wife scolded him saying, 'He's not son, don't call him son, he's a kaffir.' 1998, Antjie Krog, Country of My Skull: "" and today here a white man is calling me a kaffir. This term that I absolutely resented."" And that, says Nofomela, is his political motive.",False,False,False,False,False,True
206,kaffir,Noun,"A language spoken by the Nguni peoples of southern Africa, especially Xhosa"," uncountable, historical, offensive","[from 19th c.] 1952, Doris Lessing, Martha Quest, Panther 1974, p. 73: This man, seeing a white person enter, moved aside for her, but she saw Joss's eyes on her, and said in kitchen kaffir, No, when you've finished.",False,False,False,False,False,True
4858,kike,Noun,A Jew," US, offensive, ethnic slur, religious slur","Synonyms: yid (not always pejorative), heeb, hymie, sheeny, shylock 1922, Sinclair Lewis, 24, in Babbitt:""Now you quit kidding me! What's the nice little name?"" ""Oh, it ain't so darn nice. I guess it's kind of kike. But my folks ain't kikes. My papa's papa was a nobleman in Poland, and there was a gentleman in here one day, he was kind of a count or something--""",False,False,False,False,False,True
4859,kike,Noun,"A contemptible person, especially one who is stingy"," US, offensive",That greedy kike would not give me any money when I was starving and needed food.,False,False,False,False,False,True
7259,knacker,Noun,A member of the Travelling Community; a Gypsy.," Ireland, Britain, offensive",,False,False,False,False,False,True
2914,Chen,Noun,A Chinese person whose name is not known to the speaker.," US, ethnic slur, offensive",,False,False,False,False,False,True
3141,Chinaman's chance,Noun,No chance; zero possibility," idiomatic, offensive","2005, Richard Corliss, ""Anna May Wong Did It Right,"" Time, 29 Jan., The Chinese, who in the mid-19th century had come to America by the tens of thousands and helped build the transcontinental railway, were on the receiving end of much prejudicial legislation. . . . In the slang wisdom of the day, sojourners from the Middle Kingdom ""didn't stand a Chinaman's chance.""",False,False,False,False,False,True
3150,Chinaperson,Noun,A Chinese person.," offensive, uncommon",,False,False,False,False,False,True
3474,Christ-killer,Noun,A Jew," ethnic slur, offensive",,False,False,False,False,False,True
3699,Christofascism,Noun,Christian fanaticism or fundamentalism.," derogatory, offensive",,False,False,False,False,False,True
460,TNB,Noun,Initialism of typical nigger behavior.," offensive, derogatory, ethnic slur",,False,False,False,False,False,True
816,Viking,Noun,"An ethnic Swede, Norwegian, Dane, Icelander or Faroe Islander."," colloquial, humorous, mildly offensive",,False,False,False,False,False,True
1761,Abrek,Noun,A Caucasian (person from the Caucasus).," Russia, offensive",,False,False,False,False,False,True
3993,Araucanian,Noun,A Mapuche., offensive,,False,False,False,False,False,True
3994,Araucanian,Adjective,Mapuche, offensive,,False,False,False,False,False,True
3995,Araucanian,Adjective,Of or in the Mapudungun or Mapuche language.," uncommon, offensive",,False,False,False,False,False,True
3984,sand nigger,Noun,A person of Middle Eastern or North African descent.," derogatory, offensive, ethnic slur",,False,False,False,False,False,True
3985,sand nigger,Noun,A Muslim.," derogatory, offensive",,False,False,False,False,False,True
9421,schizophrenic,Adjective,Behaving as if one has more than one personality; wildly changeable," colloquial, offensive","2011, Edmund Hey, Neonatal Formulary: Drug Use in Pregnancy and the First Year of Life Society currently displays a schizophrenic attitude to drug abuse. We seem to accept alcohol intake and smoking during pregnancy even though we know that these drugs can be addictive, and that regular use can affect the baby. 2012, Thomas Boylan, Paschal O'Gorman, Hahn and Economic Methodology The neoclassical synthesis was a schizophrenic approach to economics a way of subscribing to both Keynesian and classical analysis.",False,False,False,False,False,True
12011,scrap,Noun,"A Hispanic criminal, especially a Mexican or one affiliated with the Norte gang."," ethnic slur, offensive",,False,False,False,False,False,True
21610,senile,Adjective,Exhibiting the deterioration in mind and body often accompanying old age; doddering., often offensive,,False,False,False,False,False,True
28002,she-he,Noun,A transsexual or transgender male; a male person who is assigned female at birth," informal, derogatory, offensive","2009, Tom Walker, Fort Apache: New York's Most Violent Precinct, page 98: They are the ugliest assortment of hes, shes, he-shes, and she-hes in the world.",False,False,False,False,False,True
28976,shemale,Noun,A male-to-female transsexual or transgender person; a trans woman.," derogatory, offensive, proscribed",,False,False,False,False,False,True
