Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic,informal,humorous,literary,literature,childish,folklore,colloquial,nonstandard,theology,abbreviation,abbreviation_for_term,plural,plural_for_term,misspelling,misspelling_for_term,acronym,acronym_for_term,synonym,synonym_for_term,antonym,antonym_for_term,attribute,property,process,matter,role,measure,units,body,domain2,attributive_form,attributive_form_for_term,main_noun_nltk,main_noun_maria,0,1,2,3,4,5,6,7,8,9,field,disease,object_map,object,10,11,12,13,14,15,16,17
37392,docimacy,Noun,"The art or practice of applying tests to ascertain the nature, quality, etc., of objects, as of metals or ores, of medicines, or of facts pertaining to physiology.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art or practice,,art,or,practice,,,,,,,,True,False,,,,,,,,,,
38683,dogtooth,Noun,"An ornament common in Gothic architecture, consisting of pointed projections resembling teeth.", architecture,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,architecture ,,architecture,,,,,,,,,,True,False,,,,,,,,,,
39246,domain of discourse,Noun,"In predicate logic, an indication of the relevant set of entities that are being dealt with by quantifiers.", logic,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,predicate logic ,,predicate,logic,,,,,,,,,True,False,,,,,,,,,,
39410,domiculture,Noun,"The art of housekeeping, cookery, etc.; the domestic arts",,(Can we find and add a quotation of R. Park to this entry?),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art,,art,,,,,,,,,,True,False,,,,,,,,,,
40588,dormitive,Noun,A medicine to promote sleep; a soporific or opiate.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,medicine,,medicine,,,,,,,,,,True,False,", medicine",True,,,,,,,,
40620,dorodango,Noun,A Japanese art form in which earth and water are moulded to create a delicate shiny sphere resembling a billiard ball.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art form,,art,form,,,,,,,,,True,False,,,,,,,,,,
40893,dosology,Noun,posology; the study of dosages of drugs (Can we find and add a quotation of Ogilvie to this entry?),,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,posology ,,posology,,,,,,,,,,True,False,,,,,,,,,,
41903,double tap,Noun,"A bombing strategy where the same target is attacked twice, with the second attack targeting rescuers and mourners", by extension,"2016, Christine Sixta Rinehart, Drones and Targeted Killing in the Middle East and Africa: An Appraisal of American Counterterrorism Policies, Lexington Books ISBN, page 91 Perhaps initially in Afghanistan, the double tap was useful as al-Qa'ida or Taliban members would collect the bodies.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,bombing strategy,,bombing,strategy,,,,,,,,,True,False,,,,,,,,,,
42293,dougie,Noun,A hip-hop dance generally performed by moving one's body in a shimmy style and passing a hand through or near the hair on one's own head.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,dance,,dance,,,,,,,,,,True,False,,,,,,,,,,
43671,draftsmanship,Noun,the art or craft of a draftsman,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art or craft,,art,or,craft,,,,,,,,True,False,,,,,,,,,,
44182,dramatics,Noun,the art of acting and stagecraft, used with a singular or plural verb,"2005, Carol Seefeldt, How to Work with Standards in the Early Childhood Classroom By providing opportunities, time, and props, teachers can help children achieve the theatre standards of participating in sociodramatic playgroups and taking on roles of others in creative dramatics.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art,,art,,,,,,,,,,True,False,,,,,,,,,,
44198,dramatism,Noun,"The analysis of language as a mode of action, rather than as the conveying of information",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,analysis,,analysis,,,,,,,,,,True,False,,,,,,,,,,
44227,dramaturgy,Noun,The art of dramatic composition for the stage., theater,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art,,art,,,,,,,,,,True,False,,,,,,,,,,
44318,drastic,Noun,"A powerful, fast-acting purgative medicine.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,medicine ,,medicine,,,,,,,,,,True,False,", medicine",True,,,,,,,,
45728,drip marketing,Noun,A communication strategy in which a previously prepared series of messages are sent to customers or prospects over time., marketing,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,True,False,False,False,False,False,False,False,,communication strategy,,communication,strategy,,,,,,,,,True,False,,,,,,,,,,
46654,dropometry,Noun,The analysis of the droplets in an emulsion,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,analysis,,analysis,,,,,,,,,,True,False,,,,,,,,,,
47100,drugshop,Noun,"drugstore; pharmacy Ray Bradbury, Dandelion Wine Helen stalked out of the drugshop.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,drugstore ; pharmacy,,drugstore,;,pharmacy,,,,,,,,True,False,,,,,,,,,,
47105,drugstore,Noun,"A pharmacy; a retail store, the main product of which is medications (usually both prescription and non-prescription), along with first aid and other similar products."," chiefly US, Canada",,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,pharmacy ,,pharmacy,,,,,,,,,,True,False,,,,,,,,,,
47116,druidcraft,Noun,"The practice, art, or skill of Druidry, casting spells spells; sorcery; witchcraft",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,"practice , art , or skill",,practice,",",art,",",or,skill,,,,,True,False,,,,,,,,,,
48163,duck walk,Noun,"A dance or dance move, popularised in the 1950s by Chuck Berry, in which the dancer steps forwards crouching on bended knees while keeping the back straight and head erect.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,dance or dance move ,,dance,or,dance,move,,,,,,,True,False,,,,,,,,,,
48286,ductia,Noun,"A medieval dance similar to the estampie 2007, Piero Weiss, Music in the Western World, page 55:In the other refrain forms he mentions (the instrumental ductia and stantipes, both varieties of the dance genre known as estampie), the refrain is musically distinct from the so-called puncta.", historical,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,medieval dance,,medieval,dance,,,,,,,,,True,False,", medieval",True,,,,,,,,
50565,dwimmercraft,Noun,The art of illusion; the art of magic; sorcery; magic, fantasy,"2005, Samit Basu, Manticore's Secret:He had walked the wilds of Imokoi before, he had pierced rakshas illusions, seenthrough the mist of demonic dwimmer-craft centuries ago. 2011, John Henson, Broken Wings:The soldiers peered into the deep dark shaft In which lay the monk with tonsorshorn / A victim of the sorcerous lady's dwimmer craft / []",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art,,art,,,,,,,,,,True,False,,,,,,,,,,
50888,dynamo,Noun,"An electricity generator, a dynamo-electric machine.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,electricity generator ,,electricity,generator,,,,,,,,,True,False,", generator",True,,,,,,,,
51546,dystropathology,Noun,The pathology of dystrophy, pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,pathology,,pathology,,,,,,,,,,True,False,,,,,,,,,,
552,quadriceps tendon,Noun,"In human anatomy, a tendon that connects the quadriceps femoris muscles to the superior aspects of the patella on the anterior of the thigh.", anatomy,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,anatomy ,,anatomy,,,,,,,,,,True,False,,,,,,,,,,
643,quadrille,Noun,"A dance originating in the mid-1700s with four couples forming a square, rather much like the modern square dance",,"1891, Thomas Hardy, Tess of the d'Urbervilles[1], part 2:The movements of the other women were more or less similar to Tess's, the whole bevy of them drawing together like dancers in a quadrille at the completion of a sheaf by each, every one placing her sheaf on end against those of the rest, till a shock, or 'stitch' as it was here called, of ten or a dozen was formed.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,dance originating,,dance,originating,,,,,,,,,True,False,,,,,,,,,,
1513,quantum physics,Noun,quantum mechanics, physics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quantum mechanics,,quantum,mechanics,,,,,,,,,True,False,,,,,,,,,,
1534,quantum theory,Noun,Modern quantum mechanics., physics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,quantum mechanics ,,quantum,mechanics,,,,,,,,,True,False,,,,,,,,,,
176,zamacueca,Noun,"An ancient colonial dance and music that originated in the Viceroyalty of Peru, taking its roots from African, Spanish, and Andean rhythms.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,colonial dance and music,,colonial,dance,and,music,,,,,,,True,False,", colonial",True,,,,,,,,
194,zambra,Noun,A dance associated with Andalusia,,"1852, Washington Irving, Tales from the Alhambra: Can you be at a loss in wanton Seville, where black-eyed damsels dance the zambra under every orange grove?",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,dance,,dance,,,,,,,,,,True,False,,,,,,,,,,
254,zang-fu,Noun,"In traditional Chinese medicine, a concept according to which the organs of the body are divided into pairs consisting of one organ with a yin nature and one with a yang nature.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,medicine ,,medicine,,,,,,,,,,True,False,", medicine",True,,,,,,,,
309,zapateado,Noun,A dance of Mexican Indian origin characterized by a lively rhythm punctuated by the striking of the dancer's shoes.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,dance,,dance,,,,,,,,,,True,False,,,,,,,,,,
311,zapateo,Noun,"A competitive stamping dance with percussive footwork, historically popular among the gauchos of South America.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,stamping dance,,stamping,dance,,,,,,,,,True,False,,,,,,,,,,
887,zero-grade,Noun,"In Proto-Indo-European linguistics, an ablaut form of a root characterized by the absence of the basic ablauting vowel phonemes */e/ and */o/", Indo-European linguistics,"*br- is the zero-grade of the Indo-European root *ber- meaning to carry, bear.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,linguistics ,,linguistics,,,,,,,,,,True,False,,,,,,,,,,
1261,ziganka,Noun,A traditional lively Russian dance in 2/4 time.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,dance,,dance,,,,,,,,,,True,False,,,,,,,,,,
2282,zoochemistry,Noun,"Animal chemistry; particularly, the description of the chemical compounds entering into the composition of the animal body, in distinction from biochemistry",,"2013, Gilbert Gottlieb, Behavioral Embryology In 1865, he did advanced study in Zoophysics and Zoochemistry while on the Philosophical Faculty at the University of Bonn, and he received his medical degree in 1866.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,chemistry ,,chemistry,,,,,,,,,,True,False,,,,,,,,,,
2467,zoomagnetism,Noun,animal magnetism, historical,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,False,False,,magnetism,,magnetism,,,,,,,,,,True,False,,,,,,,,,,
2577,zoopathology,Noun,Animal pathology; veterinary pathology.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,pathology ; pathology ,,pathology,;,pathology,,,,,,,,True,False,,,,,,,,,,
2636,zoophytology,Noun,The natural history of zoophytes.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,history,,history,,,,,,,,,,True,False,,,,,,,,,,
2660,zoopsychiatry,Noun,animal psychiatry,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,psychiatry,,psychiatry,,,,,,,,,,True,False,,,,,,,,,,
2678,zoosemantics,Noun,The semantics of animal communication.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,semantics,,semantics,,,,,,,,,,True,False,,,,,,,,,,
2687,zoosociology,Noun,animal sociology,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,sociology,,sociology,,,,,,,,,,True,False,,,,,,,,,,
2716,zootaxonomy,Noun,The taxonomy of animals, taxonomy,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,taxonomy,,taxonomy,,,,,,,,,,True,False,,,,,,,,,,
2749,zootomy,Noun,The dissection or anatomy of animals., zoology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,dissection or anatomy,,dissection,or,anatomy,,,,,,,,True,False,,,,,,,,,,
2898,zoöchemistry,Noun,"Animal chemistry; particularly, the description of the chemical compounds entering into the composition of the animal body, in distinction from biochemistry.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,chemistry ,,chemistry,,,,,,,,,,True,False,,,,,,,,,,
2945,zoöpathology,Noun,Animal pathology; veterinary pathology.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,pathology ; pathology ,,pathology,;,pathology,,,,,,,,True,False,,,,,,,,,,
2960,zoöphytology,Noun,The natural history of zophytes.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,history,,history,,,,,,,,,,True,False,,,,,,,,,,
3375,zymurgy,Noun,"The chemistry of fermentation with yeasts, especially the science involved in beer and wine making.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,chemistry,,chemistry,,,,,,,,,,True,False,,,,,,,,,,
37,o-grade,Noun,"In Proto-Indo-European linguistics, a term used to describe an ablaut form of a Proto-Indo-European root, characterised by the presence of the */o/ vowel phoneme in place of */e/", Indo-European linguistics,"Ancient Greek (gnos) is a reflex of *nhos (race), which is itself an o-grade derivative of the root *enh- (to beget; to produce, bear).",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,linguistics ,,linguistics,,,,,,,,,,True,False,,,,,,,,,,
552,object manipulation,Noun,"The performing art of manipulating one or more objects, principally using one's body",,Juggling is a form of object manipulation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art,,art,,,,,,,,,,True,False,,,,,,,,,,
612,objectivation,Noun,An interpretation of a quantum mechanical concept in terms of classical physics., physics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,interpretation,,interpretation,,,,,,,,,,True,False,,,,,,,,,,
2028,oceanology,Noun,oceanography,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,oceanography,,oceanography,,,,,,,,,,True,False,,,,,,,,,,
2100,ochlology,Noun,the psychology of crowds or mobs,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,psychology,,psychology,,,,,,,,,,True,False,,,,,,,,,,
2709,octopole,Noun,Any configuration or analysis having eightfold symmetry., physics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,configuration or analysis,,configuration,or,analysis,,,,,,,,True,False,,,,,,,,,,
3425,oenochemistry,Noun,The chemistry of wine, chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,chemistry,,chemistry,,,,,,,,,,True,False,,,,,,,,,,
3911,offense,Noun,A strategy and tactics employed when in position to score; contrasted with defense., team sports,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,strategy and tactics,,strategy,and,tactics,,,,,,,,True,False,,,,,,,,,,
4671,oil painting,Noun,The art of painting with oil paints., uncountable,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art,,art,,,,,,,,,,True,False,,,,,,,,,,
6172,ollamh,Noun,"in Irish history, a man of science or learning, equivalent to a university professor", historical,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,history ,,history,,,,,,,,,,True,False,,,,,,,,,,
6178,ollav,Noun,"In Irish history, a man of science or learning, equivalent to a university professor",,"1922, James Joyce, Ulysses: Glittereyed, his rufous skull close to his greencapped desklamp sought the face, bearded amid darkgreener shadow, an ollav, holyeyed.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,history ,,history,,,,,,,,,,True,False,,,,,,,,,,
6463,omnibus,Noun,"An anthology of previously released material linked together by theme or author, especially in book form",,"2003, Summation: 2002, in Gardner Dozois, editor, The Years Best Science Fiction: Twentieth Annual Collection, New York, N.Y.: St. Martin's Griffin, ISBN, page xxvi:Orb published an omnibus by Hal Clement, Heavy Planet, containing his novels Mission of Gravity and Star Light, plus other related material, and an omnibus of three of James White's ""Sector General"" novels, Alien Emergencies, as well as a reissue of A[lfred] E[lton] [v]an Vogt's The World of Null-A.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,anthology,,anthology,,,,,,,,,,True,False,,,,,,,,,,
6980,oncobiology,Noun,The biology of cancer, biology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,biology,,biology,,,,,,,,,,True,False,,,,,,,,,,
7023,oncohematology,Noun,The hematology of blood cancers,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,hematology,,hematology,,,,,,,,,,True,False,,,,,,,,,,
7080,oncopathology,Noun,The pathology of cancer, pathology,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,pathology,,pathology,,,,,,,,,,True,False,,,,,,,,,,
7081,oncopharmacology,Noun,The pharmacology of cancer, medicine,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,pharmacology,,pharmacology,,,,,,,,,,True,False,,,,,,,,,,
7088,oncoproteomics,Noun,The proteomics of oncoproteomes,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,proteomics,,proteomics,,,,,,,,,,True,False,,,,,,,,,,
7326,one-pot synthesis,Noun,"A strategy to improve the efficiency of a chemical reaction, whereby a reactant is subjected to successive chemical reactions in a single reactor, avoiding a lengthy separation and purification process.", chemistry,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,strategy,,strategy,,,,,,,,,,True,False,,,,,,,,,,
7419,one-upmanship,Noun,The art or practice of successively outdoing a competitor, idiomatic,"They are bent on one-upmanship. I think it's hopeless to try to stop them. 1981, Shahram Chubin, editor, Security in the Persian Gulf I: Domestic Political Factors (IISS Special Series; I), Montclair, N.J.: Published for the International Institute for Strategic Studies by Allanheld, Osmun Co. Publishers, ISBN, pages 2930:[V]arious emirates wanted their own international airport, then an international harbour, then cement factories, then container ports, then petro-chemical plants, then skyscraper hotels and, most recently, international trade centres. [] The impetus for these projects continues to be one-upmanship and inter-emirate competition for commercial pre-eminence and regional prestige. [] Outsiders, anxious to win lucrative contracts, have consistently taken advantage of these features of competitive one-upmanship among the UAE member states. 1991, Cliff McKnight; Andrew Dillon; John Richardson, How Did We Get Here?, in Hypertext in Context, Cambridge: Cambridge University Press, ISBN, page 6:Rather than indulge in historical oneupmanship who knows, maybe the scratchings around the cave paintings were the first primitive hypertext links? we will begin our brief overview of the history of hypertext in the same era as the birth of the technology which supports it.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art or practice,,art,or,practice,,,,,,,,True,False,,,,,,,,,,
7441,one-worldism,Noun,The ideology that all of the countries of the world are essentially similar and could interoperate without conflict.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,ideology,,ideology,,,,,,,,,,True,False,,,,,,,,,,
7579,oneirocriticism,Noun,The art of interpreting dreams.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art,,art,,,,,,,,,,True,False,,,,,,,,,,
7598,oneiromancy,Noun,The interpretation of dreams," uncountable, in a weak sense","Synonyms: oneirocriticism, oneirology, oneiroscopy 1832, Samuel Jackson, Of Sleep and Dreams, in The Principles of Medicine, Founded on the Structure and Functions of the Animal Organism, Philadelphia, Pa.: Carey Lea, OCLC 2698716, 2 (Of Dreams), page 306:The general tenor of ideas in dreaming is the same as that with which the mind is occupied awake; and thus may be revealed, in dreams, the state of the mind, the secret hopes and wishes, the profoundly hidden thought, and often the circumstances of the dreamer. The knowledge of this fact, and its dextrous application, by an acute observer, with the credulous, compose the art of oneiromancy.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,interpretation,,interpretation,,,,,,,,,,True,False,,,,,,,,,,
7609,oneiroscopy,Noun,The interpretation of dreams.,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,interpretation,,interpretation,,,,,,,,,,True,False,,,,,,,,,,
7925,onomatologist,Noun,One versed in the history of names,,(Can we find and add a quotation of Southey to this entry?),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,history,,history,,,,,,,,,,True,False,,,,,,,,,,
8110,ontotheology,Noun,"The ontology of God and/or the theology of being; a tradition of philosophical theology first prominent among medieval scholastics, notably Duns Scotus.",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,ontology,,ontology,,,,,,,,,,True,False,,,,,,,,,,
8518,op,Noun,Op art; a style of abstract art, chiefly attributive,an op painting; op artworks,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,True,False,False,False,False,False,False,False,,art ,,art,,,,,,,,,,True,False,,,,,,,,,,
8681,open,Noun,Public knowledge or scrutiny; full view, with the,We have got to bring this company's corrupt business practices into the open.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,True,True,False,False,False,False,False,False,False,,knowledge or scrutiny ; view,,knowledge,or,scrutiny,;,view,,,,,,True,False,", knowledge",True,,,,,,,,
8999,opening,Noun,"In mathematical morphology, the dilation of the erosion of a set.", mathematics,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,False,,False,,False,,False,False,False,False,False,False,False,False,False,False,,morphology ,,morphology,,,,,,,,,,True,False,,,,,,,,,,
