Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar,abbreviation,abbreviation_for_term,plural,plurality_of_term,misspelling,misspelling_for_term,initialism,initialism_for_term,synonym,synonym_for_term,attribute,property,process,matter,role,instance
56917,preachment,Noun,"An instance of preaching, a sermon or homily",,"1924, Herman Melville, Billy Budd, London: Constable Co., Chapter 12, [1] He refrained too from making the occasion an opportunity for any preachment as to the maintenance of discipline [] 2015 September 12, Steven Erlanger, Are Western values losing their sway? [print version: Did liberalism win? It's not clear, International New York Times, 14 September 2015, p.7], in The New York Times[2]:Many of the emerging powerhouses of globalization, like Brazil, are interested in democracy and the rule of law, but not in the preachments of the West, which they regard as laced with hypocrisy.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
57761,preciosity,Noun,An instance of preciosity; something that is overly refined in an affected way," usually derogatory, countable","Synonym: affectation 1772, Thomas Nugent (translator), The History of the Famous Preacher Friar Gerund de Campazas by Jos Francisco de Isla, London: T. Davies and W. Flexney, Volume 2, Book 6, Chapter 2, p.471,[5] O Father Master, is it possible! (exclaimed the Beneficiary ready to roll about the floor with laughing) is it possible that such preciosities are printed! [] 1913, John Hay Beith (as Ian Hay), Happy-Go-Lucky, Boston: Houghton Mifflin, Book 3, Chapter 12, p.151,[6] Yes, mother mine, she replied. (Sylvia was rather addicted to little preciosities of this kind.) 1940, George Orwell, Inside the Whale in Such, Such Were the Joys, New York: Harcourt, Brace, p.166,[7] A book like Tropic of Cancer, published at such a time, must be either a tedious preciosity or something unusual, and I think a majority of the people who have read it would agree that it is not the first.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
62042,prescription,Noun,An instance of a prescriptive pronouncement., linguistics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
64941,primogeniture,Noun,"An instance of such a right of inheritance, established by custom or law", countable,"1818, The Annual Register for the Year 1817, Volume 59, page 142, The King of Sardinia, by a decree of the 9th of Dec. has abolished 1. The prohibition against the erection of primogenitures and feudal rights, enacted by the 9th section of the edict of the 29th of July 1797, or by any other law; restricting, however, to those primogenitures and majorats only which shall be erected in favour of persons [] . 1860, American State Papers, page 704, All primogenitures, trusts, rights of presentation, and every other description of entail on real property, movables, or fixtures, rents, annuities, seigneuries, or of any other kind whatsoever, are suppressed, which are from henceforward restored to the class of absolutely free. 1906, John Sergeant Wise, A Treatise on American Citizenship, 1997, page 95, The American system of land tenures, the abolition of entails and primogenitures, and our methods of transfer of real estate, are all anti-English in their origin.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
71183,protection,Noun,An instance of a security token associated with a resource (such as a file)., computing,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
72308,prototype,Noun,An instance of a category or a concept that combines its most representative attributes, semantics,"A robin is a prototype of a bird; a penguin is not. 2014, Cecil H. Brown, A Survey of Category Types in Natural Language, in S[avas] L. Tsohatzidis, editor, Meanings and Prototypes: Studies in Linguistic Categorization (Routledge Library Editions: Linguistics), London; New York, N.Y.: Routledge, ISBN, part 1 (On the Content of Prototype Categories: Questions of Word Meaning), page 23:If the robin is the prototype of bird, do particular examples of robin constitute that prototype for different people? I think not. Rather, prototypes are themselves categories. Thus, to say that a robin is a prototypic bird is to propose that a class of similar creatures called robin is a prototype of bird. 2015, [anonymous], Introduction, in Words, Affixes, and Clitics as Prototype Categories: Seminar Paper, [Munich, Bavaria]: GRIN Verlag, ISBN, page 2:Although it is common knowledge today that a great many linguistic categories are, indeed, prototype categories[], a number of linguists still perceive grammatical categories as being classical in their nature[]. These linguists are reluctant to accept the idea that prototypicality might be relevant to grammar and that grammatical categories, like all other categories, can also display prototype effects.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
76758,public offering,Noun,"In instance of securities of a company or a similar corporation being made available to the public, usually by causing them to be listed on a stock exchange.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
77002,puckishness,Noun,"An instance of being puckish 2006, Klein, Joe, ""Pssst! Who's behind the decline of politics?"", Time Magazine, April 17, 2006 There was some puckishness to this ..",,but Walinksy is a serious man and he wasn't really joking.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
77880,pullover,Noun,An instance of a vehicle being pulled over,,"2010, D. E. Gray, The Warrior in Me (page 23) I followed my training in the academy regarding vehicle pullovers.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
78325,pump,Noun,An instance of the action of a pump; one stroke of a pump; any action similar to pumping It takes thirty pumps to get 10 litres; he did 50 pumps of the weights.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
78582,punch out,Noun,An instance of a called third strike, baseball,Jones' punch out happened with the bases juiced.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7092,neoracism,Noun,"An instance of neoracism, or a type of neoracism that targets a particular nationality", countable,"2000, Andy Hollis, Beyond Boundaries: Textual Representations of European Identity, ISBN:In the France of today the tendency to 'keep the two stories separate' has, I think, very serious social and political consequences, consequences that are being played out in the rise of the various neoracisms of the 1980s and 1990s that focus on the figure of the immigrant worker. 2007, Michael Yates, More Unequal: Aspects of Class in the United States, ISBN, page 73:After Race centrally holds that race is a biological myth at long last invalidated by science, but now dangerously re-created because scholars persist in using the term. Such scholars thereby decisively aid the rise of culturally based neoracisms and even the recrudescence of biological racism. 2011, Christopher Lawrence, Blood and Oranges: Immigrant Labor and European Markets in Rural Greece, ISBN:Stolke (1995), on the other hand, considers the characterization of contemporary anti-immigrant rhetoric as a neoracism[ to be misleading.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
10627,newsbreak,Noun,An instance of news broadcasting.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
14084,nod,Noun,"An instance of inclining the head up and down, as to indicate agreement, or as a cursory greeting.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
27617,nose poke,Noun,An instance of this activity,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
28573,notwithstanding,Noun,"An instance of the word ""notwithstanding"", often characteristic of legalese",,"2003, Banesh Hoffmann, The Tyranny of Testing (page 53) It is not for nothing that our language has its ifs and buts, its yets and howevers, its neverthelesses and notwithstandings, its possiblies and probablies and perhapses, and its on-the-other-hands. 2004, Trevor Carolan, Down in the Valley: Writing in British Columbia (page 107) Letters from the English usually contained very formally typed documents with lots of heretofores and whereases and notwithstandings. 2010, Richard Marcinko, Red Cell (page 149) The agreements were filled with wheretofores and herebys and hereafters and notwithstandings.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
4724,verbalization,Noun,An instance of verbalizing.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
6926,victory,Noun,An instance of having won a competition or battle or succeeded in an effort, countable,"It was a great victory on the battlefield. 2011 November 12, International friendly: England 1-0 Spain, in BBC Sport[1]:England will not be catapulted among the favourites for Euro 2012 as a result of this win, but no victory against Spain is earned easily and it is right they take great heart from their efforts as they now prepare to play Sweden at Wembley on Tuesday.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7463,viewing,Noun,An instance of viewing something,,"The agent took them to the property for a viewing. I hated the film at first, but with subsequent viewings it has grown on me.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7525,vigil,Noun,"An instance of keeping awake during normal sleeping hours, especially to keep watch or pray.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
9889,vitrification,Noun,An instance of such conversion., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
172,OHKO,Noun,An instance of defeating an opponent with a single attack; a one-hit knockout., video games,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7389,car wash,Noun,"An instance of washing a car, especially such a place",,I'm gong to take the car in for a car wash.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
8040,carbon trade,Noun,An instance of carbon emissions trading.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
11234,case,Noun,An instance of a specific condition or set of symptoms, medicine,There were another five cases reported overnight.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
11426,cash,Noun,An instance of winning a cash prize," countable, gambling","2012, Jonathan Little, Secrets of Professional Tournament Poker, Volume 2:In the WSOP, I have played around 150 tournaments with one final table, 11 cashes, and a -70 percent ROI.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
11824,cast,Noun,An instance of throwing out a fishing line., fishing,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
12044,castle,Noun,An instance of castling., chess,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
12783,catapult,Noun,An instance of firing a missile from a catapult.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
12784,catapult,Noun,"An instance of firing something, as if from a catapult", figuratively,"2011 March 13, Chris Bevan, Stoke 2 - 1 West Ham, in BBC[1]:The visitors were given notice of what was to come when Huth headed wide from a Rory Delap long throw but failed to heed the warning, allowing the German defender to rise unmarked to meet another Delap catapult and plant his header into the net after 12 minutes.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
13097,catcher interference,Noun,"An instance of a hitter being awarded first bases, due to the catcher touching the batter's bat during his or her time at bat.", baseball,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
14181,caught behind,Noun,An instance of being out by being caught behind the wicket by the wicketkeeper., cricket,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
17719,certainty,Noun,An instance of being certain.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
21905,check-fold,Noun,An instance of checking then folding to a subsequent bet., poker,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
25472,chiming,Noun,An instance of chiming; a sound that chimes.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
26246,chirping,Noun,"An instance of chirping Francis Bacon Let the songs be loud and cheerful, and not chirpings or pulings", gerund of chirp,"2009, January 11, Richard Lourie, in Displaced Minds[1]:Adler's prose seeks to catch the whispers and chirpings of insanity rather than the lamentations of suffering.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
29119,christening,Noun,Any instance of someone's or something's being christened.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
34365,clash,Noun,"An instance of restarting the game after a ""dead ball"", where it is dropped between two opposing players, who can fight for possession.", hurling,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
38505,clubbing,Noun,An instance of using a club, countable,There was an outbreak of near-fatal clubbings in that area.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
38962,cluttering,Noun,An instance of cluttered speech.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
39230,co-location,Noun,An instance of co-locating.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
39249,co-occurrence,Noun,An instance of a thing occurring simultaneously with something else; co-incidence., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
44952,collision,Noun,An instance of colliding,,"1994, Stephen Fry, The Hippopotamus Chapter 2 At the very moment he cried out, David realised that what he had run into was only the Christmas tree. Disgusted with himself at such cowardice, he spat a needle from his mouth, stepped back from the tree and listened. There were no sounds of any movement upstairs: no shouts, no sleepy grumbles, only a gentle tinkle from the decorations as the tree had recovered from the collision.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
45004,collocution,Noun,An instance of multiple people speaking to each other; a conversation or conference,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
48669,communication,Noun,An instance of information transfer; a conversation or discourse,,The professors' communications consisted of lively discussions via email. Shakespeare Argument [] and friendly communication.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
49254,comparison shop,Noun,An instance of comparison-shopping,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
49687,complacency,Noun,An instance of self-satisfaction.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
52110,concurrence,Noun,An instance of simultaneous occurrence.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
52656,conduplication,Noun,An instance of being conduplicate, botany,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
53800,conglomeration,Noun,"An instance of conglomerating, a coming together of separate parts.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
58735,cooccurrence,Noun,An instance of a thing occurring simultaneously with something else; coincidence., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
60338,copying,Noun,an instance of the making of a copy, countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
60836,cordocentesis,Noun,One instance of that procedure.," surgery, countable",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
68136,cozenage,Noun,An instance of cozening; a scam,,"1646, John Suckling, Fragmenta Aurea, Letter I, reprinted in The Works of Sir John Suckling: Containing His Poems, Letters, and Plays (Dublin: O. Nelson, 1766), p. 109: When I receive your Lines, my dear Princess, and find there Expressions of a Passion; though Reason and my own Immerit tell me, it must not be for me; yet is the Cozenage so pleasing to me, that I (brib'd by my own Desires) believe them still before the other.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
68185,coöccurrence,Noun,An instance of a thing occurring simultaneously with something else; concidence., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
71962,crispness,Noun,An instance of being crisp.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
73305,crosscut,Noun,An instance of filmic crosscutting.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
73679,crosstrack,Noun,An instance of crosstracking., speedskating,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
77469,culturicide,Noun,An instance of such destruction, countable,"2003, Edgar Morin, European Civilization: Properties and Challenges, in Mehdi Mozaffari, editor, Globalization and Civilizations, London; New York, N.Y.: Routledge, ISBN, page 145:Our mission is not only to stop the ""culturecides"" initiated by us, but also to recognize the treasures of experience, wisdom, and subtlety in the cultures we are annihilating. 2006, Ismael Abu-Saad and Duane Champagne, editors, Indigenous Education and Empowerment: International Perspectives, Lanham, Md.: AltaMira Press, ISBN, page 68:Now, the teacher needs to place these historical situations into broader social contexts. Therefore, I provide a chart of some historical genocides and culturicides as an example, allowing instructors to also model how just because there is a genocide or culturicide, there are other modes of domination and adaptation going on as well.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
78761,curmur,Noun,An instance of curmurring.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
81622,cyclicity,Noun,An instance of cyclic behaviour., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
3341,kettle,Noun,An instance of kettling; a group of protesters or rioters confined in a limited area.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
4717,kidnap,Noun,An instance of kidnapping.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
5077,killing,Noun,An instance of someone being killed.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
5552,kindness,Noun,An instance of kind or charitable behaviour.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7737,knifing,Noun,An instance of stabbing with a knife,,Hypernym: stabbing There was a knifing outside that club last night.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
10121,kvetch,Noun,an instance of kvetching; a complaint or whine,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
238,A/B test,Noun,An instance of A/B testing., marketing,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
602,ACT,Noun,"An instance of a certain standardized college admissions test in the United States, originally called the American College Test.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
1407,safety,Noun,"An instance of a player being sacked or tackled in the end zone, or stepping out of the end zone and off the field, resulting in two points to the opposite team", American football,He sacked the quarterback in the end zone for a safety.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
6290,sauciness,Noun,an instance of saucy behavior,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7381,scalding,Noun,An instance of scalding: a burn.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7764,scan,Noun,An instance of scanning, computing,The operators vacated the room during the scan.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
16550,sectioning,Noun,An instance of a person being sectioned," Britain, New Zealand, Australia, mental health","2005, Gill Aitken, Pam Alldred, Robin Allwood, Psychology, Discourse And Social Practice: From Regulation To Resistance Nevertheless, some work reports that black women are overrepresented, comprising up to half of the sectionings []",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
17740,segue,Noun,"An instance of segueing, a transition.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
21522,sending off,Noun,An instance of a player being sent off; a dismissal from the field of play, sports,"2011, Phil McNulty, Euro 2012: Montenegro 2-2 England [1] Rooney's sending off will be the main talking point, however, and his actions once again raise questions about his temperament that he looked to have gone a long way towards answering in recent times.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
22304,separating,Noun,An instance of separating.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
25634,sexperiment,Noun,An instance of sexual experimentation.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
26356,shadowban,Noun,An instance of shadowbanning., Internet,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
26676,shake hands,Noun,"an instance of shaking hands; a handshake 1834, William Carleton, ""Shane Fadh's Wedding"", Traits and Stories of the Irish Peasantry, Volume 1, p.178 (W", Ireland,"F. Wakeman): Many a shake hands did I get from the neighbours sons, wishing me joy 1909, Frederick Lawton, translation of Jules Verne, The Chase of the Golden Meteor, p.44 (London: Grant Richards) He exchanged greetings with his rival, but their shake-hands was rather a cold one, and each looked the other askance, as if distrust was in their hearts. 1967 July 27, Jack McQuillan, Livestock Marts Bill, 1967: Second Stage (Resumed). Seanad Debates, Vol.63 No.12 p.4 col.928: It was the first time a Minister ever left the country without a ceremonial goodbye and a shake hands at the airport, with the tall hats being doffed. 2015 February 1, Brian D'Arcy, quoted in Cork Examiner ""Terry Wogan's friend Father Brian D'Arcy tells of their emotional final handshake"": I wasnt sure if it was goodbye, but as soon as I saw Terry I knew it was the last time I was going to see him, and the shake hands was the last shake hands Id ever have with him.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
27094,shampoo,Noun,An instance of washing the hair or other fibres with shampoo,,Synonym: shampooing Im going to give the carpet a shampoo.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
27365,shard,Noun,"An instance of an MMORPG that is one of several independent and structurally identical virtual worlds, none of which has so many players as to exhaust a system's resources", online gaming,"1997, Ultima Online. The term ""shard"" is related to the backstory of the game, in which the Gem of Immortality is shattered by the Stranger, the protagonist of Ultima I. ""The planet was still bound to the jewel's magic, even as it lay shattered upon the floor of Mondain's castle. For,[sic] within each shattered remnant of the jewel, dwelled a perfect likeness of Sosaria. Thus is the world in which you are born, live, and die. Brittania[sic], that was once Sosaria, now exists as a thousand worlds, each with its own peoples, history and destiny. This Brittania[sic] is but one of many in the multiverse that is... ...ULTIMA ONLINE."" - Intro cinematic to the game, written by Michael Morlan [3]",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
27870,shave,Noun,An instance of shaving,,I instructed the barber to give me a shave.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
31473,shooting,Noun,An instance of shooting with a gun or other weapon, countable,Police are hunting the people who carried out the shootings last week.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
32260,shortfall,Noun,"An instance of not meeting a quota, debt, or monthly payment on a debt or other obligation, or of having an insufficient amount to cover such obligations",,"Due to a shortfall in revenue, we will have to make some cuts.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
33040,shower,Noun,An instance of using of this device in order to bathe oneself,,"Im going to have a shower. (UK, Australia) Im going to take a shower. (especially US) Synonym: shower bath",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
33819,shuffle,Noun,An instance of walking without lifting one's feet,,The sad young girl left with a tired shuffle.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
35892,sign-on,Noun,An instance of signing on to something, more generally,"1996, Keith Graber Miller, Wise as Serpents, Innocent as Doves, ISBN:Some legislative aides in Washington suggest that church lobbyists do need to be discriminating in their sign-ons. 2006, Raymond A. Smith Patricia D. Siplon, Drugs Into Bodies: Global AIDS Treatment Activism, ISBN, page 108:The work of getting sign-ons, for example, was also beneficial because it literally facilitated talking among strangers, and after one sign-on was done, a person who had been approached as a stranger the first time could now be spoken to as a colleague to see whether she or he might be interested in being part of a group working on a project or action. 2016, Daniel E. Dawes, 150 Years of ObamaCare, ISBN, page 111:Please find the larger group sign-on letter attached for comments/feedback. Send any comments to Daniel Dawes at: ***@*** by Tuesday, April 28. Remember -- this is just a draft. After this letter has been vetted by you all, we will send out a final copy right after sign-ons.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
35897,sign-out,Noun,"An instance of signing out; a procedure executed when exiting a facility, ending a computer session, etc.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
35968,signal boost,Noun,an instance of sharing or disseminating another's information or material with one's own audience Thanks for the signal boost on my crowdfunding campaign!,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
40057,skate-around,Noun,"An instance of skating around, especially for fun or as a warm-up to a competitive or performance skate.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
41749,skull-fuck,Noun,an instance of skull-fucking,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
41952,skydive,Noun,An instance of skydiving.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
42695,slapdown,Noun,"An instance of slapping down, especially a humiliation or rejection.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
42809,slashdotting,Noun,An instance of the Slashdot effect,,"2008, Ben Scofield, Practical REST on Rails 2 Projects, p. 258: Luckily, there are a variety of strategies to meet these challenges, ranging from careful planning before development to last-minute fixes you can make as a slashdotting or DoS attack first starts to overwhelm your servers.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
43351,sleep-in,Noun,"An instance of sleeping in, sleeping late, sleeping until one feels fully refreshed rather than rising at a prespecified time",,"I didnt have anything to do Saturday morning, so I decided to have a sleep-in.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
45508,sluice,Noun,"An instance of wh-stranding ellipsis, or sluicing.", linguistics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
48745,sniff,Noun,An instance of sniffing, countable,She gave the flowers a quick sniff to check they were real.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
49738,snowfall,Noun,An instance of falling of snow,,There has been snowfall every day this week.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
52427,soldering,Noun,An instance of soldering.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
52998,solo,Noun,An instance of soloing the football., Gaelic football,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
57059,spank,Noun,"An instance of spanking, separately or part of a multiple blows-beating; a smack, swat, or slap.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
57297,spark test,Noun,An instance of spark testing.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
62840,split screen,Noun,An instance of using this technique on a screen display., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
66615,squeeze play,Noun,An instance of 'squeezing' someone: a use of pressure or force to achieve one's goal, figuratively,[1916],False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
69797,startlement,Noun,An instance of being startled; surprise,,"1889, Constance Macewen, A Cavalier's Ladye: A Romance of the Isle of Wight in the Seventeenth Century, page 338:There is no pursing up and general startlementthe thing of all others I dread. 2015, Jane Hirshfield, Ten Windows: How Great Poems Transform the World:Whether by means large or small, noticed or almost imperceptible, poetry's startlements displace the existing self with a changed one. 2016, D. A. Miller, Hidden Hitchcock, page 182:I discern three interrelated levels at which startlement is experienced in Hitchcock. First, startlement may take the form of an actual event in the world. The extinguisher's rattle, for instance, is said by the truck driver to get to you; and, about the tap-tapping in Marnie, the heroine says that it means they want in.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
71526,steeping,Noun,An instance of something being steeped; a wetting,,"1838, George Adolphus Wigney, An Elementary Dictionary, Or, Cyclopaediae, for the Use of Maltsters, Brewers c. (page 28) It is usual to expect, that the first two or three wettings or steepings of grain, at the commencement of the malting season, will not make so good malt as succeeding steepings []",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
72978,sterilization,Noun,an instance of a sterilization procedure The vet performed several sterilizations this week., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
75276,stolen valor,Noun,"An instance of a person falsely claiming to have served in the military, or of a member of the military falsely claiming to have served in hazardous conditions, in order to gain the respect and other benefits associated with such service.", law,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
76922,straight-arm,Noun,An instance of warding off by holding the arms out straight.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
81226,stuttering,Noun,An instance of stuttering.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
81261,stygobiont,Noun,An instance of stygofauna,,"2011, Philip E. van Beynen, Karst Management, ISBN, page 286:Stygobionts overwhelmingly comprise crustaceans belonging to many higher taxa, including those with broad ecological and geographical distributions (such as Copepoda, Ostracoda, Amphipoda, Isopoda, and Decapoda). 2012, William Blaine White David C. Culver, Encyclopedia of Caves, ISBN, page 687:The regression model and the two-step model suggest that a marine benthic animal colonizes the marine cave, adapts to the cave environment and to the less saline water, and becomes isolated from the sea after the sea regresses, which results in a limnic stygobiont. 2012, A. Brancelj, L. De Meester, P. Spaak, Cladocera: the Biology of Model Organisms, ISBN:The new species of Alona is clearly a stygobiont, although accompanied by a fauna which is not exclusively stygobiotic.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
86379,subtlety,Noun,"An instance of being subtle, a subtle thing, especially a subtle argument or distinction", countable,The subtleties of this overture are often overlooked.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
87071,suck,Noun,An instance of drawing something into one's mouth by inhaling,,"2001, D. Martin Doney, Prayer Capsule: A Book of Honesty, page 261 Bammer agreed Probably a good idea, he agreed with a quick suck on his straw, won't stop you from picking up any of these chicks, though.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
88103,suicide burn,Noun,An instance of such a landing., rocketry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
89649,summering,Noun,"An instance of spending the summer, as for a vacation or for cooler weather",,"1965, Perry D. Westbrook, Mary Ellen Chase, page 69:the city folk, if they cared to, could trace their ancestry back to the same kind of village that they were now returning to for their summerings.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
90362,sunsetting,Noun,An instance of the sun setting; a sunset.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
