Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic
26264,horizontal tango,Noun,Sexual intercourse," idiomatic, euphemistic","2017 May 30, Aquilina, Kimberly M., Can porn mess with your sexual mojo? Survey says..., in Metro US[1], retrieved 2017-06-01:Researchers spoke to 312 men between the ages of 20 and 40 at a San Diego urology clinic and found that 3.4 percent of men preferred flying solo with co-pilot porn to a horizontal tango with a partner.",False,False,False,False,False,False,False,False,False,False,True
26273,horizontalize,Verb,"kill, assassinate, execute", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
26279,horizontally challenged,Adjective,"Fat, obese."," humorously euphemistic, of a person",,False,False,False,False,False,False,False,False,False,False,True
27015,horsefeathers,Noun,Nonsense; indicates disbelief, euphemistic,"Dismissing the rumors as ""horsefeathers"", he advised everybody to disregard them. 2015 Tony Sachs, ""The Delicious Secret Behind Your Favorite Whiskey: The Best Spirits from MGP"", Serious Eats The most notorious of these was Templeton Rye: Said to be from Iowa, it was purportedly distilled using a Prohibition-era recipe that was a favorite of none other than Al Capone who, according to legend, called it ""the good stuff."" The story turned out to be such a load of horsefeathers that Templeton was found guilty of deceptive marketing, and forced by a judge to issue partial refunds to its customers.",False,False,False,False,False,False,False,False,False,False,True
27542,hostess bar,Noun,brothel, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
28535,house in Virginia,Noun,"HIV, the human immunodeficiency virus that causes AIDS", euphemistic,"2010, Badilisho, Well Its Official... Erbody Can Get Married In D.C. In Mighty Real: An Anthology of African American Same Gender Loving Writing, ed. R. Bryant Smith and Darius Omar Williams, Lulu.com, ISBN, p.399: That other crowd, which is the crowd made up of members of our own same-gender loving community saying, Girl, Miss Thing losing too much weight. She must have a House In Virginia! 2012, Dream Jordan, Bad Boy, Macmillan, ISBN, p.115: Charles suddenly grew very serious. He paused, and then spoke. Well... how can I put this... Naleejah has a House In Virginia. 2013, M. K. Asante, Buck: A Memoir, Random House Publishing Group, ISBN, p.115: Looks aint everythinglike a bad bitch could have that house in Virginia, you never know, says Scoop.",False,False,False,False,False,False,False,False,False,False,True
28571,house of ill fame,Noun,A brothel," idiomatic, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
28572,house of ill repute,Noun,A brothel., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
29082,how do you do,Noun,"A difficult situation 1993, Nick Park, Wallace and Gromit: The Wrong Trousers Well, this is a fine how do you do isn't it, Gromit? 2010, Michael Sledge, The More I Owe You: A Novel, Counterpoint Press ISBN, page 78 On the winding road to Petropolis, they did not speak, not about modernism or the construction of houses or antique bird jails or fine how-do-you-dos"," Britain, euphemistic","2013, Chris Raschka, Seriously, Norman!, Scholastic Inc. ISBN, page 115 ""Vienna!"" Mr. B. went on. ""This is is a bit of a how-do-you-do, is it not?""",False,False,False,False,False,False,False,False,False,False,True
32665,hydrolyzed vegetable protein,Noun,Synonym of monosodium glutamate, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
33787,hymenally challenged,Adjective,"Not in the desired state regarding virginity: Not a virgin, unvirginal"," humorously euphemistic, of a woman","A virgin, virginal.",False,False,False,False,False,False,False,False,False,False,True
150,HE-double-L,Noun,Hell," idiomatic, euphemistic","1882, Walter Parke, Lays of the saintly: or, The new golden legend: As narrow and close as a coffin, and dark as H E double L.",False,False,False,False,False,False,False,False,False,False,True
151,HE-double-hockey-sticks,Noun,Hell," idiomatic, euphemistic","2002, Eric G. Stephan and R. Wayne Pace, Powerful Leadership: How to Unleash the Potential in Others and Simplify Your Own Life: His voice rose about an octave, actually just short of a scream, and he said something to the effect that ""it's an HE-double-hockey-sticks-week at work."" 2003, Susan Neville, Iconography: A Writer's Meditation: He's made the mother's life a living HE-double-hockey-sticks, my daughter says. 2005, Mike Joens, Blood Reins: A Detective Sandra Cameron Mystery: She knew Kate didn't have a snowball's chance in HE-Double hockey-sticks, with Angelina's Zee-Zee and Bud's Mister Dobson winning everything.",False,False,False,False,False,False,False,False,False,False,True
152,HE-double-toothpicks,Noun,Hell," idiomatic, euphemistic","1982, Peter W. Davis, Hometown: Yet you try it out and the gimpy ones will scream H-E double toothpicks about Social Security in their golden years, which I want to tell them I need some security right now or I'm not going to have any golden years. 1999, Chip Ward, Canaries on the Rim: Living Downwind in the West: Rural Mormons like my friend do not use the ""H word"" lightly. They say ""HE double toothpicks"" rather than pronounce the word out loud. 2002, Christopher Breen, Mac 911: When they do, all kinds of h-e-double-toothpicks can ensueincluding a mac that freezes during the startup process.",False,False,False,False,False,False,False,False,False,False,True
802,early bath,Noun,Being shown a red card in soccer," idiomatic, euphemistic","That was a horrible tackle, he can expect an early bath for that.",False,False,False,False,False,False,False,False,False,False,True
1263,ease oneself,Verb,To defecate or urinate., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
1500,eat for two,Verb,To be pregnant," idiomatic, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
2814,economical with the truth,Adjective,"Not telling the whole truth, especially in order to present a false image of a situation; untruthful; lying"," idiomatic, euphemistic","Often used with sarcasm or satire. I would be being economical with the truth if I were to tell you that I was enjoying myself. 1987, Andrew Kakabadse; Ron Ludlow; Susan Vinnicombe, Working in Organisations, Aldershot, Hants: Gower, ISBN:A senior British civil servant, arguing that the book Spycatcher should not be published, let slip how being economical with the truth is an option in matters of government policy. The phrase became a headline in Australia, highlighting, as much as anything, British duplicity. In fact, it originated with Edmund Burke, the eighteenth century statesman and constitutional theorist. [] In effect, the idea of being economical with the truth underlines the challenge any manager or public servant faces that unguarded, inappropriate, or even appropriate comment can lead to damaging and undesirable reactions. 2013 November 6, House of Commons Treasury Committee (UK), Project Verde (HC 728-II (incorporating HC 300, Session 201314)), volume II, London: The Stationery Office Ltd., published 23 October 2014, ISBN, page Ev 85:So, I am now asking you, was he economical with the truth? Bearing in mind you are now telling us that there were heaps of telephone conversations, things that you described elsewhere as lovely conversations, nice conversations, interesting conversations and that when politicians ring you, you take notice. 2016, Ian Garden, Battling with the Truth: The Contrast in the Media Reporting of World War II, [Stroud, Gloucestershire]: The History Press, ISBN:There was one overriding technique used by both sides to dupe the public, and it was the deliberate omission of key information about any demoralising incident, operation or battle, such as facts about their own or even the enemy's losses. [] This approach can probably be best described as being economical with the truth a phrase whose literal meaning has rather been lost over the years, as it has rather erroneously come to signify telling outright lies.",False,False,False,False,False,False,False,False,False,False,True
4213,eff off,Verb,fuck off., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
14293,energetic disassembly,Noun,destructive explosion.," euphemistic, humorous",,False,False,False,False,False,False,False,False,False,False,True
14294,energetic event,Noun,An explosion.," euphemistic, rocketry, engineering",,False,False,False,False,False,False,False,False,False,False,True
15048,enhanced interrogation,Noun,The practice of using techniques normally considered torture that are claimed not to be torture according to a carefully parsed interpretation of legal language," US, politics, euphemistic","2010 August 4, Leonard S. Rubenstein, JD; Stephen N. Xenakis, MD, The Ethics of Enhanced Interrogations and Torture: A Reappraisal of the Argument, in JAMA[1], volume 304, number 5, American Medical Association, DOI:10.1001/jama.2010.1057, pages 569570:In 2009, the Obama Administration released guidelines on enhanced interrogation written in 2003 and 2004 by the CIA Office of Medical Services. (OMS).1-3(appendix F) The OMS guidelines, even in redacted form, and opinions from the US Department of Justice's (DOJs) Office of Legal Counsel show that CIA physicians, psychologists, and other health care personnel had important roles in enhanced interrogation. 2014 January 1, Claire Kramsch, Language and Culture, in AILA Review[2], volume 27, number 5, John Benjamins, DOI:10.1075/aila.27.02kra, ISSN 1461-0213, page 35:If Cheney calls it enhanced interrogation, he argues, this still doesnt change the meaning of the word torture, which Cheney and the public know perfectly well. But cognitive linguists like Lakoff (1996) remind us that the public can be manipulated into believing that torture is merely an enhanced interrogation technique and thus does not protest. 2015 November 30, Shane O'Mara, Why Torture Doesnt Work: The Neuroscience of Interrogation[3], Harvard University Press, ISBN, page 12:Santorum, in a comment regarding Senator John McCain's repudiation of torture, stated, ""He doesn't understand how enhanced interrogation works. I mean, you break somebody, and after they've broken they become cooperative"" (Summers 2011).",False,False,False,False,False,False,False,False,False,False,True
15049,enhanced interrogation technique,Noun,torture used to elicit answers in an interrogation, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
22335,escort,Noun,"A sex worker who does not operate in a brothel, but with whom clients make appointments; a call girl or male equivalent", somewhat euphemistic,"2014, Jeffrey T. Parsons, Contemporary Research on Sex Work, page 87:Of the 68 women, 26 reported that they had worked on the streets and as an escort over the course of their career as a prostitute, 18 exclusively as a street prostitute, and 8 as an escort only (i.e., working for an escort service).",False,False,False,False,False,False,False,False,False,False,True
22945,estate,Adjective,Previously owned; secondhand," jewelry, euphemistic",an estate diamond; estate jewelry,False,False,False,False,False,False,False,False,False,False,True
23042,esthetically challenged,Adjective,Ugly.," humorously euphemistic, of a person",,False,False,False,False,False,False,False,False,False,False,True
23362,eternal sleep,Noun,Death," idiomatic, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
23602,ethically challenged,Adjective,Unethical; dishonest., humorously euphemistic,,False,False,False,False,False,False,False,False,False,False,True
23725,ethnically challenged,Adjective,Belonging to a marginalized ethnicity," humorously euphemistic, of a person","2000, Fred Reed, The Great Possum-Squashing and Beer Storm of 1962 [] everybody knew, and agreed, that you didn't cut in line or urinate on sidewalks in public (a new cultural practice among the ethnically challenged) or just plain be rude and disagreeable. 2009, William Delaney, You Break It, You Die (page 32) And I want to thank you for pointing that out at long last instead of referring to me as a little ethnically challenged boy in drag. 2015, Graham Bright, Youth Work: Histories, Policy and Contexts (page 176) Young Muslims are essentially seen as 'ethnically challenged' and this is put at the core of their experience of disadvantaged positions. Prejudice and discrimination present authentically serious difficulties []",False,False,False,False,False,False,False,False,False,False,True
23741,ethnicity,Noun,Race; common ancestry.," casual, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
28890,exit,Verb,To die., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
29622,exotic cheroot,Noun,"Cannabis, a joint of cannabis"," Britain, euphemistic","1989, Punch, volume 296, number 7721-7733, page 207:But some busybody got a whiff of an exotic cheroot and the place was closed down. 1994, Christopher Hitchens, Warhol in One Dimension, in For the Sake of Argument: Essays and Minority Reports, ISBN, page 283:No sweet scent of the exotic cheroot taints the air, there are scarcely even any smokers, and no one seems to be employing the men's room either to take on fuel or to make a brisk exchange of spermatozoa. 1994, Taki, Nothing to Declare, ISBN, page 188:'This friend of yours must have been smoking exotic cheroots while writing to you,' reads the note and I laugh out loud, especially as the letter comes from Chuck Pfeifer.",False,False,False,False,False,False,False,False,False,False,True
30220,expiration,Noun,The last emission of breath; death., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
30340,expletive deleted,Noun,"an all-purpose profanity 2013, J"," euphemistic, humorous","David Markham and Mike Resnick, History Revisited: The Great Battles, Eminent Historians Take on the Great Works of Alternative History. BenBella Books, ISBN, p.41: Because you sold him out just to have a martyr, you expletive deleted.",False,False,False,False,False,False,False,False,False,False,True
30341,expletive deleted,Adjective,"an all-purpose profanity 2003, Toby Miller, What It Is and What It Isnt: Cultural Studies Meets Graduate Student Labor"," euphemistic, humorous","In Austin Sarat and Jonathan Simon (eds.), Cultural Analysis, Cultural Studies, and the Law: Moving Beyond Legal Realism. Duke University Press, ISBN, p.90: You are paid a lot of money; kindly do some expletive-deleted work.",False,False,False,False,False,False,False,False,False,False,True
30373,explicit,Adjective,Containing material (e.g, euphemistic,language or film footage) that might be deemed offensive or graphic. The film had several scenes including explicit language and sex.,False,False,False,False,False,False,False,False,False,False,True
30659,expose oneself,Verb,To display one's genitalia in a public place or in other inappropriate circumstances," idiomatic, euphemistic","The police arrested the man who had exposed himself in public. 1985 May 5, ""Offender's One-way Ticket Stirs 2-city Feud,"" New York Times (retrieved 27 April 2014): On Thursday the police in Miami Beach arrested the man, Weston J. Hill, 44 years old, charging him with indecent exposure. . . . He had been charged with exposing himself to children. 1998 Sept. 18, ""Bill Monica: The Intern Serves the Pizza,"" Time (retrieved 27 April 2014): While the President was on the telephone, according to Ms. Lewinsky, ""he unzipped his pants and exposed himself,"" and she performed oral sex. 2013 Sept. 20, Holly Baxter, ""Is masturbating in public a laughing matter?,"" The Guardian (UK): Elsewhere in Sweden recently, two underage girls pressed charges when a teenage boy exposed himself to them at a lake. The court decided, despite the victims' testimonies, that the offence was ""not of a sexual nature"" and dismissed it.",False,False,False,False,False,False,False,False,False,False,True
31785,extract the urine,Verb,"to mock, make fun of something 1997, Des Ryan, Close brush with hairafter, in The Messenger: Selected Columns from Messenger Newspapers, 1993-2003[1], Wakefield Press, published 2003, ISBN, page 42:Now, Merilyn is neither bizarre nor eccentric in the ordinary sense but when she started talking about the presence in her shop I thought she was extracting the urine"," idiomatic, humorous, euphemistic","2001 August 19, BigAl, Re: fare thee well, in alt.music.leonard-cohen, Usenet[2]:Actually Connie it refers to the way we extract the urine out of the apparent social differences between each country. 2006, Tyne O'Connell, Dumping Princess[3], Bloomsbury USA, published 2007, ISBN, page 34:This is what the English do; take the piss (or as we say at school, extract the urine).",False,False,False,False,False,False,False,False,False,False,True
32805,eye-opener,Noun,An alcoholic beverage consumed first thing in the morning," informal, euphemistic","As soon as I got on the plane I asked the flight attendant for an eye-opener, but all he had to offer was orange juice.",False,False,False,False,False,False,False,False,False,False,True
3,p'd off,Adjective,"Annoyed, irritated, angry; depressed, fed up"," idiomatic, colloquial, euphemistic",Euphemistic form of pissed off.,False,False,False,False,False,False,False,False,False,False,True
40,p-word,Noun,"Any taboo word starting with p, e.g", euphemistic,"piss, penis, pussy, prick, or Paki.",False,False,False,False,False,False,False,False,False,False,True
9035,parentally challenged,Adjective,"Lacking one or both parents, or having parents who are inadequately supportive or caring."," humorously euphemistic, of a person",,False,False,False,False,False,False,False,False,False,False,True
10661,parts,Noun,"The genitals, short for private parts."," plural only, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
10749,party favor,Noun,"A narcotic, particularly an amphetamine, to be shared at a gathering."," informal, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
10757,party girl,Noun,A female prostitute., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
11111,pass away,Verb,To die," euphemistic, idiomatic","After a long battle with cancer, the professor passed away yesterday. 1922, Margery Williams, The Velveteen Rabbit He was wise, for he had seen a long succession of mechanical toys arrive to boast and swagger, and by-and-by break their mainsprings and pass away.",False,False,False,False,False,False,False,False,False,False,True
11126,pass gas,Verb,to flatulate, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
11139,pass on,Verb,To die," idiomatic, euphemistic",His uncle passed on last year.,False,False,False,False,False,False,False,False,False,False,True
11152,pass over,Verb,To die and thus progress to the afterlife.," intransitive, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
11164,pass the river,Verb,To die," idiomatic, euphemistic","1991, Anthony Hope, Humphrey Carpenter, Mari Prichard, editors, The Oxford Companion to Children's Literature, Oxford: Oxford University Press, page 216-219:To the beautiful memory of Kenneth Grahame, husband of Elspeth and father of Alastair, who passed the river on the 6th of July, 1932, leaving childhood and literature through him the more blest for all time.",False,False,False,False,False,False,False,False,False,False,True
11180,pass water,Verb,To urinate, euphemistic,"1996 July 16, Daine Mahood, ""Caught in a web of spinal pain,"" Independent (UK) (retrieved 27 July 2015): My bladder has also been affected by nerve damage: sometimes I cannot pass water, sometimes I have to have a catheter. 2015 Jan. 18, Associated Press, ""Mystery Kidney Disease Killing Sri Lankan Farmer,"" New York Times (retrieved 27 July 2015): [P]atients arrived at hospitals complaining of fatigue, loss of appetite, joint pain and difficulty passing water.",False,False,False,False,False,False,False,False,False,False,True
11181,pass wind,Verb,To break wind; fart, euphemistic,Did someone just pass wind?,False,False,False,False,False,False,False,False,False,False,True
11205,passage,Noun,The vagina, euphemistic,"1986, Bertrice Small, A Love for All Time,[1] New American Library, ISBN, page 463: With a look of triumph that he was unable to keep from his dark eyes he slid into her passage with one smooth thrust, [] 1987, Usha Sarup, Expert Lovemaking, Jaico Publishing House, ISBN, page 53: This way, the tip of your penis will travel up and down her passage. 2009, Cat Lindler, Kiss of a Traitor, Medallion Press, ISBN, page 249: At the same moment, Aidan plunged two fingers deep into her passage and broke through her fragile barrier.",False,False,False,False,False,False,False,False,False,False,True
13792,pay a visit,Verb,To go to the toilet.," idiomatic, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
13858,pay the debt of nature,Verb,To die, euphemistic,"1828, Henry Hunter, Sacred biography, or, The history of the patriarchs (volume 1, page 36) The venerable father of the human race had now himself paid the debt of nature.",False,False,False,False,False,False,False,False,False,False,True
14030,payroll,Noun,"Bribes paid to people 1957, Ayn Rand, Atlas Shrugged:I know that the deal started with the boys in Santiago, because theyve been on the dAnconia pay roll for centuries well, no, pay roll is an honorable word, it would be more exact to say that dAnconia Copper has been paying them protection money for centuries isn't that what your gangsters call it? 1972, The Godfather:We can spread a rumor this cop was dirty", euphemistic,"Look, Tom, we have newspaper people on the payroll, don't we?",False,False,False,False,False,False,False,False,False,False,True
15156,peculiar institution,Noun,"slavery 1855, Peter Randolph, Illustrations of the 'Peculiar Institution':He became a great drunkard and a great gambler (vices intimately connected with the ""peculiar institution,"") and was obliged to give up his business", euphemistic or derogatory,"2001, John C. Inscoe, Appalachians and Race, Introduction, page 3:He documents the extensiveness of the peculiar institution's presence throughout the region and establishes a much more realistic context for the emergences of abolitionist sentiments and the various forms it took.",False,False,False,False,False,False,False,False,False,False,True
15796,pee,Noun,urine," euphemistic, often childish",,False,False,False,False,False,False,False,False,False,False,True
15797,pee,Verb,To urinate," euphemistic, intransitive, colloquial, often childish",The schoolboy called out to his friend while he was peeing in the urinal.,False,False,False,False,False,False,False,False,False,False,True
15816,pee in someone's cornflakes,Verb,Alternative form of piss in someone's cornflakes," idiomatic, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
15834,peed off,Adjective,"Annoyed, irritated, angry"," idiomatic, colloquial, euphemistic","1962, John Charles Wahlke, The Legislative System: Explorations in Legislative Behavior, Wiley (1962), page 109, I was in business then. Some guy named Isidore Lubin sent forms all the time wanting to know what I was doing. I was peed off. 1973, George Plimpton et al., Mad Ducks and Bears, Random House (1973), ISBN, page 311, Sandusky said, ""Even if the team wins, Curtis will get peed off because we didn't win big; we just won.""",False,False,False,False,False,False,False,False,False,False,True
24022,petty,Noun,An outhouse: an outbuilding used as a lavatory.," dialectal, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
24031,petty-house,Noun,An outhouse: an outbuilding used as a lavatory., regional euphemistic,,False,False,False,False,False,False,False,False,False,False,True
30583,physically challenged,Adjective,Having some physical disability; disabled., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
34499,pinch a loaf,Verb,To defecate., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
34628,pine box,Noun,coffin, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
39843,play silly beggars,Verb,Alternative form of play silly buggers, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
40485,pleasures of the flesh,Noun,sexual intercourse., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
49294,poop sandwich,Noun,Synonym of shit sandwich," US, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
51607,post-kinetic,Adjective,Following destructive warfare," military, euphemistic","2007, Peter Pigott, Canada in Afghanistan: The War So Far These village kits were created to support the rifle companies in their post-kinetic activities, leader engagements, and mitigation of combat operations. 2007, United States Congress, Securing America's Interest in Iraq ...the speed necessary for post-kinetic stabilization in Baghdad and Anbar. 2008, United States Congress, Deconstructing Reconstruction ...we work with the Special Forces on post-kinetic security...",False,False,False,False,False,False,False,False,False,False,True
52334,posterior,Noun,The buttocks., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
54654,potty mouth,Noun,"The characteristic of regularly using vulgar language, especially strong profanities"," idiomatic, euphemistic","2007 Nov. 16, Janet Stewart, ""Feral cats need someone to lend a hand,"" Winnipeg Free Press: Enough of my bathroom humour, my potty mouth.",False,False,False,False,False,False,False,False,False,False,True
55150,powder one's nose,Verb,"To visit a lavatory to use a toilet, reapply makeup, (when used of a group of women) engage in private conversation, etc"," euphemistic, typically of women","I'll be right back. I just have to powder my nose. C'mon girls; let's go powder our noses. 1996, Deirdre Purcell, Roses After Rain, p. 335: ""...Where's the ladies' in this joint? I've to powder me nose.""",False,False,False,False,False,False,False,False,False,False,True
55157,powder room,Noun,Synonym of ladies' room: a lavatory intended for use by women," originally US, euphemistic","If you'll excuse me, I need to visit the powder room to seeing a man about a dog. 1927, E.A. Park, New Backgrounds for a New Age, Ch. ix, page 173: They are the authors of the small powder room in the Hofbrau House at Broadway and Fifty-third Street, New York, a very modern creation.",False,False,False,False,False,False,False,False,False,False,True
55158,powder room,Noun,Synonym of half bath: a small room with a toilet and sink but no bathtub or shower., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
56765,pre-owned,Adjective,secondhand," advertising, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
56837,pre-viewed,Adjective,Previously viewed; used," euphemistic, of a VHS cassette, DVD, etc.","2001, Michelle Singletary, ""A Penny Saved Is... Well, It's A Penny Saved"", South Florida Sun-Sentinel, 30 July 2001: Linda Harris of Reston, Va., found a way to cut what it costs to buy videos. ""Purchase pre-viewed movies from a video store,"" she recommends. Harris said she saves as much as half the cost of a new video. For example, she bought a pre-viewed movie, Dinosaur, for $6.99. The original cost $19.99. For more examples of usage of this term, see Citations:pre-viewed.",False,False,False,False,False,False,False,False,False,False,True
60297,preloved,Adjective,used; previously owned by somebody else, euphemistic,"1998, Peter Weill, Marianne Broadbent, Leveraging the new infrastructure Providing low rates for preloved cars available for hire near airports and cheaper downtown hotels 2004, Alan Perlis, Beth Bradley, The Unofficial Guide to Buying a Home When you buy an older, or preloved home, make sure to put an inspection contingency in your contract. 2007 April 19, Zarah Crawford, After Lunching, the Ladies Go Shopping, in New York Times[1]:Located at the back of this most genteel Upper East Side charity shop, past the alligator bags, upholstered sofas and preloved tuxedos, the designer room is a shoe-box-size repository for the choicest womens wear, culled from the thousands of items donated every week, and sold at prices slightly higher than the average thrift outlet but still lower than most vintage stores. 2008, Damien Simonis, Barcelona With its half-dozen rough preloved tables, gentle jazz and ebullient Venetian owner, Xemei is a slice of Venice on the side of Montjuc hill.",False,False,False,False,False,False,False,False,False,False,True
63865,previously disadvantaged,Adjective,"Belonging or relating to the previously disenfranchised population groups in South Africa, i.e"," South Africa, euphemistic","blacks, coloureds, and Indians. 2006 ""She said the biggest challenge facing them was how to provide access to information to previously disadvantaged people"". Weekend Argus June 10 2006, p.6. This project aims to modelInternet connectivity to previously disadvantaged schools in theEastern Cape by investigating known networking technologiesin the context of such schools. [1] ""bursaries for previously disadvantaged students: In keeping with Unisa's mission of community participation, the Centre for Industrial and Organisational Psychology introduced a bursary awards initiative that affords students from previously disadvantaged communities the opportunity to further their studies. Default.asp?Cmd=ViewContentContentID=12023",False,False,False,False,False,False,False,False,False,False,True
65656,private,Noun,The genitals.," euphemistic, in the plural",,False,False,False,False,False,False,False,False,False,False,True
65715,private parts,Noun,Genitals and female nipples, euphemistic,"1922 February, James Joyce, [Episode 12: The Cyclops], in Ulysses, Paris: Shakespeare Co.; Sylvia Beach, OCLC 560090630; republished London: Published for the Egoist Press, London by John Rodker, Paris, October 1922, OCLC 2297483:And what was it only one of the smutty yankee pictures Terry borrows off of Corny Kelleher. Secrets for enlarging your private parts.",False,False,False,False,False,False,False,False,False,False,True
66313,problem child,Noun,"A child who is particularly difficult to raise or educate, especially due to a lack of self-control and disruptive and antisocial behavior", euphemistic,"1926, ""General Topic: The Problem Child,"" The Age (Australia), 30 Mar. (retrieved 11 June 2009): Of recent times very much has been said regarding the problem child, but as Lady Stradbroke pointed out last week but little is being done to cope with the menace that child is to itself and to the community. 2006, Alan Fryer, ""The Children of Woodlands,"" ctv.ca, 21 Oct. (retrieved 11 June 2009): Hill was a problem child who was sent to Woodlands because his parents couldn't handle him at home.",False,False,False,False,False,False,False,False,False,False,True
72622,proverbial,Noun,"Used to replace a word that might be considered unacceptable in a particular situation, when using a well-known phrase", euphemistic,I think we should be prepared in case the proverbial hits the fan. Are you taking the proverbial?,False,False,False,False,False,False,False,False,False,False,True
72623,proverbial,Noun,The groin or the testicles., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
77133,pudenda muliebria,Noun,Vagina; female genitals," anatomy, euphemistic",Used in classical literature to gloss foreign words for vagina without using the word vagina itself.,False,False,False,False,False,False,False,False,False,False,True
77865,pulling the plug,Noun,passive euthanasia," idiomatic, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
80334,pushing up daisies,Adjective,Dead, euphemistic,"Synonyms: six feet under, Thes:dead",False,False,False,False,False,False,False,False,False,False,True
80656,put down,Verb,To euthanize (an animal), euphemistic,"Synonyms: put to sleep, euthanize Rex was in so much pain, they had to put him down. 2016, ""Dog found buried alive in Redcar with nail in head"", BBC: A couple walking in Kirkleatham Woods, Redcar, heard whimpering and found the terrier-type animal in a mound of earth at about midday. It was rushed to a vet but its injuries were so serious it had to be put down.",False,False,False,False,False,False,False,False,False,False,True
80886,put to sleep,Verb,"To kill an animal painlessly, often with an injection; to euthanize"," transitive, euphemistic","1885 August, Benjamin Ward Richardson, Measures of Vital Tenacity, Popular Science Monthly, Volume 27 In one instance where a large number of dogs were put to sleep in the lethal chamber, one was found in deepest sleep, but still breathing, side by side and partly covered by another that was not only dead but cold and rigid.",False,False,False,False,False,False,False,False,False,False,True
12,n-bomb,Noun,The word nigger or nigga, euphemistic,"2010, December 28th, Soraya Roberts, John LaMotta, ALF star, denigrates 1980s show after N-bomb outtakes go viral, New York Daily News: ALFs racist N-bomb blooper reel has inspired another member of the 1980s sitcom cast to air an expletive of his own.",False,False,False,False,False,False,False,False,False,False,True
38,n-word,Noun,The word nigger or nigga or nigra., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
3284,nasty,Noun,Sexual intercourse.," euphemistic, preceded by ""the""",,False,False,False,False,False,False,False,False,False,False,True
3958,naughty bit,Noun,"Those parts of the body not normally shown in public, particularly the nipples of women and the genitals."," informal, euphemistic, usually in the plural",,False,False,False,False,False,False,False,False,False,False,True
8229,nether cheek,Noun,A buttock," often pluralized, euphemistic, sometimes humorous","1822, John Gay, Tales, in The Poems of John Gay[1]:He turned the freer upon his face downright, / Displaying his nether cheeks full broad and white.",False,False,False,False,False,False,False,False,False,False,True
8235,nether region,Noun,The groin or buttocks," often pluralized, euphemistic, sometimes humorous","2006 November 29, Sheila Marikar, Britney Keeps Flashing, Cameras Keep Clicking, in ABC News[1]:The rash of celebrities flashing their nether regions worries Peter Post, director of the Emily Post Institute of etiquette and manners.",False,False,False,False,False,False,False,False,False,False,True
10076,neutralise,Verb,To kill.," transitive, military, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
11031,nice guy,Noun,An inoffensive adult male who desires romantic companionship but who is too bland and uninspiring to be attractive," idiomatic, euphemistic","1999, The 'Nice Guy' Syndrome, Self-Help Informational Resources, The Counseling Center for Human Development, The University of South Florida [1] The nice guy, they say, finishes last. But in romantic relationships, the nice guy often isn't even in the running.... The nice guy may have expressed an interest in dating you.... The nice guy is the person who you trust and feel comfortable with, but don't see as ""fun"" or ""challenging"" or really all that ""interesting,"" other than as a friend, of course. 2002 May 3, Cecelia Goodnow, What's wrong with being a nice guy? Plenty, according to a local therapist, Seattle Post-Intelligencer ""My frustrations were pretty typical Nice Guy relationship issues,"" he says. ""Not feeling appreciated, not feeling sexually desired by my wife. I didn't feel like...I received as much as I gave."" 2005 September 18, ""Dirty D."", Lost Romanticism and the Manwhore, DiaryLand, at uberfrau.diaryland.com Nice guys are historically the grail of dating. ... As both Nora and I reminisced and compared how we were treated by the manwhore and by the nice guy, the manwhore always won out.",False,False,False,False,False,False,False,False,False,False,True
